MEASURE_DATE,MEASURE_VALUE,SITE_COUNTRY,SITE_LATITUDE,SITE_LONGITUDE
2023-08-29,3904.513,Nigeria,6.448858,7.392609
2023-04-20,5270.277,Nigeria,9.076439,7.425385
2020-04-11,5068.969517,Nigeria,9.076439,7.425385
2022-08-25,3883.46271975,Nigeria,9.076439,7.425385
2021-04-12,6518.57118744,Nigeria,9.076439,7.425385
2023-08-12,0,Nigeria,9.076439,7.425385
2021-03-24,4771.33260783,Nigeria,9.076439,7.425385
2021-08-26,5924.16510815,Nigeria,9.076439,7.425385
2023-12-13,5993.204,Nigeria,6.448858,7.392609
2021-03-16,5611.05879444,Nigeria,9.076439,7.425385
2023-05-16,5567.713,Nigeria,6.448858,7.392609
2021-08-11,2214.99398014,Nigeria,9.076439,7.425385
2022-04-26,5833.24780868,Nigeria,9.076439,7.425385
2024-05-09,5235.443,Nigeria,9.076439,7.425385
2024-02-18,4256.784,Nigeria,6.448858,7.392609
2023-07-16,2638.519,Nigeria,9.076439,7.425385
2021-07-27,1388.54120117,Nigeria,9.076439,7.425385
2023-09-29,1243.08,Nigeria,6.448858,7.392609
2022-06-15,5743.65876456,Nigeria,9.076439,7.425385
2021-01-20,5589.85269517,Nigeria,9.076439,7.425385
2023-11-25,3816.572,Nigeria,6.448858,7.392609
2023-09-08,2733.19,Nigeria,9.076439,7.425385
2020-08-31,3327.13654783,Nigeria,9.076439,7.425385
2023-05-06,5269.912,Nigeria,6.448858,7.392609
2023-03-05,7080.77,Nigeria,6.448858,7.392609
2021-10-17,5681.88398581,Nigeria,9.076439,7.425385
2020-06-24,5690.17433392,Nigeria,9.076439,7.425385
2022-02-13,5352.79306942,Nigeria,9.076439,7.425385
2020-10-28,6767.28376798,Nigeria,9.076439,7.425385
2023-09-02,4174.15,Nigeria,9.076439,7.425385
2020-10-08,4353.4165035,Nigeria,9.076439,7.425385
2021-09-24,5043.37019025,Nigeria,9.076439,7.425385
2024-07-01,3222.56,Nigeria,9.076439,7.425385
2022-10-06,2295.45495685,Nigeria,9.076439,7.425385
2023-02-28,5838.934,Nigeria,9.076439,7.425385
2023-12-06,6082.259,Nigeria,6.448858,7.392609
