datetime,location,estimator,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DIFF,ALLSKY_SFC_SW_DNI,CLRSKY_SFC_LW_DWN,T2M,RH2M,PS,WS2M,AOD_55_ADJ,CLOUD_AMT,PW,T2M_RANGE,PRECTOTCORR,Z0M,V2M,AIRMASS,DISPH,EVPTRNS,PBLTOP,TO3,RHOA,SRF_ALB_ADJ,EVLAND,GWETTOP,ALLSKY_KT
2021-04-24,Ndejje ss,nasa_power,4.96,2.75,2.46,8.75,20.87,83.89,88.43,1.05,0.17,92.06,3.93,8.28,11.62,0.2,0.68,2.61,1.01,1.11,81.76,260.48,1.04,0.15,3.12,0.81,0.49
2021-04-25,Ndejje ss,nasa_power,3.09,1.88,1.06,8.68,20.13,89.56,88.48,1.35,0.23,95.74,3.81,6.85,3.98,0.2,0.92,2.62,1.02,0.6,82.74,263.88,1.04,0.14,2.29,0.79,0.31
2021-04-26,Ndejje ss,nasa_power,6.13,2.25,4.86,8.7,20.75,86.2,88.52,1.43,0.14,75.68,3.68,5.41,11.55,0.2,1.35,2.62,1.02,0.82,83.91,260.57,1.04,0.15,3.23,0.81,0.61
2021-04-27,Ndejje ss,nasa_power,5.6,2.53,3.32,8.79,21.81,79.7,88.42,1.02,0.12,67.8,3.73,9.58,2.01,0.2,0.58,2.63,1.02,2.29,81.35,260.83,1.03,0.15,5.35,0.79,0.56
2021-04-28,Ndejje ss,nasa_power,3.7,2.52,1.16,8.73,21.79,81.16,88.39,1.28,0.11,81.44,3.72,7.5,0.4,0.2,1.03,2.64,1.02,1.7,82.21,262.6,1.03,0.15,3.69,0.78,0.37
2021-04-29,Ndejje ss,nasa_power,5.56,2.84,2.84,8.71,22.31,84.19,88.41,1.09,0.14,95.53,3.59,7.04,14.44,0.2,0.45,2.64,1.02,1.32,81.98,264.34,1.03,0.15,3.49,0.81,0.56
2021-04-30,Ndejje ss,nasa_power,5.48,2.67,2.79,8.75,22.44,82.58,88.4,1.03,0.19,74.15,3.29,7.84,5.96,0.2,0.84,2.65,1.02,1.59,79.29,261.21,1.03,0.15,3.98,0.8,0.55
2021-05-01,Ndejje ss,nasa_power,4.91,2.57,2.4,8.66,21.93,85.15,88.42,0.71,0.16,62.63,3.28,6.28,2.05,0.2,0.26,2.65,1.03,1.0,82.42,261.66,1.03,0.18,2.61,0.79,0.5
2021-05-02,Ndejje ss,nasa_power,5.3,2.95,2.64,8.66,22.23,83.27,88.4,1.45,0.12,88.85,3.25,7.82,1.86,0.2,1.25,2.66,1.03,1.31,79.05,265.58,1.03,0.17,3.52,0.78,0.54
2021-05-03,Ndejje ss,nasa_power,3.29,2.03,1.17,8.72,22.32,81.23,88.41,0.74,0.13,84.88,3.73,6.55,8.66,0.2,-0.3,2.66,1.03,1.11,79.88,260.23,1.03,0.17,3.33,0.8,0.33
2021-05-04,Ndejje ss,nasa_power,5.21,2.6,2.64,8.8,20.84,85.76,88.39,0.9,0.15,80.68,3.85,7.2,0.81,0.2,0.51,2.67,1.03,1.12,83.37,261.59,1.04,0.18,2.68,0.78,0.53
2021-05-05,Ndejje ss,nasa_power,4.59,2.14,3.1,8.64,20.74,87.88,88.43,1.56,0.11,82.45,3.96,5.83,0.71,0.2,1.53,2.67,1.03,0.78,84.08,262.45,1.04,0.18,2.15,0.78,0.47
2021-05-06,Ndejje ss,nasa_power,4.69,2.76,1.9,8.69,21.1,85.85,88.52,1.38,0.19,92.75,3.94,7.37,8.37,0.2,1.25,2.68,1.03,0.9,83.13,258.27,1.04,0.17,3.03,0.79,0.48
2021-05-07,Ndejje ss,nasa_power,4.5,3.03,1.43,8.67,20.41,89.24,88.62,1.55,0.28,98.69,3.94,5.24,23.07,0.2,1.25,2.68,1.03,0.49,83.89,257.35,1.04,0.16,2.48,0.85,0.46
2021-05-08,Ndejje ss,nasa_power,3.47,2.37,0.37,8.61,19.95,90.81,88.64,1.14,0.31,98.28,3.95,5.33,4.37,0.2,0.3,2.68,1.04,0.28,84.28,256.17,1.04,0.16,1.62,0.82,0.35
2021-05-09,Ndejje ss,nasa_power,2.9,2.02,0.5,8.51,20.07,88.28,88.65,1.23,0.28,98.63,3.95,6.26,2.97,0.2,0.14,2.69,1.04,0.66,84.27,253.17,1.04,0.16,2.62,0.81,0.3
2021-05-10,Ndejje ss,nasa_power,1.87,1.45,0.06,8.67,20.11,87.32,88.71,1.48,0.39,95.76,4.0,6.1,4.71,0.2,0.41,2.69,1.04,0.87,83.46,252.83,1.04,0.16,3.27,0.81,0.19
2021-05-11,Ndejje ss,nasa_power,3.65,2.55,1.15,8.71,20.65,87.39,88.7,1.43,0.35,98.04,4.15,6.93,4.52,0.21,1.37,2.69,1.04,1.06,82.78,254.76,1.04,0.16,3.46,0.8,0.37
2021-05-12,Ndejje ss,nasa_power,4.28,3.05,0.7,8.6,20.07,92.33,88.71,1.16,0.24,90.13,3.95,4.66,4.48,0.21,0.37,2.7,1.04,0.23,81.2,250.39,1.04,0.16,1.69,0.81,0.44
2021-05-13,Ndejje ss,nasa_power,6.43,1.78,6.39,8.71,22.15,77.02,88.62,0.51,0.14,26.66,3.83,9.49,0.39,0.21,0.2,2.7,1.04,2.81,81.05,251.31,1.04,0.18,5.4,0.79,0.66
2021-05-14,Ndejje ss,nasa_power,5.09,2.59,2.16,8.79,21.95,83.04,88.58,1.14,0.15,83.44,3.78,8.06,1.44,0.21,0.32,2.7,1.04,1.92,80.56,250.95,1.03,0.17,4.28,0.79,0.53
2021-05-15,Ndejje ss,nasa_power,4.54,2.52,1.52,8.78,21.55,85.55,88.57,1.83,0.2,84.2,3.61,6.09,2.13,0.21,1.64,2.71,1.04,1.06,80.0,253.89,1.03,0.17,3.42,0.79,0.47
2021-05-16,Ndejje ss,nasa_power,6.09,2.22,5.14,8.74,21.89,85.09,88.56,1.29,0.17,54.46,3.6,5.4,1.07,0.21,1.17,2.71,1.04,0.8,83.15,253.51,1.03,0.18,2.41,0.78,0.63
2021-05-17,Ndejje ss,nasa_power,5.91,2.22,4.75,8.78,22.57,80.39,88.54,1.0,0.17,55.75,3.66,7.02,0.46,0.21,0.61,2.71,1.04,1.6,79.07,253.74,1.03,0.18,3.5,0.78,0.61
2021-05-18,Ndejje ss,nasa_power,5.25,2.8,3.51,8.86,21.46,86.58,88.6,1.85,0.14,95.1,3.72,5.92,0.75,0.21,1.76,2.71,1.04,1.01,80.2,252.62,1.04,0.17,2.43,0.78,0.55
2021-05-19,Ndejje ss,nasa_power,5.64,3.32,4.15,8.79,20.37,90.93,88.63,2.15,0.29,98.09,3.4,4.56,4.14,0.21,2.05,2.71,1.04,0.39,83.36,247.71,1.04,0.16,2.0,0.79,0.59
2021-05-20,Ndejje ss,nasa_power,5.91,2.28,4.64,8.83,21.23,84.1,88.7,1.18,0.3,59.85,3.49,8.01,1.22,0.21,0.58,2.72,1.04,1.71,82.36,256.24,1.04,0.17,4.07,0.78,0.62
2021-05-21,Ndejje ss,nasa_power,5.52,2.45,3.76,8.81,21.55,84.62,88.67,1.47,0.22,30.08,3.57,9.64,1.08,0.21,1.28,2.72,1.04,2.05,81.14,258.57,1.04,0.18,4.58,0.77,0.58
2021-05-22,Ndejje ss,nasa_power,5.48,2.46,3.81,8.78,22.15,83.09,88.63,1.59,0.22,48.17,3.45,8.66,1.85,0.21,1.57,2.72,1.04,1.97,82.15,254.18,1.03,0.18,4.67,0.77,0.57
2021-05-23,Ndejje ss,nasa_power,5.68,2.52,3.67,8.79,21.76,82.29,88.65,2.67,0.26,65.09,3.4,6.77,1.19,0.21,2.65,2.72,1.04,1.98,81.87,255.52,1.03,0.18,4.85,0.76,0.6
2021-05-24,Ndejje ss,nasa_power,4.38,2.51,1.63,8.71,21.28,81.06,88.76,2.99,0.22,81.97,3.32,5.56,1.37,0.21,2.98,2.72,1.04,1.6,81.36,256.22,1.04,0.17,4.34,0.76,0.46
2021-05-25,Ndejje ss,nasa_power,5.73,2.21,4.81,8.7,21.45,77.43,88.76,2.05,0.18,35.62,3.33,7.96,0.56,0.21,2.01,2.72,1.04,2.18,81.88,259.44,1.04,0.18,4.96,0.75,0.6
2021-05-26,Ndejje ss,nasa_power,5.78,2.12,5.23,8.74,20.91,81.77,88.69,2.12,0.18,34.39,3.27,6.93,0.1,0.21,2.11,2.72,1.04,1.48,82.45,256.97,1.04,0.17,3.33,0.75,0.61
2021-05-27,Ndejje ss,nasa_power,5.72,2.13,4.9,8.7,21.45,81.43,88.66,2.66,0.23,58.57,3.32,7.46,0.29,0.21,2.56,2.72,1.04,1.99,81.44,259.0,1.04,0.16,4.52,0.74,0.6
2021-05-28,Ndejje ss,nasa_power,6.0,2.01,5.41,8.75,22.41,76.68,88.65,1.48,0.18,43.54,3.16,8.88,0.08,0.21,1.42,2.72,1.04,2.13,78.87,259.1,1.03,0.17,4.54,0.74,0.63
2021-05-29,Ndejje ss,nasa_power,5.89,2.32,4.87,8.77,22.28,76.83,88.64,1.48,0.16,49.66,2.89,8.43,0.04,0.21,1.38,2.72,1.04,1.85,78.68,260.4,1.03,0.17,4.03,0.73,0.62
2021-05-30,Ndejje ss,nasa_power,4.66,2.81,1.8,8.65,21.72,82.77,88.61,1.4,0.18,90.6,2.61,5.24,0.38,0.21,1.19,2.72,1.04,0.62,78.86,259.11,1.03,0.16,1.87,0.73,0.49
2021-05-31,Ndejje ss,nasa_power,5.87,2.21,5.01,8.62,22.43,81.22,88.49,1.03,0.13,55.61,2.76,7.56,0.23,0.21,0.39,2.72,1.04,1.18,79.96,263.03,1.03,0.17,2.78,0.73,0.62
2021-06-01,Ndejje ss,nasa_power,5.23,2.59,4.67,8.65,22.24,80.17,88.44,2.01,0.18,76.85,2.85,8.6,0.02,0.21,1.95,2.72,1.04,1.76,81.66,263.64,1.03,0.16,4.01,0.73,0.56
2021-06-02,Ndejje ss,nasa_power,5.29,2.81,3.01,8.66,22.17,76.19,88.56,2.49,0.27,83.17,2.97,7.6,0.02,0.21,2.37,2.72,1.04,1.84,78.74,264.61,1.03,0.17,4.29,0.72,0.56
2021-06-03,Ndejje ss,nasa_power,4.93,3.08,1.6,8.71,21.74,78.08,88.67,1.86,0.34,97.93,3.0,7.25,0.0,0.21,1.7,2.72,1.04,1.22,82.33,265.42,1.04,0.16,2.99,0.72,0.52
2021-06-04,Ndejje ss,nasa_power,4.71,2.42,2.02,8.66,21.17,81.84,88.7,1.24,0.31,73.81,3.2,4.87,0.09,0.2,1.17,2.71,1.04,0.65,83.62,260.06,1.04,0.16,1.63,0.72,0.5
2021-06-05,Ndejje ss,nasa_power,4.35,2.42,2.07,8.68,21.34,82.88,88.65,1.3,0.22,66.19,3.64,6.64,1.02,0.2,0.59,2.72,1.04,0.79,81.18,260.95,1.04,0.16,2.48,0.72,0.46
2021-06-06,Ndejje ss,nasa_power,3.31,1.57,2.15,8.57,20.42,85.45,88.67,1.67,0.21,67.96,3.53,5.43,4.55,0.2,1.34,2.71,1.04,0.43,82.72,259.36,1.04,0.16,2.2,0.74,0.35
2021-06-07,Ndejje ss,nasa_power,6.0,2.03,5.35,8.5,20.61,82.98,88.68,1.92,0.11,48.58,3.07,6.87,0.7,0.2,1.72,2.71,1.04,0.88,82.82,256.29,1.04,0.17,2.59,0.73,0.64
2021-06-08,Ndejje ss,nasa_power,5.72,2.47,4.9,8.42,21.38,77.65,88.72,2.29,0.16,40.09,2.31,8.3,0.3,0.2,2.18,2.71,1.04,1.86,78.5,261.68,1.04,0.17,4.4,0.72,0.61
2021-06-09,Ndejje ss,nasa_power,6.17,1.9,6.51,8.43,21.61,78.05,88.67,2.23,0.13,20.16,2.43,8.86,0.09,0.2,2.06,2.71,1.04,1.86,79.61,259.0,1.04,0.17,4.29,0.72,0.66
2021-06-10,Ndejje ss,nasa_power,6.43,1.9,7.0,8.48,21.62,75.26,88.62,2.45,0.12,12.02,2.63,8.72,0.03,0.2,2.34,2.71,1.04,1.85,79.54,260.35,1.04,0.16,4.35,0.71,0.69
2021-06-11,Ndejje ss,nasa_power,6.02,2.09,5.44,8.57,21.66,74.96,88.58,2.55,0.2,19.44,2.85,8.75,0.07,0.2,2.49,2.7,1.04,1.78,80.9,259.88,1.04,0.16,4.26,0.71,0.65
2021-06-12,Ndejje ss,nasa_power,5.1,2.46,3.7,8.59,20.72,79.86,88.63,2.62,0.35,36.18,3.05,6.5,0.7,0.2,2.55,2.7,1.04,0.79,82.3,263.27,1.04,0.15,2.66,0.71,0.55
2021-06-13,Ndejje ss,nasa_power,6.08,2.32,5.24,8.58,21.82,73.06,88.7,2.87,0.3,17.86,2.93,8.06,0.04,0.2,2.8,2.7,1.04,1.74,81.34,262.09,1.04,0.15,4.29,0.7,0.65
2021-06-14,Ndejje ss,nasa_power,5.28,2.63,3.56,8.62,21.87,73.76,88.67,2.71,0.38,61.71,2.81,7.73,0.65,0.2,2.67,2.7,1.04,1.61,81.88,259.16,1.04,0.15,4.23,0.7,0.57
2021-06-15,Ndejje ss,nasa_power,4.26,2.76,1.31,8.73,21.64,77.52,88.64,1.39,0.58,81.59,3.09,7.66,1.41,0.2,1.07,2.69,1.03,1.07,82.11,261.7,1.04,0.16,3.27,0.7,0.46
2021-06-16,Ndejje ss,nasa_power,3.14,2.29,0.59,8.64,20.75,84.19,88.69,1.04,0.75,99.48,3.31,4.99,1.35,0.2,0.4,2.69,1.03,0.37,83.94,262.7,1.04,0.17,1.72,0.71,0.34
2021-06-17,Ndejje ss,nasa_power,5.06,2.82,2.03,8.76,21.52,79.05,88.72,1.33,0.69,93.17,3.36,8.5,0.44,0.2,1.01,2.69,1.03,1.2,79.8,256.82,1.04,0.15,3.15,0.7,0.54
2021-06-18,Ndejje ss,nasa_power,3.37,2.02,1.33,8.79,19.8,88.26,88.9,1.62,0.69,97.08,3.48,3.12,0.85,0.2,1.51,2.69,1.03,0.23,84.99,255.9,1.05,0.16,1.26,0.71,0.36
2021-06-19,Ndejje ss,nasa_power,4.01,2.54,0.9,8.69,20.78,80.82,88.9,2.65,0.57,97.23,3.27,7.14,0.39,0.2,2.51,2.68,1.03,1.19,82.59,260.65,1.04,0.16,3.3,0.71,0.43
2021-06-20,Ndejje ss,nasa_power,4.71,2.34,2.69,8.61,20.71,78.87,88.82,2.31,0.45,79.45,3.43,7.37,0.31,0.2,2.16,2.68,1.03,1.02,82.03,260.81,1.04,0.14,2.81,0.7,0.51
2021-06-21,Ndejje ss,nasa_power,5.07,2.5,2.69,8.71,19.65,82.32,88.77,1.65,0.39,65.1,3.45,5.73,0.61,0.2,1.4,2.68,1.03,0.45,82.44,255.87,1.04,0.15,1.75,0.7,0.55
2021-06-22,Ndejje ss,nasa_power,5.19,2.51,3.49,8.65,20.81,76.34,88.71,2.33,0.37,60.4,3.37,8.43,0.05,0.2,2.09,2.68,1.02,1.25,81.91,261.89,1.04,0.16,3.22,0.7,0.56
2021-06-23,Ndejje ss,nasa_power,5.32,2.54,3.43,8.58,21.05,75.92,88.71,2.49,0.27,59.82,2.87,8.73,0.14,0.2,2.31,2.67,1.02,1.39,81.8,265.31,1.04,0.16,3.58,0.7,0.57
2021-06-24,Ndejje ss,nasa_power,6.07,2.44,4.87,8.55,20.74,74.71,88.72,2.24,0.18,45.44,2.57,8.91,0.04,0.2,2.08,2.67,1.02,1.34,77.53,267.64,1.04,0.16,3.42,0.69,0.65
2021-06-25,Ndejje ss,nasa_power,5.22,2.41,3.73,8.61,20.35,78.1,88.7,2.11,0.21,70.69,2.53,8.62,1.08,0.2,2.03,2.67,1.02,0.88,79.95,264.24,1.04,0.16,3.1,0.69,0.56
2021-06-26,Ndejje ss,nasa_power,5.36,2.68,3.13,8.79,21.13,73.66,88.57,2.38,0.33,62.84,2.72,9.5,0.33,0.2,2.37,2.66,1.02,1.29,79.31,263.96,1.04,0.15,3.56,0.69,0.58
2021-06-27,Ndejje ss,nasa_power,5.9,2.11,5.3,8.64,21.31,71.3,88.51,2.32,0.21,20.14,2.57,10.68,0.05,0.2,2.25,2.66,1.01,1.51,82.24,263.89,1.04,0.15,3.81,0.68,0.63
2021-06-28,Ndejje ss,nasa_power,5.13,2.59,2.76,8.61,20.8,75.53,88.62,2.79,0.34,65.89,2.88,7.86,1.9,0.2,2.73,2.66,1.01,0.99,80.2,262.56,1.04,0.15,3.6,0.69,0.55
2021-06-29,Ndejje ss,nasa_power,4.82,2.29,3.06,8.57,20.63,75.18,88.72,2.95,0.47,76.62,3.08,6.65,0.77,0.2,2.9,2.66,1.01,0.98,81.67,259.12,1.04,0.13,3.12,0.69,0.52
2021-06-30,Ndejje ss,nasa_power,3.36,2.05,1.07,8.55,20.74,77.52,88.83,2.77,0.44,69.87,3.23,7.18,0.94,0.2,2.69,2.66,1.01,1.03,83.51,256.28,1.04,0.16,3.17,0.69,0.36
2021-07-01,Ndejje ss,nasa_power,5.99,2.14,5.23,8.64,21.17,75.64,88.81,1.48,0.26,25.54,3.05,8.65,0.55,0.2,1.35,2.65,1.0,1.08,81.89,260.49,1.04,0.16,3.1,0.68,0.64
2021-07-02,Ndejje ss,nasa_power,5.09,2.11,3.84,8.71,21.61,73.32,88.75,1.92,0.26,48.84,3.08,10.27,0.03,0.2,1.87,2.65,1.0,1.32,81.55,259.16,1.04,0.16,3.4,0.68,0.55
2021-07-03,Ndejje ss,nasa_power,6.05,2.38,4.8,8.66,21.42,73.12,88.7,1.84,0.22,49.02,3.05,9.49,0.46,0.2,1.8,2.65,1.0,0.99,81.52,259.86,1.04,0.16,2.99,0.68,0.65
2021-07-04,Ndejje ss,nasa_power,5.4,2.23,4.36,8.73,21.74,69.42,88.71,2.74,0.23,54.34,3.11,8.89,0.09,0.2,2.69,2.64,1.0,1.19,81.86,258.68,1.04,0.16,3.5,0.67,0.58
2021-07-05,Ndejje ss,nasa_power,5.72,2.28,4.27,8.52,21.48,69.51,88.7,2.57,0.29,43.18,2.71,9.65,0.07,0.2,2.5,2.64,0.99,1.13,82.59,258.13,1.04,0.15,3.34,0.67,0.61
2021-07-06,Ndejje ss,nasa_power,4.33,2.54,1.49,8.49,20.84,71.31,88.67,2.99,0.7,88.7,2.7,8.77,0.02,0.2,2.94,2.64,0.99,0.99,82.68,261.76,1.04,0.15,3.02,0.66,0.46
2021-07-07,Ndejje ss,nasa_power,4.75,2.77,1.78,8.61,20.97,71.08,88.69,2.34,0.73,78.89,2.97,6.94,0.08,0.19,2.27,2.63,0.99,0.74,82.14,262.14,1.04,0.14,2.42,0.66,0.51
2021-07-08,Ndejje ss,nasa_power,2.27,1.39,0.55,8.62,20.4,73.24,88.86,1.64,0.5,97.88,3.55,8.44,1.15,0.19,1.34,2.63,0.98,0.61,80.36,259.79,1.05,0.15,2.59,0.67,0.24
2021-07-09,Ndejje ss,nasa_power,4.43,2.25,2.09,8.59,20.49,77.19,88.81,2.1,0.45,83.9,3.36,7.84,1.01,0.19,2.07,2.63,0.98,0.59,81.38,258.01,1.04,0.16,2.58,0.67,0.47
2021-07-10,Ndejje ss,nasa_power,3.87,2.37,1.47,8.54,21.09,73.2,88.71,2.62,0.37,91.05,3.2,8.68,0.27,0.19,2.56,2.63,0.98,0.85,82.21,260.46,1.04,0.16,2.85,0.66,0.41
2021-07-11,Ndejje ss,nasa_power,3.82,2.36,1.15,8.49,21.5,69.54,88.74,2.91,0.45,95.86,3.0,7.95,0.11,0.19,2.8,2.62,0.97,0.91,82.21,257.68,1.04,0.15,3.03,0.66,0.41
2021-07-12,Ndejje ss,nasa_power,3.49,2.19,0.68,8.53,21.02,71.16,88.79,2.52,0.65,95.92,3.06,8.14,0.24,0.19,2.46,2.62,0.97,0.75,82.28,259.9,1.04,0.15,2.69,0.66,0.37
2021-07-13,Ndejje ss,nasa_power,3.96,2.31,1.16,8.63,21.42,72.71,88.77,1.66,0.56,96.34,3.37,9.43,0.27,0.19,1.63,2.62,0.96,0.71,81.37,260.42,1.04,0.15,2.51,0.66,0.42
2021-07-14,Ndejje ss,nasa_power,4.56,2.62,2.26,8.74,21.59,75.02,88.7,1.7,0.5,92.92,3.65,9.31,0.54,0.19,1.65,2.61,0.96,0.67,79.88,259.04,1.04,0.16,2.56,0.66,0.48
2021-07-15,Ndejje ss,nasa_power,4.26,2.46,1.42,8.71,21.65,74.79,88.65,2.83,0.42,94.87,3.61,7.6,1.5,0.19,2.64,2.61,0.96,0.71,80.69,257.37,1.04,0.16,3.03,0.66,0.45
2021-07-16,Ndejje ss,nasa_power,3.58,2.34,0.63,8.58,21.51,72.93,88.68,3.33,0.25,88.66,3.3,8.5,1.54,0.19,3.15,2.61,0.95,0.78,81.54,260.08,1.04,0.16,3.1,0.66,0.38
2021-07-17,Ndejje ss,nasa_power,6.02,2.24,4.94,8.45,20.85,69.95,88.71,3.24,0.18,63.16,2.94,9.1,0.0,0.19,3.13,2.6,0.95,0.8,82.46,264.24,1.04,0.17,2.76,0.65,0.64
2021-07-18,Ndejje ss,nasa_power,4.44,2.43,2.05,8.34,21.02,67.53,88.7,3.3,0.35,92.59,2.61,9.33,0.0,0.19,3.24,2.6,0.95,0.78,82.31,258.39,1.04,0.15,2.78,0.65,0.47
2021-07-19,Ndejje ss,nasa_power,5.7,2.26,4.26,8.35,21.28,64.53,88.76,2.82,0.41,65.69,2.63,8.34,0.01,0.19,2.76,2.6,0.94,0.71,81.99,258.72,1.04,0.15,2.67,0.64,0.6
2021-07-20,Ndejje ss,nasa_power,4.86,2.05,3.21,8.36,21.48,65.75,88.83,2.32,0.37,80.55,2.79,9.68,0.0,0.19,2.23,2.6,0.94,0.73,82.59,258.45,1.04,0.15,2.63,0.64,0.51
2021-07-21,Ndejje ss,nasa_power,5.43,2.16,3.83,8.43,21.55,70.25,88.94,2.55,0.41,66.51,2.74,10.69,0.0,0.18,2.35,2.6,0.94,0.69,82.85,255.12,1.04,0.15,2.52,0.64,0.57
2021-07-22,Ndejje ss,nasa_power,5.89,2.48,4.28,8.27,21.24,70.25,88.88,2.91,0.31,38.51,2.18,11.1,0.0,0.18,2.82,2.59,0.94,0.72,82.5,258.27,1.04,0.16,2.6,0.63,0.62
2021-07-23,Ndejje ss,nasa_power,6.31,2.22,5.67,8.34,21.34,66.24,88.78,2.52,0.21,30.63,2.59,13.65,0.0,0.18,2.26,2.59,0.93,0.73,78.05,261.51,1.04,0.17,2.74,0.63,0.66
2021-07-24,Ndejje ss,nasa_power,4.55,2.32,2.57,8.43,21.87,68.02,88.76,3.35,0.37,61.62,2.96,9.29,0.0,0.18,3.29,2.59,0.93,0.65,80.52,260.68,1.04,0.16,2.47,0.62,0.48
2021-07-25,Ndejje ss,nasa_power,6.02,2.5,4.51,8.25,21.07,65.8,88.74,3.48,0.43,49.16,2.57,8.77,0.01,0.18,3.39,2.58,0.93,0.61,82.63,261.41,1.04,0.14,2.44,0.62,0.63
2021-07-26,Ndejje ss,nasa_power,5.58,2.57,3.63,8.12,20.96,66.68,88.74,3.56,0.26,71.46,2.5,8.63,0.0,0.18,3.49,2.58,0.93,0.57,82.46,261.97,1.04,0.16,2.33,0.62,0.58
2021-07-27,Ndejje ss,nasa_power,4.65,2.35,2.64,8.36,21.01,67.23,88.71,2.83,0.36,60.4,2.83,9.45,0.0,0.18,2.8,2.58,0.92,0.57,81.95,261.65,1.04,0.15,2.3,0.61,0.49
2021-07-28,Ndejje ss,nasa_power,4.39,2.76,1.27,8.48,21.4,68.4,88.65,2.33,0.58,84.71,3.02,10.31,0.01,0.18,2.28,2.57,0.92,0.57,81.57,258.22,1.04,0.16,2.21,0.61,0.46
2021-07-29,Ndejje ss,nasa_power,4.35,2.41,1.92,8.73,22.02,67.23,88.7,2.61,0.43,88.9,3.28,9.85,0.23,0.18,2.58,2.57,0.92,0.55,82.08,255.95,1.04,0.15,2.4,0.61,0.45
2021-07-30,Ndejje ss,nasa_power,5.57,2.59,4.3,8.58,21.89,66.92,88.75,3.4,0.26,87.0,3.02,9.01,0.14,0.18,3.28,2.57,0.92,0.56,82.72,258.47,1.04,0.17,2.41,0.6,0.58
2021-07-31,Ndejje ss,nasa_power,5.9,2.76,4.87,8.22,21.74,63.91,88.82,3.65,0.15,94.63,2.49,7.49,0.03,0.18,3.45,2.57,0.91,0.55,83.04,259.39,1.04,0.16,2.37,0.6,0.61
2021-08-01,Ndejje ss,nasa_power,5.62,2.7,3.79,8.38,21.4,66.76,88.84,3.11,0.24,76.41,2.68,8.5,0.09,0.18,2.89,2.56,0.91,0.5,81.14,258.65,1.04,0.15,2.17,0.6,0.58
2021-08-02,Ndejje ss,nasa_power,3.77,1.99,1.84,8.48,21.07,72.06,88.87,1.96,0.28,72.93,3.01,7.39,0.28,0.18,1.8,2.56,0.91,0.33,79.26,260.32,1.04,0.15,1.67,0.6,0.39
2021-08-03,Ndejje ss,nasa_power,5.96,2.0,5.4,8.69,22.82,64.05,88.86,1.33,0.24,46.39,3.09,10.78,0.1,0.18,1.29,2.56,0.9,0.57,80.64,260.96,1.04,0.15,2.37,0.6,0.62
2021-08-04,Ndejje ss,nasa_power,5.88,2.08,5.14,8.84,23.42,64.82,88.89,1.43,0.16,53.02,3.07,10.36,0.2,0.18,0.96,2.55,0.9,0.54,80.27,262.67,1.04,0.16,2.39,0.59,0.61
2021-08-05,Ndejje ss,nasa_power,5.07,3.23,1.8,8.79,23.29,67.86,88.86,1.94,0.18,83.16,3.08,9.87,0.74,0.18,1.83,2.55,0.9,0.45,79.42,262.08,1.04,0.16,2.49,0.59,0.52
2021-08-06,Ndejje ss,nasa_power,4.78,2.61,1.78,8.73,23.49,66.38,88.74,2.0,0.2,69.23,2.98,10.67,0.56,0.18,1.88,2.55,0.89,0.49,79.25,258.9,1.03,0.15,2.44,0.59,0.49
2021-08-07,Ndejje ss,nasa_power,5.95,2.35,4.73,8.65,23.47,66.89,88.7,1.89,0.21,33.46,3.0,9.88,0.44,0.17,1.81,2.55,0.89,0.49,79.34,262.62,1.03,0.15,2.38,0.59,0.61
2021-08-08,Ndejje ss,nasa_power,5.21,2.86,3.24,8.58,23.87,65.13,88.75,1.43,0.38,81.69,2.49,10.49,1.13,0.17,1.12,2.55,0.89,0.42,78.82,264.59,1.03,0.15,2.5,0.59,0.53
2021-08-09,Ndejje ss,nasa_power,4.33,2.78,0.93,8.64,21.5,80.97,88.78,1.95,0.41,96.2,3.42,7.05,6.25,0.17,-1.31,2.55,0.88,0.13,82.83,262.08,1.04,0.15,1.7,0.64,0.44
2021-08-10,Ndejje ss,nasa_power,4.8,2.73,1.85,8.58,21.48,78.89,88.71,1.35,0.38,67.99,3.54,10.11,3.61,0.17,0.51,2.54,0.88,0.43,82.45,259.8,1.04,0.14,2.43,0.66,0.49
2021-08-11,Ndejje ss,nasa_power,5.13,2.27,3.27,8.69,20.66,82.55,88.68,1.79,0.34,74.71,3.54,6.15,0.31,0.17,1.14,2.54,0.88,0.21,82.97,256.86,1.04,0.14,1.31,0.65,0.52
2021-08-12,Ndejje ss,nasa_power,5.39,2.48,3.4,8.69,21.91,74.08,88.69,1.29,0.26,75.57,3.49,10.02,0.34,0.17,1.07,2.54,0.87,0.55,80.44,255.89,1.04,0.15,2.32,0.64,0.55
2021-08-13,Ndejje ss,nasa_power,5.09,3.05,1.72,8.65,23.29,71.18,88.69,1.48,0.22,83.55,3.21,12.98,0.6,0.17,-0.47,2.54,0.87,0.7,77.65,260.59,1.03,0.15,2.87,0.64,0.52
2021-08-14,Ndejje ss,nasa_power,4.25,2.42,1.73,8.63,20.73,83.34,88.7,1.66,0.33,94.55,3.18,5.3,3.02,0.17,0.79,2.54,0.86,0.19,80.1,258.5,1.04,0.15,1.63,0.65,0.43
