datetime,location,estimator_x,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DIFF,ALLSKY_SFC_SW_DNI,CLRSKY_SFC_LW_DWN,T2M,RH2M,PS,WS2M,AOD_55_ADJ,CLOUD_AMT,PW,T2M_RANGE,PRECTOTCORR,Z0M,V2M,AIRMASS,DISPH,EVPTRNS,PBLTOP,TO3,RHOA,SRF_ALB_ADJ,EVLAND,GWETTOP,ALLSKY_KT,Observation period,ghi_extra_cams,ghi_clear_cams,bhi_clear_cams,dhi_clear_cams,dni_clear_cams,ghi_cams,bhi_cams,dhi_cams,dni_cams,Reliability,estimator_y,kt_cams,latitude,longitude,day_of_year,Month,altitude,dayofyear_sin,dayofyear_cos
2021-08-17,Ggaba PS,nasa_power,5.66,2.35,4.13,8.65,22.31,68.98,88.74,1.88,0.23,52.22,3.15,8.97,0.14,0.17,1.6,2.54,0.86,0.51,81.38,260.68,1.04,0.15,2.36,0.63,0.57,2021-08-17T00:00:00.0/2021-08-18T00:00:00.0,9.8968672,6.7693423,4.5592622,2.2100798,6.328923799999999,5.496103,3.0448337000000003,2.4512693,4.1855347,0.9844,cams,0.8119109296629895,0.265062,32.6272,229,8,1146.0,-0.7176769136759615,-0.6963762255968726
2021-08-17,Gulu PTC,nasa_power,6.36,2.48,4.77,8.8,25.81,58.24,90.66,1.05,0.27,48.34,3.27,12.59,0.02,0.07,0.37,2.45,0.35,0.43,78.49,263.4,1.05,0.16,2.11,0.38,0.63,2021-08-17T00:00:00.0/2021-08-18T00:00:00.0,10.0472705,7.253511699999999,5.4503911,1.8031205,7.4715565999999995,6.9766626,4.7312427,2.2454202,6.5403188,0.9878,cams,0.9618324045717057,2.789625,32.34651,229,8,1090.0,-0.7176769136759615,-0.6963762255968726
2021-08-17,Iganga G SS,nasa_power,6.29,2.17,5.25,8.66,21.67,76.99,88.88,1.29,0.23,61.75,3.18,7.49,0.63,0.05,1.03,2.58,0.26,1.34,81.98,260.67,1.04,0.15,3.75,0.6,0.64,2021-08-17T00:00:00.0/2021-08-18T00:00:00.0,9.9169092,6.7427339,4.4067305,2.3360037,6.0308383999999995,6.155367200000001,3.4643706,2.6909966,4.5867568,0.984,cams,0.9128889396035635,0.58487,33.4567,229,8,1118.0,-0.7176769136759615,-0.6963762255968726
2021-08-17,Jinja A,nasa_power,6.29,2.17,5.25,8.66,21.88,74.15,88.85,1.73,0.23,61.75,3.18,7.03,0.2,0.33,1.53,2.58,1.65,1.21,82.31,260.7,1.04,0.15,3.3,0.61,0.64,2021-08-17T00:00:00.0/2021-08-18T00:00:00.0,9.908533199999999,6.7107104,4.353106899999999,2.3576037999999997,5.9975132,6.2899116,3.9408057,2.3491060000000004,5.1677158,0.9844,cams,0.9372944479916762,0.45047,33.19557,229,8,1174.0,-0.7176769136759615,-0.6963762255968726
2021-08-17,Kabale S,nasa_power,5.91,2.14,4.52,8.91,23.88,65.35,88.76,1.44,0.27,40.2,3.86,11.98,0.01,0.5,0.79,2.49,2.55,0.24,74.19,260.95,1.03,0.11,1.68,0.58,0.59,2021-08-17T00:00:00.0/2021-08-18T00:00:00.0,9.958122999999999,7.290172399999999,5.8055127,1.4846599,7.9409028,6.5200249,4.353212900000001,2.1668123,5.858298799999999,0.9833,cams,0.8943581224498889,1.2542,29.9919,229,8,1090.0,-0.7176769136759615,-0.6963762255968726
2021-08-17,Kabulasokea,nasa_power,5.62,2.57,3.72,8.6,21.98,69.86,88.32,2.36,0.23,41.94,3.03,7.06,0.37,0.05,1.87,2.51,0.23,0.79,80.74,259.68,1.03,0.14,3.08,0.54,0.57,2021-08-17T00:00:00.0/2021-08-18T00:00:00.0,9.8899902,7.0298882,5.2032476,1.8266407,7.2638579000000005,5.6482114,2.9008928000000003,2.7473186000000003,4.2348984,0.9896,cams,0.8034567889714093,0.15583,31.81268,229,8,1202.0,-0.7176769136759615,-0.6963762255968726
2021-08-17,Kalangala HQ,nasa_power,5.66,2.35,4.13,8.65,22.31,68.98,88.74,1.88,0.23,52.22,3.15,8.97,0.14,0.17,1.6,2.54,0.86,0.51,81.38,260.68,1.04,0.15,2.36,0.63,0.57,2021-08-17T00:00:00.0/2021-08-18T00:00:00.0,9.9005186,6.866367200000001,4.7569956,2.1093718,6.6272466,5.289915,2.3257173,2.9641979999999997,3.3454660999999994,0.9892,cams,0.770409569706671,0.32208,32.29123,229,8,1230.0,-0.7176769136759615,-0.6963762255968726
2021-08-17,Kalongo SS,nasa_power,6.5,2.4,5.16,8.81,22.99,64.89,89.38,1.6,0.23,49.52,3.3,10.75,0.13,0.07,1.27,2.49,0.36,0.19,80.58,261.47,1.05,0.14,1.62,0.44,0.65,2021-08-17T00:00:00.0/2021-08-18T00:00:00.0,9.9551025,7.0202407000000004,5.0450288,1.9752121999999999,6.8903828,6.901701699999999,4.8697275,2.031974,6.5875962,0.9837,cams,0.983114681523669,1.20684,32.73557,229,8,1062.0,-0.7176769136759615,-0.6963762255968726
2021-08-17,Kasese S,nasa_power,5.19,2.26,3.55,8.78,21.47,70.44,86.87,2.07,0.27,55.65,3.03,8.58,0.31,0.05,1.01,2.51,0.25,0.99,77.23,259.62,1.02,0.14,3.26,0.6,0.52,2021-08-17T00:00:00.0/2021-08-18T00:00:00.0,9.8921885,7.1509545999999995,5.5403374,1.6106174000000002,7.584735800000001,5.3123706,2.7742224,2.5381484,3.9098247,0.9844,cams,0.7428897115358557,0.18919,30.10059,229,8,978.0,-0.7176769136759615,-0.6963762255968726
2021-08-17,Kazwama HC,nasa_power,6.5,2.4,5.16,8.81,23.26,64.49,89.69,1.65,0.23,49.52,3.3,8.33,0.17,0.05,1.43,2.49,0.24,0.02,79.76,261.87,1.05,0.14,0.93,0.41,0.65,2021-08-17T00:00:00.0/2021-08-18T00:00:00.0,9.962670899999999,7.065855,5.1615234,1.9043313,7.0693691,6.8575566,4.7258887000000005,2.1316680000000003,6.496353500000001,0.9889,cams,0.9705204253413069,1.332253,32.65002,229,8,1062.0,-0.7176769136759615,-0.6963762255968726
2021-08-17,Kibaale CAI,nasa_power,5.62,2.57,3.72,8.6,23.11,61.4,88.51,1.79,0.23,41.94,3.03,11.9,0.02,0.06,1.5,2.51,0.31,0.09,78.45,261.29,1.04,0.14,1.8,0.55,0.57,2021-08-17T00:00:00.0/2021-08-18T00:00:00.0,9.9290879,7.2083833,5.5904761,1.6179076000000001,7.768632800000001,6.3373843,4.2323682,2.1050161,5.9155923,0.9889,cams,0.8791686063642037,0.77946,31.34539,229,8,1314.0,-0.7176769136759615,-0.6963762255968726
2021-08-17,Kibanda H,nasa_power,5.62,2.57,3.72,8.6,23.11,61.4,88.51,1.79,0.23,41.94,3.03,11.9,0.02,0.06,1.5,2.51,0.31,0.09,78.45,261.29,1.04,0.14,1.8,0.55,0.57,2021-08-17T00:00:00.0/2021-08-18T00:00:00.0,9.9340264,7.2246499,5.6037632,1.6208865000000001,7.7734214,6.493915,4.3354751,2.1584399,6.0565469,0.9889,cams,0.8988553203110922,0.85967,31.36607,229,8,1286.0,-0.7176769136759615,-0.6963762255968726
2021-08-17,Kisasi PS,nasa_power,5.66,2.35,4.13,8.65,22.31,68.98,88.74,1.88,0.23,52.22,3.15,8.97,0.14,0.17,1.6,2.54,0.86,0.51,81.38,260.68,1.04,0.15,2.36,0.63,0.57,2021-08-17T00:00:00.0/2021-08-18T00:00:00.0,9.903868200000002,6.7946694,4.5314736,2.2631958,6.3159771000000005,5.873360399999999,3.3693369000000004,2.5040232000000002,4.430190400000001,0.9844,cams,0.86440708947517,0.376389,32.59785,229,8,1174.0,-0.7176769136759615,-0.6963762255968726
2021-08-17,Kitgum Met,nasa_power,6.52,2.34,5.26,8.87,24.28,63.5,89.52,1.13,0.27,42.39,3.34,11.25,0.01,0.07,-0.06,2.42,0.33,1.83,75.95,264.21,1.04,0.16,4.27,0.48,0.65,2021-08-17T00:00:00.0/2021-08-18T00:00:00.0,10.0747568,7.283171400000001,5.5256362,1.7575348,7.505188,6.9463599,4.9264082,2.019952,6.4631196,0.9875,cams,0.953754829935761,3.28747,32.88681,229,8,950.0,-0.7176769136759615,-0.6963762255968726
2021-08-17,Koboko HQ,nasa_power,6.24,2.47,4.51,8.85,25.36,63.99,91.23,1.1,0.28,46.46,3.58,10.88,0.0,0.07,0.05,2.39,0.35,0.72,78.75,263.72,1.06,0.15,2.95,0.48,0.62,2021-08-17T00:00:00.0/2021-08-18T00:00:00.0,10.081168,7.3094639,5.5460337,1.7634305,7.5623872,6.5809092,4.5564862999999995,2.0244229000000002,5.759909700000001,0.9875,cams,0.9003272045710493,3.40472,30.9596,229,8,1146.0,-0.7176769136759615,-0.6963762255968726
2021-08-17,Koome HQ,nasa_power,5.66,2.35,4.13,8.65,22.92,66.19,88.68,2.96,0.23,52.22,3.15,2.82,0.28,0.02,2.29,2.54,0.12,0.64,79.76,259.83,1.04,0.15,2.53,0.54,0.57,2021-08-17T00:00:00.0/2021-08-18T00:00:00.0,9.885162099999999,6.7429409,4.6650142,2.0779265000000002,6.4463999,4.721310099999999,2.6394631,2.0818469,3.7841958,0.9844,cams,0.7001855970589924,0.08057,32.73332,229,8,1146.0,-0.7176769136759615,-0.6963762255968726
2021-08-17,Kyambogo,nasa_power,5.66,2.35,4.13,8.65,22.31,68.98,88.74,1.88,0.23,52.22,3.15,8.97,0.14,0.17,1.6,2.54,0.86,0.51,81.38,260.68,1.04,0.15,2.36,0.63,0.57,2021-08-17T00:00:00.0/2021-08-18T00:00:00.0,9.9025332,6.799524900000001,4.5355327,2.2639919,6.3194512000000005,5.8876099,3.4577034,2.4299067,4.5554194,0.9844,cams,0.8658854826754145,0.355103,32.62917,229,8,1174.0,-0.7176769136759615,-0.6963762255968726
2021-08-17,Kyembogo A,nasa_power,5.19,2.26,3.55,8.78,20.61,72.17,86.9,1.99,0.27,55.65,3.03,10.02,0.14,0.06,1.75,2.51,0.3,0.74,78.76,260.13,1.02,0.14,2.58,0.55,0.52,2021-08-17T00:00:00.0/2021-08-18T00:00:00.0,9.9237842,7.3204136,5.8419512000000005,1.4784623,8.080608400000001,6.3066504000000005,3.7514065,2.5552439,4.803917,0.984,cams,0.8615155843107007,0.69355,30.33222,229,8,1538.0,-0.7176769136759615,-0.6963762255968726
2021-08-17,Kyenjojo H,nasa_power,5.19,2.26,3.55,8.78,20.61,72.17,86.9,1.99,0.27,55.65,3.03,10.02,0.14,0.06,1.75,2.51,0.3,0.74,78.76,260.13,1.02,0.14,2.58,0.55,0.52,2021-08-17T00:00:00.0/2021-08-18T00:00:00.0,9.919071299999999,7.2712349,5.752786100000001,1.5184486,7.980582,5.919320300000001,3.5723015000000005,2.347019,4.561303700000001,0.984,cams,0.8140735901682946,0.61717,30.63842,229,8,1342.0,-0.7176769136759615,-0.6963762255968726
2021-08-17,Lira M,nasa_power,6.36,2.48,4.77,8.8,25.17,58.82,89.57,0.92,0.27,48.34,3.27,11.44,0.07,0.07,0.61,2.45,0.33,0.56,78.45,263.02,1.04,0.16,2.0,0.36,0.63,2021-08-17T00:00:00.0/2021-08-18T00:00:00.0,10.019245100000001,7.2280386,5.4236597,1.8043788999999997,7.4657603,6.7086309,4.3055371,2.403094,6.1696172,0.983,cams,0.928139882927576,2.29519,32.92137,229,8,1118.0,-0.7176769136759615,-0.6963762255968726
2021-08-17,Lwebitakuli,nasa_power,5.62,2.57,3.72,8.6,21.67,66.95,87.42,1.94,0.23,41.94,3.03,11.16,0.11,0.06,1.69,2.51,0.29,0.23,78.83,260.44,1.03,0.14,1.79,0.48,0.57,2021-08-17T00:00:00.0/2021-08-18T00:00:00.0,9.8963672,7.1301016,5.4821191,1.6479822999999996,7.6460566,6.134548799999999,3.577011,2.5575378,4.805305199999999,0.9896,cams,0.8603732659293382,0.25623,31.3525,229,8,1202.0,-0.7176769136759615,-0.6963762255968726
2021-08-17,Makerere S,nasa_power,5.66,2.35,4.13,8.65,22.31,68.98,88.74,1.88,0.23,52.22,3.15,8.97,0.14,0.17,1.6,2.54,0.86,0.51,81.38,260.68,1.04,0.15,2.36,0.63,0.57,2021-08-17T00:00:00.0/2021-08-18T00:00:00.0,9.9012236,6.824062,4.6138174,2.2102444,6.4264946,5.8876895000000005,3.3740176,2.5136719,4.4716854999999995,0.984,cams,0.8627837056580085,0.333542,32.56863,229,8,1202.0,-0.7176769136759615,-0.6963762255968726
2021-08-17,Masindi HQ,nasa_power,6.24,2.01,5.48,9.25,23.32,63.2,89.52,1.34,0.23,32.9,3.48,10.11,0.03,0.06,0.83,2.47,0.32,0.04,77.04,261.94,1.05,0.1,1.3,0.45,0.63,2021-08-17T00:00:00.0/2021-08-18T00:00:00.0,9.983803700000001,7.099472700000001,5.2266172,1.8728552,7.1219492,6.3981289,4.0173342000000005,2.3807947,5.6375668999999995,0.9885,cams,0.901211846338954,1.68575,31.71826,229,8,1146.0,-0.7176769136759615,-0.6963762255968726
2021-08-17,Masindi Water,nasa_power,6.24,2.01,5.48,9.25,23.32,63.2,89.52,1.34,0.23,32.9,3.48,10.11,0.03,0.06,0.83,2.47,0.32,0.04,77.04,261.94,1.05,0.1,1.3,0.45,0.63,2021-08-17T00:00:00.0/2021-08-18T00:00:00.0,9.9837656,7.0954071999999995,5.2190972,1.8763101,7.108881800000001,6.394405300000001,4.0113669,2.3830383,5.62679,0.9885,cams,0.9012034291703513,1.685136,31.70617,229,8,1146.0,-0.7176769136759615,-0.6963762255968726
2021-08-17,Mateete SC,nasa_power,5.62,2.57,3.72,8.6,20.8,72.88,87.62,2.14,0.23,41.94,3.03,9.05,0.44,0.05,1.71,2.51,0.26,0.73,79.52,259.61,1.03,0.14,2.86,0.57,0.57,2021-08-17T00:00:00.0/2021-08-18T00:00:00.0,9.8955908,7.138665499999999,5.4727915000000005,1.6658739,7.6546475,6.0968296,3.3423823,2.7544475000000004,4.5831973,0.9892,cams,0.8540573304632358,0.2434,31.48119,229,8,1230.0,-0.7176769136759615,-0.6963762255968726
2021-08-17,Mbarara S,nasa_power,5.19,2.26,3.55,8.78,20.61,72.17,86.9,1.99,0.27,55.65,3.03,10.02,0.14,0.06,1.75,2.51,0.3,0.74,78.76,260.13,1.02,0.14,2.58,0.55,0.52,2021-08-17T00:00:00.0/2021-08-18T00:00:00.0,9.9182939,7.2320298,5.6846001,1.5474294,7.874616699999999,5.7683521,3.4205642,2.3477876,4.2030586,0.984,cams,0.7976117714559197,0.60528,30.67316,229,8,1314.0,-0.7176769136759615,-0.6963762255968726
2021-08-17,Mengo SS,nasa_power,5.66,2.35,4.13,8.65,22.31,68.98,88.74,1.88,0.23,52.22,3.15,8.97,0.14,0.17,1.6,2.54,0.86,0.51,81.38,260.68,1.04,0.15,2.36,0.63,0.57,2021-08-17T00:00:00.0/2021-08-18T00:00:00.0,9.9003525,6.827738300000001,4.6279111,2.1998274,6.443207500000001,5.750782699999999,3.3342861,2.4164963,4.403032199999999,0.984,cams,0.8422675924764133,0.319691,32.56168,229,8,1202.0,-0.7176769136759615,-0.6963762255968726
2021-08-17,Mityana SS,nasa_power,5.66,2.35,4.13,8.65,22.23,66.97,88.02,1.98,0.23,52.22,3.15,11.44,0.09,0.06,1.69,2.54,0.29,0.22,78.66,260.51,1.03,0.15,1.94,0.56,0.57,2021-08-17T00:00:00.0/2021-08-18T00:00:00.0,9.904015600000001,6.973704100000001,4.9800127000000005,1.9936914000000001,6.994481399999999,5.4929775,2.6711692,2.8218086,3.8101889999999994,0.9892,cams,0.7876699987887354,0.377506,32.03904,229,8,1230.0,-0.7176769136759615,-0.6963762255968726
2021-08-17,Mubende H,nasa_power,5.62,2.57,3.72,8.6,21.67,66.95,87.42,1.94,0.23,41.94,3.03,11.16,0.11,0.06,1.69,2.51,0.29,0.23,78.83,260.44,1.03,0.14,1.79,0.48,0.57,2021-08-17T00:00:00.0/2021-08-18T00:00:00.0,9.9155791,7.2058481,5.5886543,1.6171937,7.807506800000001,6.0572056000000005,3.1266298999999997,2.9305757,4.5601997,0.9896,cams,0.8405957932973914,0.56302,31.39055,229,8,1286.0,-0.7176769136759615,-0.6963762255968726
2021-08-17,Nakabale,nasa_power,6.29,2.17,5.25,8.66,22.91,68.76,89.49,1.69,0.23,61.75,3.18,10.46,0.29,0.06,1.49,2.58,0.3,0.26,81.85,261.51,1.05,0.15,2.03,0.48,0.64,2021-08-17T00:00:00.0/2021-08-18T00:00:00.0,9.9272549,6.7573711,4.444336900000001,2.3130338999999998,6.0670664,5.6719897,2.9234497,2.7485399999999998,3.6557402000000003,0.9844,cams,0.8393781569877078,0.7517,33.26807,229,8,1090.0,-0.7176769136759615,-0.6963762255968726
2021-08-17,Nakaseke,nasa_power,5.66,2.35,4.13,8.65,22.99,64.89,89.38,1.6,0.23,52.22,3.15,10.75,0.13,0.07,1.27,2.54,0.36,0.19,80.58,261.47,1.05,0.15,1.62,0.44,0.57,2021-08-17T00:00:00.0/2021-08-18T00:00:00.0,9.932043,6.881459,4.765808600000001,2.1156504,6.5662534,6.368911100000001,3.9770415,2.3918694,5.3131719,0.9892,cams,0.9255175537629449,0.82875,32.24802,229,8,1090.0,-0.7176769136759615,-0.6963762255968726
2021-08-17,Nakivubo,nasa_power,5.66,2.35,4.13,8.65,22.31,68.98,88.74,1.88,0.23,52.22,3.15,8.97,0.14,0.17,1.6,2.54,0.86,0.51,81.38,260.68,1.04,0.15,2.36,0.63,0.57,2021-08-17T00:00:00.0/2021-08-18T00:00:00.0,9.899572299999999,6.779545900000001,4.536535600000001,2.2430103,6.3018179,5.712092800000001,3.2745059000000003,2.4375869,4.3185859,0.9844,cams,0.8425479942543054,0.308052,32.57536,229,8,1202.0,-0.7176769136759615,-0.6963762255968726
2021-08-17,Ndejje ss,nasa_power,5.66,2.35,4.13,8.65,22.31,68.98,88.74,1.88,0.23,52.22,3.15,8.97,0.14,0.17,1.6,2.54,0.86,0.51,81.38,260.68,1.04,0.15,2.36,0.63,0.57,2021-08-17T00:00:00.0/2021-08-18T00:00:00.0,9.918554700000001,6.8494336,4.6625591,2.1868743,6.465199200000001,6.062803700000001,3.3385566,2.7242471,4.6718969999999995,0.9892,cams,0.8851540220785556,0.6106,32.47527,229,8,1174.0,-0.7176769136759615,-0.6963762255968726
2021-08-17,Ngoma SS,nasa_power,6.5,2.4,5.16,8.81,23.53,61.63,88.97,1.65,0.23,49.52,3.3,12.46,0.03,0.06,1.2,2.49,0.31,0.07,78.62,261.38,1.04,0.14,1.75,0.48,0.65,2021-08-17T00:00:00.0/2021-08-18T00:00:00.0,9.9539307,6.981949200000001,5.0188062,1.9631432,6.8195713,6.483689,3.9475781000000008,2.5361108,5.2912065,0.9885,cams,0.9286359459619098,1.18624,32.02033,229,8,1062.0,-0.7176769136759615,-0.6963762255968726
2021-08-17,Ntusi H,nasa_power,5.62,2.57,3.72,8.6,20.8,72.88,87.62,2.14,0.23,41.94,3.03,9.05,0.44,0.05,1.71,2.51,0.26,0.73,79.52,259.61,1.03,0.14,2.86,0.57,0.57,2021-08-17T00:00:00.0/2021-08-18T00:00:00.0,9.8831738,7.152373,5.5519541,1.6004193,7.7219077,5.3310127000000005,2.5916721,2.7393406,3.510438,0.9844,cams,0.7453488094091291,0.048151,31.21594,229,8,1258.0,-0.7176769136759615,-0.6963762255968726
2021-08-17,Perfect IP,nasa_power,5.62,2.57,3.72,8.6,21.67,66.95,87.42,1.94,0.23,41.94,3.03,11.16,0.11,0.06,1.69,2.51,0.29,0.23,78.83,260.44,1.03,0.14,1.79,0.48,0.57,2021-08-17T00:00:00.0/2021-08-18T00:00:00.0,9.9263232,7.191767600000001,5.5858441999999995,1.6059236000000001,7.7543013,5.8918926,3.1288861999999997,2.7630063,4.506179199999999,0.9892,cams,0.8192551438953616,0.735174,31.25067,229,8,1258.0,-0.7176769136759615,-0.6963762255968726
2021-08-17,Rakai HQ,nasa_power,5.62,2.57,3.72,8.6,21.67,66.95,87.42,1.94,0.23,41.94,3.03,11.16,0.11,0.06,1.69,2.51,0.29,0.23,78.83,260.44,1.03,0.14,1.79,0.48,0.57,2021-08-17T00:00:00.0/2021-08-18T00:00:00.0,9.924644500000001,7.252167,5.6651221,1.5870449000000004,7.9061620999999995,6.0982734,3.5220569000000004,2.5762168,5.2069692,0.9889,cams,0.8408898195532453,0.70757,31.40214,229,8,1342.0,-0.7176769136759615,-0.6963762255968726
2021-08-17,Sembabule,nasa_power,5.62,2.57,3.72,8.6,20.8,72.88,87.62,2.14,0.23,41.94,3.03,9.05,0.44,0.05,1.71,2.51,0.26,0.73,79.52,259.61,1.03,0.14,2.86,0.57,0.57,2021-08-17T00:00:00.0/2021-08-18T00:00:00.0,9.8857646,7.1018423,5.4188667,1.6829758000000001,7.5457187999999995,4.8506914,1.5913756,3.2593157,2.5175144,0.9896,cams,0.6830187428971775,0.08901,31.45802,229,8,1202.0,-0.7176769136759615,-0.6963762255968726
2021-08-17,Semuto,nasa_power,5.66,2.35,4.13,8.65,22.31,68.98,88.74,1.88,0.23,52.22,3.15,8.97,0.14,0.17,1.6,2.54,0.86,0.51,81.38,260.68,1.04,0.15,2.36,0.63,0.57,2021-08-17T00:00:00.0/2021-08-18T00:00:00.0,9.9192012,6.840074199999999,4.6653481,2.1747258,6.462668900000001,6.0756079,3.650687,2.4249209,4.9561987,0.9892,cams,0.8882371334509793,0.6212,32.36956,229,8,1202.0,-0.7176769136759615,-0.6963762255968726
2021-08-17,Soroti Meta,nasa_power,6.53,2.02,5.54,8.85,24.15,64.48,89.49,1.83,0.23,39.11,3.31,10.78,0.39,0.06,1.54,2.54,0.28,0.37,75.73,262.15,1.04,0.15,1.82,0.38,0.66,2021-08-17T00:00:00.0/2021-08-18T00:00:00.0,9.986055700000001,7.151129399999999,5.2265918000000005,1.9245375,7.168569299999999,7.119732399999999,5.1509399,1.9687925999999998,7.0563158999999995,0.9833,cams,0.9956095047028516,1.72469,33.622,229,8,1090.0,-0.7176769136759615,-0.6963762255968726
2021-08-17,Tororo HQa,nasa_power,5.98,2.14,4.92,8.21,21.27,78.66,87.1,1.06,0.23,69.82,2.85,9.44,1.13,0.13,0.2,2.66,0.66,1.43,77.76,260.41,1.02,0.14,4.08,0.58,0.6,2021-08-17T00:00:00.0/2021-08-18T00:00:00.0,9.923874,6.9068334999999985,4.7739043,2.1329290000000003,6.4904429,6.0932104,4.0376213,2.0555891,5.051625,0.984,cams,0.8822002731063376,0.6978,34.17151,229,8,1230.0,-0.7176769136759615,-0.6963762255968726
2021-08-17,Wadelai M,nasa_power,6.27,2.15,4.96,9.13,25.86,56.34,90.95,1.61,0.27,52.88,3.66,10.18,0.02,0.08,1.49,2.43,0.41,0.12,80.56,262.76,1.05,0.15,1.27,0.43,0.63,2021-08-17T00:00:00.0/2021-08-18T00:00:00.0,10.0437344,7.090485800000001,5.1740684,1.9164177,6.981106,6.4210635,4.4467383,1.9743253,5.4553428,0.9878,cams,0.9055886551525143,2.72595,31.39115,229,8,642.0,-0.7176769136759615,-0.6963762255968726
2021-08-17,Wanyange GS,nasa_power,6.29,2.17,5.25,8.66,21.88,74.15,88.85,1.73,0.23,61.75,3.18,7.03,0.2,0.33,1.53,2.58,1.65,1.21,82.31,260.7,1.04,0.15,3.3,0.61,0.64,2021-08-17T00:00:00.0/2021-08-18T00:00:00.0,9.910602500000001,6.801949200000001,4.5265195,2.2754297,6.247367199999999,6.5004761,4.068191699999999,2.4322844,5.3416128,0.9844,cams,0.9556784252372833,0.483497,33.24372,229,8,1174.0,-0.7176769136759615,-0.6963762255968726
2021-08-17,Yumbe HQ,nasa_power,6.26,2.27,4.82,9.09,25.36,63.99,91.23,1.1,0.27,35.31,3.76,10.88,0.0,0.07,0.05,2.4,0.35,0.72,78.75,263.72,1.06,0.15,2.95,0.48,0.62,2021-08-17T00:00:00.0/2021-08-18T00:00:00.0,10.0838418,7.1529023,5.1989609,1.9539417,7.0249277,6.806892099999999,4.5102173,2.2966746,5.9172905,0.9875,cams,0.9516266005758248,3.4535,31.25125,229,8,894.0,-0.7176769136759615,-0.6963762255968726
2021-08-18,Aii-vu,nasa_power,6.77,2.07,5.76,9.07,26.02,57.63,91.69,0.99,0.21,42.36,3.71,11.25,0.0,0.07,0.41,2.4,0.34,0.23,80.69,269.67,1.06,0.15,1.69,0.4,0.67,2021-08-18T00:00:00.0/2021-08-19T00:00:00.0,10.079858399999999,7.3513959999999985,5.7584834,1.5929128000000001,7.8590669,7.3513959999999985,5.7584834,1.5929128000000001,7.8590669,0.9878,cams,1.0,3.159782,31.01098,230,8,950.0,-0.7295575540864876,-0.6839194216246105
2021-08-18,Arua Ad,nasa_power,6.61,2.28,5.12,8.82,23.13,69.62,88.47,1.03,0.22,43.09,3.35,11.35,0.04,0.07,-0.08,2.39,0.35,1.61,75.81,268.51,1.03,0.16,3.89,0.58,0.65,2021-08-18T00:00:00.0/2021-08-19T00:00:00.0,10.0737822,7.4184702,5.9004292,1.518041,8.0812769,7.35454,5.8041611,1.5503792000000003,7.803458999999999,0.9882,cams,0.9913822933466795,3.04679,30.9135,230,8,1202.0,-0.7295575540864876,-0.6839194216246105
2021-08-18,Bugema U,nasa_power,5.62,2.53,3.82,8.7,22.46,71.24,88.62,1.97,0.19,60.62,3.02,10.11,0.61,0.17,1.82,2.54,0.86,0.44,79.97,264.79,1.04,0.15,2.43,0.63,0.57,2021-08-18T00:00:00.0/2021-08-19T00:00:00.0,9.9320713,6.9422739,5.0397476,1.9025264000000002,6.8265391,5.2940043999999995,2.6339232999999997,2.6600808000000002,3.6539143000000003,0.984,cams,0.762574982816509,0.5715,32.64165,230,8,1146.0,-0.7295575540864876,-0.6839194216246105
2021-08-18,Bukalasa AC,nasa_power,5.62,2.53,3.82,8.7,22.46,71.24,88.62,1.97,0.19,60.62,3.02,10.11,0.61,0.17,1.82,2.54,0.86,0.44,79.97,264.79,1.04,0.15,2.43,0.63,0.57,2021-08-18T00:00:00.0/2021-08-19T00:00:00.0,9.9406113,7.003707500000001,5.1801504000000005,1.8235575,7.0147847,5.3476859999999995,2.5838579,2.7638281,3.4536677,0.984,cams,0.7635507336649908,0.712526,32.51243,230,8,1146.0,-0.7295575540864876,-0.6839194216246105
2021-08-18,Bukasa SS,nasa_power,5.62,2.53,3.82,8.7,22.46,71.24,88.62,1.97,0.19,60.62,3.02,10.11,0.61,0.17,1.82,2.54,0.86,0.44,79.97,264.79,1.04,0.15,2.43,0.63,0.57,2021-08-18T00:00:00.0/2021-08-19T00:00:00.0,9.924942399999999,6.9087681000000005,4.9892397,1.9195286,6.7578286,4.7691646,2.3054485,2.4637161,3.3807371,0.984,cams,0.6903060764190362,0.45427,32.49455,230,8,1174.0,-0.7295575540864876,-0.6839194216246105
2021-08-18,Bulindi,nasa_power,5.85,2.0,5.06,9.33,25.65,57.05,90.15,1.83,0.19,44.88,3.56,10.96,0.04,0.06,0.53,2.47,0.3,0.12,78.73,266.55,1.05,0.12,1.5,0.4,0.59,2021-08-18T00:00:00.0/2021-08-19T00:00:00.0,9.9872852,7.2373755,5.7179551,1.5194204999999998,7.763453600000001,5.581992199999999,2.9289028,2.6530894,4.2312484999999995,0.9885,cams,0.7712729842468447,1.498891,31.49754,230,8,1174.0,-0.7295575540864876,-0.6839194216246105
2021-08-18,Busitema UN,nasa_power,6.77,2.04,6.33,8.15,22.61,74.23,89.24,1.06,0.19,54.2,2.8,9.93,4.17,0.06,0.78,2.66,0.3,1.08,80.01,265.74,1.04,0.15,3.91,0.53,0.68,2021-08-18T00:00:00.0/2021-08-19T00:00:00.0,9.9432109,7.1422642,5.376048300000001,1.7662156,7.386540499999999,7.0406929,5.1749854,1.8657072000000003,7.1084179999999995,0.984,cams,0.9857788374728563,0.756919,34.04617,230,8,1146.0,-0.7295575540864876,-0.6839194216246105
