DIM_SITE_ID,MEASURE_DATE,MEASURE_VALUE,SITE_COUNTRY,SITE_LATITUDE,SITE_LONGITUDE
6002857824960866008,2021-12-07,4752.24533333,Ghana,-0.235111,5.632167
6961463658566967421,2023-11-12,5556.21,Kenya,-0.469974,35.181874
18074720362286236858,2023-09-01,5870.37916667,Ghana,5.645686,0.008678
16388039360858303205,2021-04-14,6971.96583333,Kenya,-0.220000,35.860000
10173608244938908903,2019-08-19,0,Ghana,5.645759,-0.105223
12518679614139820510,2020-08-16,5116.10565867,Nigeria,9.076439,7.425385
13793139158250075579,2023-06-18,2305.029,Madagascar,-25.053564,46.947956
6888740820673076166,2020-12-09,7280.96,Kenya,0.610000,36.800000
6888740820673076166,2020-12-09,7280.96,Kenya,0.610000,36.800000
6961463658566967421,2019-05-31,5965.75,Kenya,-0.469974,35.181874
6888740820673076166,2023-08-11,4919.30616667,Kenya,0.610000,36.800000
6888740820673076166,2023-08-11,4919.30616667,Kenya,0.610000,36.800000
13793139158250075579,2023-05-20,3569.92054167,Madagascar,-25.053564,46.947956
6707192699788041462,2020-03-31,5708.675,Kenya,-1.232761,36.878509
11347099494983858833,2023-08-03,5165.868,Kenya,-0.220000,35.860000
11347099494983858833,2023-08-03,5165.868,Kenya,-0.220000,35.860000
10173608244938908903,2020-06-25,5773.16666667,Ghana,5.645759,-0.105223
14677532269409350870,2024-05-31,6179.144,Kenya,-0.400000,35.920000
4457035132449260732,2024-06-27,6989.801,Egypt,29.887561,32.460447
17489857020235903699,2021-05-24,5723.06833333,Kenya,-0.270000,35.850000
6888740820673076166,2023-08-17,5655.08833333,Kenya,0.610000,36.800000
6888740820673076166,2023-08-17,5655.08833333,Kenya,0.610000,36.800000
12518679614139820510,2020-08-06,831.34804408,Nigeria,9.076439,7.425385
6002857824960866008,2021-07-19,3081.439,Ghana,-0.235111,5.632167
13026966175404302122,2023-07-06,5079.407,Nigeria,6.448858,7.392609
13793139158250075579,2023-05-11,3183.77004167,Madagascar,-25.053564,46.947956
12518679614139820510,2020-04-03,962.68003865,Nigeria,9.076439,7.425385
10173608244938908903,2022-11-15,5380.68433333,Ghana,5.645759,-0.105223
6888740820673076166,2021-03-25,7392.35016667,Kenya,0.610000,36.800000
6888740820673076166,2021-03-25,7392.35016667,Kenya,0.610000,36.800000
14009020961523231008,2021-04-13,19535.1065,Kenya,0.610000,36.830000
14009020961523231008,2021-04-13,19535.1065,Kenya,0.610000,36.830000
12518679614139820510,2022-06-28,5583.54513723,Nigeria,9.076439,7.425385
13026966175404302122,2023-03-06,3662.864,Nigeria,6.448858,7.392609
12518679614139820510,2022-11-14,5160.74500909,Nigeria,9.076439,7.425385
10173608244938908903,2020-05-20,5442.70833333,Ghana,5.645759,-0.105223
8080139538662874230,2023-10-15,0,Kenya,-1.451315,36.973008
18074720362286236858,2022-03-12,2821.20333333,Ghana,5.645686,0.008678
11347099494983858833,2023-01-13,7682.39,Kenya,-0.220000,35.860000
11347099494983858833,2023-01-13,7682.39,Kenya,-0.220000,35.860000
18074720362286236858,2023-04-27,5793.93916667,Ghana,5.645686,0.008678
4724210986729736007,2024-05-12,6280.475,Kenya,-0.982000,37.053900
18074720362286236858,2022-03-31,5317.99833333,Ghana,5.645686,0.008678
6707192699788041462,2021-05-12,2841.5,Kenya,-1.232761,36.878509
13793139158250075579,2023-11-15,1344.858,Madagascar,-25.053564,46.947956
6888740820673076166,2021-07-23,4488.528,Kenya,0.610000,36.800000
6888740820673076166,2021-07-23,4488.528,Kenya,0.610000,36.800000
18074720362286236858,2023-11-23,4789.68333333,Ghana,5.645686,0.008678
6002857824960866008,2022-12-16,3812.44483333,Ghana,-0.235111,5.632167
14009020961523231008,2018-03-09,0,Kenya,0.610000,36.830000
14009020961523231008,2018-03-09,0,Kenya,0.610000,36.830000
4457035132449260732,2023-10-01,3555.821,Egypt,29.887561,32.460447
10173608244938908903,2021-05-14,6349.20833333,Ghana,5.645759,-0.105223
10173608244938908903,2021-11-26,5955.83333333,Ghana,5.645759,-0.105223
14009020961523231008,2018-01-30,0,Kenya,0.610000,36.830000
14009020961523231008,2018-01-30,0,Kenya,0.610000,36.830000
12518679614139820510,2021-07-19,3454.28470425,Nigeria,9.076439,7.425385
17489857020235903699,2021-10-18,5742.205,Kenya,-0.270000,35.850000
13793139158250075579,2023-09-15,6254.362,Madagascar,-25.053564,46.947956
12518679614139820510,2024-06-02,5503.065,Nigeria,9.076439,7.425385
10173608244938908903,2021-06-23,4604.66666667,Ghana,5.645759,-0.105223
14009020961523231008,2019-07-30,0,Kenya,0.610000,36.830000
14009020961523231008,2019-07-30,0,Kenya,0.610000,36.830000
7888428170914662789,2024-01-18,6540.438,Madagascar,-23.990000,45.120000
10173608244938908903,2022-07-28,3448.9635,Ghana,5.645759,-0.105223
6002857824960866008,2023-08-29,3103.375,Ghana,-0.235111,5.632167
14009020961523231008,2022-05-12,0,Kenya,0.610000,36.830000
14009020961523231008,2022-05-12,0,Kenya,0.610000,36.830000
17518607734815718466,2024-02-11,7074.545,Somalia,3.107191,43.637153
17489857020235903699,2021-09-19,4468.60416667,Kenya,-0.270000,35.850000
3412729147397131350,2023-12-26,0,Kenya,-0.224000,35.880000
6707192699788041462,2021-06-13,3033.125,Kenya,-1.232761,36.878509
4457035132449260732,2024-01-09,3565.816,Egypt,29.887561,32.460447
14009020961523231008,2019-07-10,0,Kenya,0.610000,36.830000
14009020961523231008,2019-07-10,0,Kenya,0.610000,36.830000
12518679614139820510,2021-05-23,5903.37262536,Nigeria,9.076439,7.425385
13026966175404302122,2023-11-15,1729.045,Nigeria,6.448858,7.392609
14009020961523231008,2018-08-19,0,Kenya,0.610000,36.830000
14009020961523231008,2018-08-19,0,Kenya,0.610000,36.830000
14009020961523231008,2018-09-08,0,Kenya,0.610000,36.830000
14009020961523231008,2018-09-08,0,Kenya,0.610000,36.830000
3714152719648338910,2023-12-22,0,Kenya,-1.491302,37.052862
18074720362286236858,2023-07-19,4961.80833333,Ghana,5.645686,0.008678
6961463658566967421,2022-07-25,7659.04897321,Kenya,-0.469974,35.181874
14677532269409350870,2023-11-21,3735.558,Kenya,-0.400000,35.920000
6888740820673076166,2020-10-23,7165.56983333,Kenya,0.610000,36.800000
6888740820673076166,2020-10-23,7165.56983333,Kenya,0.610000,36.800000
13026966175404302122,2024-06-22,6557.791,Nigeria,6.448858,7.392609
