datetime,ghi,location,latitude,longitude
2024-09-05,7326.286,somalia_location1,3.107191,43.637153
2024-09-06,5900.642,somalia_location1,3.107191,43.637153
2024-09-07,6087.636,somalia_location1,3.107191,43.637153
2024-09-08,5147.484,somalia_location1,3.107191,43.637153
2024-09-09,6799.566,somalia_location1,3.107191,43.637153
2024-09-10,4418.878,somalia_location1,3.107191,43.637153
2024-09-11,5969.539,somalia_location1,3.107191,43.637153
2024-09-12,5794.652,somalia_location1,3.107191,43.637153
2024-09-13,7255.177,somalia_location1,3.107191,43.637153
2024-09-14,5417.096,somalia_location1,3.107191,43.637153
2024-09-15,6476.656,somalia_location1,3.107191,43.637153
2024-09-16,6060.741,somalia_location1,3.107191,43.637153
2024-09-17,5789.402,somalia_location1,3.107191,43.637153
2024-09-18,5686.242,somalia_location1,3.107191,43.637153
2024-09-19,6533.387,somalia_location1,3.107191,43.637153
2024-09-20,5042.028,somalia_location1,3.107191,43.637153
2024-09-21,4198.22,somalia_location1,3.107191,43.637153
2024-09-22,2689.666,somalia_location1,3.107191,43.637153
2024-09-23,4064.089,somalia_location1,3.107191,43.637153
2024-09-24,6875.993,somalia_location1,3.107191,43.637153
2024-09-25,7076.068,somalia_location1,3.107191,43.637153
2024-09-26,6210.95,somalia_location1,3.107191,43.637153
2024-09-27,6709.457,somalia_location1,3.107191,43.637153
2024-09-28,6592.84,somalia_location1,3.107191,43.637153
2024-09-29,4466.38,somalia_location1,3.107191,43.637153
2024-09-30,6269.526,somalia_location1,3.107191,43.637153
2024-10-01,5052.026,somalia_location1,3.107191,43.637153
2024-10-02,6026.816,somalia_location1,3.107191,43.637153
2024-10-03,3942.317,somalia_location1,3.107191,43.637153
2024-10-04,6185.887,somalia_location1,3.107191,43.637153
2024-10-05,4991.98,somalia_location1,3.107191,43.637153
2024-10-06,5400.484,somalia_location1,3.107191,43.637153
2024-10-07,4295.609,somalia_location1,3.107191,43.637153
2024-10-08,5798.916,somalia_location1,3.107191,43.637153
2024-10-09,6559.218,somalia_location1,3.107191,43.637153
2024-10-10,7121.395,somalia_location1,3.107191,43.637153
2024-10-11,6221.696,somalia_location1,3.107191,43.637153
2024-10-12,5738.173,somalia_location1,3.107191,43.637153
2024-10-13,4671.059,somalia_location1,3.107191,43.637153
2024-10-14,6028.674,somalia_location1,3.107191,43.637153
2024-10-15,5068.123,somalia_location1,3.107191,43.637153
2024-10-16,6981.513,somalia_location1,3.107191,43.637153
2024-10-17,6508.816,somalia_location1,3.107191,43.637153
2024-10-18,6780.148,somalia_location1,3.107191,43.637153
2024-10-19,6271.055,somalia_location1,3.107191,43.637153
2024-10-20,6180.36,somalia_location1,3.107191,43.637153
2024-10-21,3127.33,somalia_location1,3.107191,43.637153
2024-10-22,3686.521,somalia_location1,3.107191,43.637153
2024-10-23,5983.82,somalia_location1,3.107191,43.637153
2024-10-24,3886.418,somalia_location1,3.107191,43.637153
2024-10-25,5106.999,somalia_location1,3.107191,43.637153
2024-10-26,6231.149,somalia_location1,3.107191,43.637153
2024-10-27,3928.834,somalia_location1,3.107191,43.637153
2024-10-28,6693.019,somalia_location1,3.107191,43.637153
2024-10-29,6346.742,somalia_location1,3.107191,43.637153
2024-10-30,6854.44,somalia_location1,3.107191,43.637153
2024-10-31,5855.954,somalia_location1,3.107191,43.637153
2024-11-01,5970.686,somalia_location1,3.107191,43.637153
2024-11-02,5564.742,somalia_location1,3.107191,43.637153
2024-11-03,6281.804,somalia_location1,3.107191,43.637153
2024-11-04,5116.197,somalia_location1,3.107191,43.637153
2024-11-05,4963.644,somalia_location1,3.107191,43.637153
2024-11-06,5732.253,somalia_location1,3.107191,43.637153
2024-11-07,4576.702,somalia_location1,3.107191,43.637153
2024-11-08,4659.004,somalia_location1,3.107191,43.637153
2024-11-09,5428.421,somalia_location1,3.107191,43.637153
2024-11-10,3743.44,somalia_location1,3.107191,43.637153
2024-11-11,5178.78,somalia_location1,3.107191,43.637153
2024-11-12,5272.463,somalia_location1,3.107191,43.637153
2024-11-13,4678.595,somalia_location1,3.107191,43.637153
2024-11-14,4548.293,somalia_location1,3.107191,43.637153
2024-11-15,5866.333,somalia_location1,3.107191,43.637153
2024-11-16,6202.339,somalia_location1,3.107191,43.637153
2024-11-17,5314.373,somalia_location1,3.107191,43.637153
2024-11-18,4235.683,somalia_location1,3.107191,43.637153
2024-11-19,4752.164,somalia_location1,3.107191,43.637153
2024-11-20,5567.163,somalia_location1,3.107191,43.637153
2024-11-21,4761.321,somalia_location1,3.107191,43.637153
2024-11-22,6097.276,somalia_location1,3.107191,43.637153
2024-11-23,4615.59,somalia_location1,3.107191,43.637153
2024-11-24,4614.49,somalia_location1,3.107191,43.637153
2024-11-25,5471.549,somalia_location1,3.107191,43.637153
