time,G(i),H_sun,T2m,WS10m,Int
20061015:1409,44.62,6.89,25.47,5.1,0.0
20061015:1509,0.0,0.0,24.35,4.14,0.0
20061015:1609,0.0,0.0,23.48,4.14,0.0
20061015:1709,0.0,0.0,22.55,4.14,0.0
20061015:1809,0.0,0.0,21.62,4.34,0.0
20061015:1909,0.0,0.0,20.9,3.38,0.0
20061015:2009,0.0,0.0,20.07,4.07,0.0
20061015:2109,0.0,0.0,19.53,4.55,0.0
20061015:2209,0.0,0.0,18.7,4.34,0.0
20061015:2309,0.0,0.0,17.88,4.07,0.0
20061016:0009,0.0,0.0,17.29,3.86,0.0
20061016:0109,0.0,0.0,17.05,3.66,0.0
20061016:0209,0.0,0.0,16.78,3.24,0.0
20061016:0309,0.0,0.0,16.6,2.83,0.0
20061016:0409,26.33,6.81,16.52,2.48,0.0
20061016:0509,364.56,18.13,17.77,2.9,0.0
20061016:0609,620.21,28.46,19.4,3.86,0.0
20061016:0709,800.16,37.11,21.27,4.48,0.0
20061016:0809,928.88,43.06,22.43,4.76,0.0
20061016:0909,748.59,45.2,23.43,4.83,0.0
20061016:1009,834.09,43.0,23.86,4.69,0.0
20061016:1109,111.9,36.99,24.25,4.28,0.0
20061016:1209,55.48,28.31,24.59,4.07,0.0
20061016:1309,122.46,17.96,24.45,3.79,0.0
20061016:1409,66.01,6.63,24.1,3.66,0.0
20061016:1509,0.0,0.0,23.31,2.9,0.0
20061016:1609,0.0,0.0,22.63,2.55,0.0
20061016:1709,0.0,0.0,21.84,2.41,0.0
20061016:1809,0.0,0.0,21.25,2.55,0.0
20061016:1909,0.0,0.0,20.21,1.86,0.0
20061016:2009,0.0,0.0,19.39,2.0,0.0
20061016:2109,0.0,0.0,18.68,2.14,0.0
20061016:2209,0.0,0.0,18.36,2.28,0.0
20061016:2309,0.0,0.0,17.84,2.21,0.0
20061017:0009,0.0,0.0,17.69,1.93,0.0
20061017:0109,0.0,0.0,17.38,1.79,0.0
20061017:0209,0.0,0.0,16.89,1.52,0.0
20061017:0309,0.0,0.0,16.8,0.83,0.0
20061017:0409,5.64,6.62,16.75,0.76,0.0
20061017:0509,28.21,17.92,17.44,0.76,0.0
20061017:0609,278.64,28.21,19.41,1.03,0.0
20061017:0709,785.21,36.81,20.93,1.52,0.0
20061017:0809,810.47,42.72,22.1,1.24,0.0
20061017:0909,912.6,44.84,23.04,1.17,0.0
20061017:1009,933.55,42.63,23.7,1.1,0.0
20061017:1109,845.4,36.65,24.51,0.69,0.0
20061017:1209,632.24,28.0,24.79,0.14,0.0
20061017:1309,365.08,17.68,24.77,0.48,0.0
20061017:1409,83.99,6.36,24.49,0.62,0.0
20061017:1509,0.0,0.0,24.07,1.03,0.0
20061017:1609,0.0,0.0,23.42,1.59,0.0
20061017:1709,0.0,0.0,22.75,1.59,0.0
20061017:1809,0.0,0.0,21.75,1.45,0.0
20061017:1909,0.0,0.0,20.75,2.07,0.0
20061017:2009,0.0,0.0,19.96,2.21,0.0
20061017:2109,0.0,0.0,19.13,2.34,0.0
20061017:2209,0.0,0.0,18.31,2.41,0.0
20061017:2309,0.0,0.0,17.62,2.21,0.0
20061018:0009,0.0,0.0,16.78,1.52,0.0
20061018:0109,0.0,0.0,16.46,1.03,0.0
20061018:0209,0.0,0.0,16.23,0.97,0.0
20061018:0309,0.0,0.0,15.31,1.79,0.0
20061018:0409,10.34,6.43,14.99,1.79,0.0
20061018:0509,329.22,17.7,16.52,1.52,0.0
20061018:0609,595.94,27.96,19.47,1.72,0.0
20061018:0709,795.43,36.52,22.39,2.07,0.0
20061018:0809,938.0,42.39,24.76,2.76,0.0
20061018:0909,966.21,44.47,26.62,2.97,0.0
20061018:1009,848.52,42.27,27.6,3.03,0.0
20061018:1109,746.77,36.31,28.56,3.1,0.0
20061018:1209,561.72,27.7,29.02,3.17,0.0
20061018:1309,127.45,17.4,29.15,3.31,0.0
20061018:1409,101.18,6.1,28.82,3.17,0.0
20061018:1509,0.0,0.0,27.66,2.41,0.0
20061018:1609,0.0,0.0,26.53,2.48,0.0
20061018:1709,0.0,0.0,25.4,2.69,0.0
20061018:1809,0.0,0.0,24.34,2.9,0.0
20061018:1909,0.0,0.0,23.28,3.52,0.0
20061018:2009,0.0,0.0,22.46,3.66,0.0
20061018:2109,0.0,0.0,21.81,3.59,0.0
20061018:2209,0.0,0.0,21.2,3.31,0.0
20061018:2309,0.0,0.0,20.8,3.03,0.0
20061019:0009,0.0,0.0,20.39,2.76,0.0
20061019:0109,0.0,0.0,19.58,2.41,0.0
20061019:0209,0.0,0.0,18.65,1.86,0.0
20061019:0309,0.0,0.0,17.67,1.45,0.0
20061019:0409,66.89,6.23,17.01,1.93,0.0
20061019:0509,189.82,17.49,18.57,1.79,0.0
20061019:0609,593.47,27.71,22.11,2.28,0.0
20061019:0709,793.63,36.22,24.84,2.28,0.0
20061019:0809,921.86,42.05,26.66,2.0,0.0
20061019:0909,955.96,44.11,28.12,1.52,0.0
20061019:1009,866.61,41.91,29.29,1.31,0.0
20061019:1109,784.32,35.98,30.2,0.97,0.0
20061019:1209,638.94,27.39,30.75,0.97,0.0
20061019:1309,231.73,17.12,30.94,1.31,0.0
20061019:1409,57.75,5.85,30.45,1.24,0.0
20061019:1509,0.0,0.0,29.53,2.28,0.0
20061019:1609,0.0,0.0,27.76,2.76,0.0
20061019:1709,0.0,0.0,26.57,2.48,0.0
20061019:1809,0.0,0.0,24.83,1.66,0.0
20061019:1909,0.0,0.0,23.89,0.83,0.0
20061019:2009,0.0,0.0,22.81,0.55,0.0
20061019:2109,0.0,0.0,20.65,1.31,0.0
20061019:2209,0.0,0.0,19.71,2.21,0.0
20061019:2309,0.0,0.0,19.21,2.83,0.0
20061020:0009,0.0,0.0,18.53,3.52,0.0
20061020:0109,0.0,0.0,18.23,4.0,0.0
20061020:0209,0.0,0.0,18.13,4.41,0.0
20061020:0309,0.0,0.0,18.13,4.83,0.0
20061020:0409,84.59,6.04,18.05,4.9,0.0
20061020:0509,321.23,17.27,18.49,4.28,0.0
20061020:0609,444.37,27.46,19.71,4.97,0.0
20061020:0709,509.98,35.93,21.61,5.03,0.0
20061020:0809,597.54,41.71,23.08,4.34,0.0
20061020:0909,938.12,43.75,23.85,3.79,0.0
20061020:1009,910.48,41.55,24.52,3.59,0.0
20061020:1109,800.59,35.65,24.78,3.24,0.0
20061020:1209,631.57,27.09,25.07,3.1,0.0
20061020:1309,331.69,16.85,24.87,3.38,0.0
20061020:1409,63.77,5.59,24.33,3.79,0.0
20061020:1509,0.0,0.0,23.34,3.66,0.0
20061020:1609,0.0,0.0,22.68,3.59,0.0
20061020:1709,0.0,0.0,21.84,3.86,0.0
20061020:1809,0.0,0.0,21.02,4.21,0.0
20061020:1909,0.0,0.0,19.72,4.07,0.0
20061020:2009,0.0,0.0,18.77,4.14,0.0
20061020:2109,0.0,0.0,17.87,3.93,0.0
20061020:2209,0.0,0.0,17.05,3.72,0.0
20061020:2309,0.0,0.0,16.4,3.45,0.0
20061021:0009,0.0,0.0,15.86,3.24,0.0
20061021:0109,0.0,0.0,15.43,3.17,0.0
20061021:0209,0.0,0.0,15.13,3.17,0.0
20061021:0309,0.0,0.0,14.87,3.17,0.0
20061021:0409,6.58,5.84,14.69,3.17,0.0
20061021:0509,352.22,17.05,15.88,3.31,0.0
20061021:0609,628.23,27.21,17.8,4.28,0.0
20061021:0709,825.08,35.64,19.71,4.21,0.0
20061021:0809,880.75,41.38,21.17,4.34,0.0
20061021:0909,871.98,43.39,22.48,4.28,0.0
20061021:1009,864.29,41.2,23.48,4.41,0.0
20061021:1109,839.15,35.32,24.22,4.62,0.0
20061021:1209,560.46,26.8,24.4,4.62,0.0
20061021:1309,307.15,16.58,24.37,4.62,0.0
20061021:1409,57.54,5.34,23.86,4.14,0.0
20061021:1509,0.0,0.0,22.78,2.97,0.0
20061021:1609,0.0,0.0,21.73,2.62,0.0
20061021:1709,0.0,0.0,20.81,2.69,0.0
20061021:1809,0.0,0.0,20.03,2.83,0.0
20061021:1909,0.0,0.0,19.41,3.31,0.0
20061021:2009,0.0,0.0,18.76,3.38,0.0
20061021:2109,0.0,0.0,18.02,3.38,0.0
20061021:2209,0.0,0.0,17.21,3.31,0.0
20061021:2309,0.0,0.0,16.5,3.03,0.0
20061022:0009,0.0,0.0,15.83,2.76,0.0
20061022:0109,0.0,0.0,15.21,2.69,0.0
20061022:0209,0.0,0.0,14.71,2.69,0.0
20061022:0309,0.0,0.0,14.36,2.62,0.0
20061022:0409,92.55,5.65,14.07,2.55,0.0
20061022:0509,309.73,16.83,15.22,2.41,0.0
20061022:0609,601.82,26.95,17.61,2.9,0.0
20061022:0709,785.5,35.34,19.82,3.1,0.0
20061022:0809,899.25,41.04,21.92,2.97,0.0
20061022:0909,961.07,43.03,23.55,2.62,0.0
20061022:1009,875.41,40.85,24.65,2.34,0.0
20061022:1109,774.5,35.0,25.33,2.34,0.0
20061022:1209,570.18,26.5,25.56,2.28,0.0
20061022:1309,221.72,16.32,25.36,2.28,0.0
20061022:1409,31.0,5.1,24.81,1.93,0.0
20061022:1509,0.0,0.0,23.99,1.52,0.0
20061022:1609,0.0,0.0,23.12,1.45,0.0
20061022:1709,0.0,0.0,21.87,1.66,0.0
20061022:1809,0.0,0.0,20.54,1.79,0.0
20061022:1909,0.0,0.0,19.1,1.79,0.0
20061022:2009,0.0,0.0,17.78,1.66,0.0
20061022:2109,0.0,0.0,16.9,1.52,0.0
20061022:2209,0.0,0.0,15.99,1.59,0.0
20061022:2309,0.0,0.0,15.17,1.79,0.0
20061023:0009,0.0,0.0,14.59,1.79,0.0
20061023:0109,0.0,0.0,14.15,1.52,0.0
20061023:0209,0.0,0.0,14.46,1.17,0.0
20061023:0309,0.0,0.0,15.34,0.83,0.0
20061023:0409,32.82,5.45,14.16,1.1,0.0
20061023:0509,331.98,16.61,14.84,1.03,0.0
20061023:0609,252.04,26.7,18.45,1.03,0.0
20061023:0709,771.09,35.05,20.6,0.41,0.0
20061023:0809,903.82,40.71,22.31,0.62,0.0
20061023:0909,979.42,42.68,23.75,1.03,0.0
20061023:1009,646.26,40.5,24.63,1.38,0.0
20061023:1109,808.09,34.67,25.23,1.66,0.0
20061023:1209,575.7,26.21,25.51,1.52,0.0
20061023:1309,271.09,16.06,25.38,1.45,0.0
20061023:1409,58.78,4.86,25.11,1.52,0.0
20061023:1509,0.0,0.0,24.29,1.59,0.0
20061023:1609,0.0,0.0,23.37,1.93,0.0
20061023:1709,0.0,0.0,22.33,2.21,0.0
20061023:1809,0.0,0.0,21.39,2.28,0.0
20061023:1909,0.0,0.0,19.77,2.0,0.0
20061023:2009,0.0,0.0,19.1,1.93,0.0
20061023:2109,0.0,0.0,18.48,1.93,0.0
20061023:2209,0.0,0.0,17.8,1.93,0.0
20061023:2309,0.0,0.0,17.25,1.93,0.0
20061024:0009,0.0,0.0,16.68,1.86,0.0
20061024:0109,0.0,0.0,16.11,1.52,0.0
20061024:0209,0.0,0.0,15.76,1.52,0.0
20061024:0309,0.0,0.0,15.53,1.79,0.0
20061024:0409,34.94,5.25,15.1,1.93,0.0
20061024:0509,290.54,16.39,16.5,1.59,0.0
20061024:0609,596.0,26.44,18.99,1.66,0.0
20061024:0709,767.7,34.75,21.34,1.72,0.0
20061024:0809,864.85,40.38,23.22,2.0,0.0
20061024:0909,877.24,42.33,24.65,2.07,0.0
20061024:1009,890.83,40.16,25.52,2.07,0.0
20061024:1109,441.52,34.36,25.91,1.86,0.0
20061024:1209,60.18,25.93,26.14,1.86,0.0
20061024:1309,18.81,15.8,26.02,1.93,0.0
20061024:1409,10.34,4.62,25.55,1.93,0.0
20061024:1509,0.0,0.0,24.31,1.72,0.0
20061024:1609,0.0,0.0,23.45,1.66,0.0
20061024:1709,0.0,0.0,22.61,1.59,0.0
20061024:1809,0.0,0.0,21.53,1.1,0.0
20061024:1909,0.0,0.0,20.89,0.97,0.0
20061024:2009,0.0,0.0,20.19,1.03,0.0
20061024:2109,0.0,0.0,19.17,1.17,0.0
20061024:2209,0.0,0.0,19.19,0.76,0.0
20061024:2309,0.0,0.0,18.23,1.86,0.0
20061025:0009,0.0,0.0,18.02,2.14,0.0
20061025:0109,0.0,0.0,17.76,2.41,0.0
20061025:0209,0.0,0.0,17.4,2.48,0.0
20061025:0309,0.0,0.0,17.19,2.48,0.0
20061025:0409,8.46,5.06,17.09,2.21,0.0
20061025:0509,24.45,16.16,17.21,2.14,0.0
20061025:0609,52.66,26.19,17.71,2.41,0.0
20061025:0709,102.5,34.46,18.38,1.86,0.0
20061025:0809,801.25,40.05,19.65,2.76,0.0
20061025:0909,938.26,41.98,20.45,2.62,0.0
20061025:1009,142.94,39.82,20.43,2.0,0.0
20061025:1109,74.29,34.05,20.8,2.28,0.0
20061025:1209,338.82,25.65,21.18,2.48,0.0
20061025:1309,18.81,15.54,21.29,2.41,0.0
20061025:1409,8.46,4.39,21.0,2.07,0.0
20061025:1509,0.0,0.0,20.29,1.66,0.0
20061025:1609,0.0,0.0,19.52,1.66,0.0
20061025:1709,0.0,0.0,18.67,1.24,0.0
20061025:1809,0.0,0.0,18.11,1.17,0.0
20061025:1909,0.0,0.0,17.89,1.66,0.0
20061025:2009,0.0,0.0,17.25,1.1,0.0
20061025:2109,0.0,0.0,16.82,0.76,0.0
20061025:2209,0.0,0.0,16.16,1.1,0.0
20061025:2309,0.0,0.0,16.1,1.31,0.0
20061026:0009,0.0,0.0,15.73,1.24,0.0
20061026:0109,0.0,0.0,15.69,0.69,0.0
20061026:0209,0.0,0.0,15.37,0.76,0.0
20061026:0309,0.0,0.0,14.6,1.03,0.0
20061026:0409,62.54,4.86,14.26,1.1,0.0
20061026:0509,352.52,15.94,15.46,1.03,0.0
20061026:0609,605.63,25.93,17.05,1.17,0.0
20061026:0709,800.19,34.17,18.53,2.34,0.0
20061026:0809,922.59,39.72,19.77,2.69,0.0
20061026:0909,934.99,41.64,20.85,2.62,0.0
20061026:1009,855.43,39.48,21.47,2.69,0.0
20061026:1109,742.09,33.74,21.84,2.83,0.0
20061026:1209,590.82,25.37,22.25,3.1,0.0
20061026:1309,333.25,15.3,22.26,3.17,0.0
20061026:1409,36.04,4.16,21.78,2.55,0.0
20061026:1509,0.0,0.0,20.73,2.28,0.0
20061026:1609,0.0,0.0,19.65,2.48,0.0
20061026:1709,0.0,0.0,18.99,2.41,0.0
20061026:1809,0.0,0.0,18.2,2.55,0.0
20061026:1909,0.0,0.0,17.6,2.76,0.0
20061026:2009,0.0,0.0,17.07,2.83,0.0
20061026:2109,0.0,0.0,16.61,2.83,0.0
20061026:2209,0.0,0.0,16.18,2.83,0.0
20061026:2309,0.0,0.0,15.82,2.83,0.0
20061027:0009,0.0,0.0,15.74,2.62,0.0
20061027:0109,0.0,0.0,15.45,2.41,0.0
20061027:0209,0.0,0.0,15.1,2.07,0.0
20061027:0309,0.0,0.0,14.69,1.86,0.0
20061027:0409,3.76,4.66,14.42,2.0,0.0
20061027:0509,51.72,15.72,15.41,2.14,0.0
20061027:0609,117.55,25.68,18.04,2.69,0.0
20061027:0709,346.28,33.88,20.35,4.14,0.0
20061027:0809,492.08,39.4,22.0,5.45,0.0
20061027:0909,354.03,41.29,22.72,6.0,0.0
20061027:1009,303.21,39.15,22.65,5.72,0.0
20061027:1109,135.41,33.43,21.37,4.41,0.0
20061027:1209,68.65,25.1,20.65,3.1,0.0
20061027:1309,47.02,15.05,20.61,3.1,0.0
20061027:1409,18.52,3.94,20.26,3.59,0.0
20061027:1509,0.0,0.0,18.03,2.21,0.0
20061027:1609,0.0,0.0,16.43,2.14,0.0
20061027:1709,0.0,0.0,15.37,2.0,0.0
20061027:1809,0.0,0.0,15.17,1.24,0.0
20061027:1909,0.0,0.0,15.5,3.03,0.0
20061027:2009,0.0,0.0,15.4,3.24,0.0
20061027:2109,0.0,0.0,15.01,2.97,0.0
20061027:2209,0.0,0.0,14.81,2.97,0.0
20061027:2309,0.0,0.0,14.78,3.31,0.0
20061028:0009,0.0,0.0,14.75,3.45,0.0
20061028:0109,0.0,0.0,14.64,2.83,0.0
20061028:0209,0.0,0.0,14.79,2.41,0.0
20061028:0309,0.0,0.0,15.04,2.55,0.0
20061028:0409,3.76,4.46,15.27,2.83,0.0
20061028:0509,111.33,15.49,15.71,3.86,0.0
20061028:0609,138.02,25.43,16.14,4.14,0.0
20061028:0709,336.03,33.59,17.44,4.41,0.0
20061028:0809,653.41,39.08,18.03,4.76,0.0
20061028:0909,173.97,40.96,18.58,5.31,0.0
20061028:1009,190.65,38.82,18.37,4.41,0.0
20061028:1109,258.68,33.13,18.13,3.59,0.0
20061028:1209,47.02,24.83,17.5,2.69,0.0
20061028:1309,17.87,14.81,16.77,1.45,0.0
20061028:1409,25.26,3.72,16.42,1.72,0.0
20061028:1509,0.0,0.0,15.88,2.97,0.0
20061028:1609,0.0,0.0,15.35,3.31,0.0
20061028:1709,0.0,0.0,14.74,3.24,0.0
20061028:1809,0.0,0.0,14.71,3.31,0.0
20061028:1909,0.0,0.0,14.35,2.41,0.0
20061028:2009,0.0,0.0,14.35,2.76,0.0
20061028:2109,0.0,0.0,14.57,3.31,0.0
20061028:2209,0.0,0.0,14.84,3.79,0.0
20061028:2309,0.0,0.0,14.91,2.76,0.0
20061029:0009,0.0,0.0,14.83,2.76,0.0
20061029:0109,0.0,0.0,14.59,2.97,0.0
20061029:0209,0.0,0.0,14.23,3.24,0.0
20061029:0309,0.0,0.0,13.9,2.62,0.0
20061029:0409,2.82,4.26,13.59,1.72,0.0
20061029:0509,336.6,15.27,14.25,1.24,0.0
20061029:0609,561.51,25.17,15.26,1.03,0.0
20061029:0709,501.35,33.3,15.51,2.34,0.0
20061029:0809,559.38,38.76,16.44,2.41,0.0
20061029:0909,803.27,40.62,17.48,2.69,0.0
20061029:1009,223.9,38.5,17.9,3.24,0.0
20061029:1109,197.76,32.84,18.07,3.72,0.0
20061029:1209,503.6,24.57,18.11,3.86,0.0
20061029:1309,267.19,14.57,18.02,4.0,0.0
20061029:1409,34.49,3.5,17.18,3.1,0.0
20061029:1509,0.0,0.0,16.28,2.0,0.0
20061029:1609,0.0,0.0,15.41,1.45,0.0
20061029:1709,0.0,0.0,15.02,1.79,0.0
20061029:1809,0.0,0.0,14.58,2.34,0.0
20061029:1909,0.0,0.0,13.94,2.48,0.0
20061029:2009,0.0,0.0,13.5,2.83,0.0
20061029:2109,0.0,0.0,13.28,2.9,0.0
20061029:2209,0.0,0.0,12.99,2.83,0.0
20061029:2309,0.0,0.0,12.75,2.55,0.0
20061030:0009,0.0,0.0,12.49,2.28,0.0
20061030:0109,0.0,0.0,12.3,2.07,0.0
20061030:0209,0.0,0.0,12.08,1.93,0.0
20061030:0309,0.0,0.0,11.84,1.66,0.0
20061030:0409,40.9,4.05,11.42,1.31,0.0
20061030:0509,308.63,15.05,12.5,0.97,0.0
20061030:0609,618.66,24.92,14.67,0.9,0.0
20061030:0709,806.94,33.01,16.42,1.52,0.0
20061030:0809,937.94,38.44,17.58,2.0,0.0
20061030:0909,978.93,40.29,18.6,2.48,0.0
20061030:1009,932.97,38.18,19.18,2.69,0.0
20061030:1109,645.39,32.54,19.55,2.83,0.0
20061030:1209,496.14,24.31,19.84,2.97,0.0
20061030:1309,304.05,14.34,19.55,3.1,0.0
20061030:1409,52.08,3.29,18.59,2.76,0.0
20061030:1509,0.0,0.0,17.04,3.03,0.0
20061030:1609,0.0,0.0,16.06,3.38,0.0
20061030:1709,0.0,0.0,15.44,3.45,0.0
20061030:1809,0.0,0.0,14.96,3.38,0.0
20061030:1909,0.0,0.0,14.47,2.9,0.0
20061030:2009,0.0,0.0,14.16,2.83,0.0
20061030:2109,0.0,0.0,13.79,2.83,0.0
20061030:2209,0.0,0.0,13.54,2.9,0.0
20061030:2309,0.0,0.0,13.43,2.9,0.0
20061031:0009,0.0,0.0,13.53,2.83,0.0
20061031:0109,0.0,0.0,13.53,3.03,0.0
20061031:0209,0.0,0.0,13.62,3.45,0.0
20061031:0309,0.0,0.0,13.35,3.52,0.0
20061031:0409,60.02,3.85,13.69,3.52,0.0
20061031:0509,63.95,14.82,14.51,3.45,0.0
20061031:0609,337.07,24.66,16.14,3.59,0.0
20061031:0709,552.91,32.72,18.17,5.24,0.0
20061031:0809,818.49,38.12,20.1,6.41,0.0
20061031:0909,695.88,39.96,20.86,6.48,0.0
20061031:1009,392.29,37.86,21.59,6.48,0.0
20061031:1109,300.39,32.26,22.15,6.21,0.0
20061031:1209,274.13,24.05,21.96,5.17,0.0
20061031:1309,302.95,14.12,21.68,4.48,0.0
20061031:1409,23.79,3.09,20.66,3.52,0.0
20061031:1509,0.0,0.0,19.39,3.24,0.0
20061031:1609,0.0,0.0,18.09,3.93,0.0
20061031:1709,0.0,0.0,17.23,4.55,0.0
20061031:1809,0.0,0.0,16.67,4.83,0.0
20061031:1909,0.0,0.0,15.75,4.9,0.0
20061031:2009,0.0,0.0,15.88,4.14,0.0
20061031:2109,0.0,0.0,15.93,3.93,0.0
20061031:2209,0.0,0.0,15.96,3.93,0.0
20061031:2309,0.0,0.0,15.85,3.66,0.0
20061101:0009,0.0,0.0,15.61,3.45,0.0
20061101:0109,0.0,0.0,15.34,3.52,0.0
20061101:0209,0.0,0.0,15.11,3.79,0.0
20061101:0309,0.0,0.0,15.09,4.07,0.0
20061101:0409,20.91,3.65,15.17,4.28,0.0
20061101:0509,114.71,14.6,16.06,5.72,0.0
20061101:0609,183.4,24.41,17.3,6.34,0.0
20061101:0709,149.52,32.44,18.62,5.1,0.0
20061101:0809,199.16,37.81,20.01,5.31,0.0
20061101:0909,376.35,39.64,21.3,5.1,0.0
20061101:1009,829.66,37.55,22.04,4.62,0.0
20061101:1109,693.93,31.97,22.15,4.34,0.0
20061101:1209,642.49,23.8,21.77,4.48,0.0
20061101:1309,377.06,13.89,21.37,3.66,0.0
20061101:1409,7.52,2.89,20.67,3.31,0.0
20061101:1509,0.0,0.0,19.36,3.38,0.0
20061101:1609,0.0,0.0,18.63,3.86,0.0
20061101:1709,0.0,0.0,17.92,4.28,0.0
20061101:1809,0.0,0.0,17.65,4.97,0.0
20061101:1909,0.0,0.0,16.58,1.86,0.0
20061101:2009,0.0,0.0,15.9,2.14,0.0
20061101:2109,0.0,0.0,15.37,2.14,0.0
20061101:2209,0.0,0.0,15.04,2.21,0.0
20061101:2309,0.0,0.0,14.78,2.48,0.0
20061102:0009,0.0,0.0,14.49,2.0,0.0
20061102:0109,0.0,0.0,14.14,1.17,0.0
20061102:0209,0.0,0.0,13.73,0.97,0.0
20061102:0309,0.0,0.0,13.43,0.76,0.0
20061102:0409,73.82,3.45,12.66,1.45,0.0
20061102:0509,390.11,14.37,13.89,1.66,0.0
20061102:0609,644.04,24.16,15.59,2.55,0.0
20061102:0709,845.58,32.16,17.23,4.34,0.0
20061102:0809,629.08,37.5,18.25,5.38,0.0
20061102:0909,784.01,39.32,18.83,5.59,0.0
20061102:1009,674.52,37.25,19.23,5.52,0.0
20061102:1109,691.25,31.7,19.26,5.1,0.0
20061102:1209,479.82,23.55,19.17,4.69,0.0
20061102:1309,350.74,13.68,19.07,3.86,0.0
20061102:1409,16.21,2.69,18.3,2.34,0.0
20061102:1509,0.0,0.0,17.28,1.79,0.0
20061102:1609,0.0,0.0,16.43,1.79,0.0
20061102:1709,0.0,0.0,15.75,2.0,0.0
20061102:1809,0.0,0.0,15.06,2.14,0.0
20061102:1909,0.0,0.0,14.78,2.14,0.0
20061102:2009,0.0,0.0,14.51,2.34,0.0
20061102:2109,0.0,0.0,14.29,2.41,0.0
20061102:2209,0.0,0.0,14.01,2.48,0.0
20061102:2309,0.0,0.0,13.97,2.28,0.0
20061103:0009,0.0,0.0,13.55,2.14,0.0
20061103:0109,0.0,0.0,13.06,1.86,0.0
20061103:0209,0.0,0.0,12.72,1.59,0.0
20061103:0309,0.0,0.0,12.32,1.52,0.0
20061103:0409,35.75,3.25,12.16,1.45,0.0
20061103:0509,358.93,14.15,12.95,1.17,0.0
20061103:0609,620.46,23.91,15.38,1.1,0.0
20061103:0709,811.72,31.87,17.14,1.86,0.0
20061103:0809,797.92,37.19,18.33,2.0,0.0
20061103:0909,982.07,39.01,19.31,2.0,0.0
20061103:1009,555.1,36.94,19.95,1.93,0.0
20061103:1109,537.69,31.42,20.31,2.21,0.0
20061103:1209,537.03,23.31,20.49,2.34,0.0
20061103:1309,73.71,13.46,20.13,2.14,0.0
20061103:1409,10.34,2.5,19.18,2.21,0.0
20061103:1509,0.0,0.0,17.92,2.76,0.0
20061103:1609,0.0,0.0,17.07,3.24,0.0
20061103:1709,0.0,0.0,16.46,3.38,0.0
20061103:1809,0.0,0.0,16.07,3.31,0.0
20061103:1909,0.0,0.0,16.57,3.38,0.0
20061103:2009,0.0,0.0,16.46,3.45,0.0
20061103:2109,0.0,0.0,16.19,3.45,0.0
20061103:2209,0.0,0.0,16.04,3.38,0.0
20061103:2309,0.0,0.0,15.84,3.17,0.0
20061104:0009,0.0,0.0,15.45,2.9,0.0
20061104:0109,0.0,0.0,15.08,2.55,0.0
20061104:0209,0.0,0.0,14.65,2.0,0.0
20061104:0309,0.0,0.0,14.15,1.79,0.0
20061104:0409,10.34,3.04,13.61,1.79,0.0
20061104:0509,345.46,13.93,14.16,1.38,0.0
20061104:0609,585.55,23.66,16.33,1.45,0.0
20061104:0709,705.31,31.59,18.31,0.97,0.0
20061104:0809,888.12,36.89,19.73,0.83,0.0
20061104:0909,986.92,38.69,20.89,0.62,0.0
20061104:1009,934.28,36.65,21.67,0.48,0.0
20061104:1109,376.04,31.15,22.05,0.21,0.0
20061104:1209,232.32,23.08,22.15,0.28,0.0
20061104:1309,101.87,13.26,22.0,0.21,0.0
20061104:1409,7.52,2.32,21.51,0.69,0.0
20061104:1509,0.0,0.0,19.93,1.03,0.0
20061104:1609,0.0,0.0,19.06,1.24,0.0
20061104:1709,0.0,0.0,18.32,1.45,0.0
20061104:1809,0.0,0.0,17.84,1.1,0.0
20061104:1909,0.0,0.0,17.67,0.55,0.0
20061104:2009,0.0,0.0,16.51,1.03,0.0
20061104:2109,0.0,0.0,15.56,1.59,0.0
20061104:2209,0.0,0.0,15.09,1.72,0.0
20061104:2309,0.0,0.0,14.84,1.72,0.0
20061105:0009,0.0,0.0,14.92,2.07,0.0
20061105:0109,0.0,0.0,15.23,3.31,0.0
20061105:0209,0.0,0.0,15.11,5.31,0.0
20061105:0309,0.0,0.0,14.36,4.83,0.0
20061105:0409,2.82,2.84,14.07,3.1,0.0
20061105:0509,24.45,13.7,14.16,1.66,0.0
20061105:0609,52.66,23.41,14.53,1.03,0.0
20061105:0709,149.52,31.32,15.0,0.55,0.0
20061105:0809,335.31,36.59,15.57,2.0,0.0
20061105:0909,196.36,38.39,15.39,2.83,0.0
20061105:1009,119.43,36.35,15.23,3.66,0.0
20061105:1109,106.26,30.89,15.12,4.83,0.0
20061105:1209,31.03,22.85,14.69,5.66,0.0
20061105:1309,15.99,13.05,14.07,6.0,0.0
20061105:1409,1.88,2.14,13.43,5.45,0.0
20061105:1509,0.0,0.0,12.9,5.59,0.0
20061105:1609,0.0,0.0,12.42,6.21,0.0
20061105:1709,0.0,0.0,11.8,6.41,0.0
20061105:1809,0.0,0.0,11.17,6.14,0.0
20061105:1909,0.0,0.0,10.48,5.24,0.0
20061105:2009,0.0,0.0,9.88,4.83,0.0
20061105:2109,0.0,0.0,9.43,4.34,0.0
20061105:2209,0.0,0.0,9.1,4.0,0.0
20061105:2309,0.0,0.0,8.5,3.52,0.0
20061106:0009,0.0,0.0,8.0,2.97,0.0
20061106:0109,0.0,0.0,7.6,2.55,0.0
20061106:0209,0.0,0.0,7.29,2.34,0.0
