time,G(i),H_sun,T2m,WS10m,Int
20050601:0009,0.0,0.0,18.77,3.72,0.0
20050601:0109,0.0,0.0,18.19,3.52,0.0
20050601:0209,0.0,0.0,17.75,3.38,0.0
20050601:0309,31.36,10.4,17.65,3.45,0.0
20050601:0409,161.45,22.06,18.67,4.28,0.0
20050601:0509,380.33,34.07,20.08,4.76,0.0
20050601:0609,595.13,46.2,21.67,4.76,0.0
20050601:0709,798.83,58.11,23.61,3.72,0.0
20050601:0809,927.95,69.0,25.18,3.72,0.0
20050601:0909,993.52,75.81,26.53,4.0,0.0
20050601:1009,876.82,72.63,27.46,4.34,0.0
20050601:1109,813.31,62.78,28.33,4.76,0.0
20050601:1209,715.61,51.13,28.49,5.1,0.0
20050601:1309,532.98,39.04,28.75,5.38,0.0
20050601:1409,341.63,26.95,28.36,5.31,0.0
20050601:1509,123.49,15.12,27.68,5.59,0.0
20050601:1609,41.21,3.76,26.14,5.24,0.0
20050601:1709,0.0,0.0,25.37,4.48,0.0
20050601:1809,0.0,0.0,24.46,4.41,0.0
20050601:1909,0.0,0.0,22.91,4.28,0.0
20050601:2009,0.0,0.0,21.76,4.21,0.0
20050601:2109,0.0,0.0,20.78,4.0,0.0
20050601:2209,0.0,0.0,19.78,3.86,0.0
20050601:2309,0.0,0.0,18.99,3.86,0.0
20050602:0009,0.0,0.0,18.36,3.79,0.0
20050602:0109,0.0,0.0,17.88,3.72,0.0
20050602:0209,0.0,0.0,17.5,3.72,0.0
20050602:0309,16.13,10.44,17.5,3.59,0.0
20050602:0409,150.52,22.1,18.61,4.41,0.0
20050602:0509,331.61,34.11,20.02,4.83,0.0
20050602:0609,405.31,46.23,21.79,4.9,0.0
20050602:0709,646.54,58.15,23.66,4.69,0.0
20050602:0809,855.65,69.07,25.04,4.62,0.0
20050602:0909,972.03,75.94,26.23,4.69,0.0
20050602:1009,820.96,72.76,27.04,4.83,0.0
20050602:1109,842.23,62.89,27.9,4.97,0.0
20050602:1209,479.81,51.23,28.53,5.03,0.0
20050602:1309,431.96,39.13,28.77,5.1,0.0
20050602:1409,345.82,27.05,28.6,5.1,0.0
20050602:1509,133.14,15.22,27.88,5.17,0.0
20050602:1609,39.42,3.87,27.2,4.83,0.0
20050602:1709,0.0,0.0,26.27,4.0,0.0
20050602:1809,0.0,0.0,25.35,4.41,0.0
20050602:1909,0.0,0.0,24.46,5.03,0.0
20050602:2009,0.0,0.0,23.16,4.97,0.0
20050602:2109,0.0,0.0,22.02,4.55,0.0
20050602:2209,0.0,0.0,21.02,4.41,0.0
20050602:2309,0.0,0.0,20.32,4.34,0.0
20050603:0009,0.0,0.0,19.65,4.07,0.0
20050603:0109,0.0,0.0,18.99,3.79,0.0
20050603:0209,0.0,0.0,18.41,3.86,0.0
20050603:0309,25.08,10.48,18.33,4.0,0.0
20050603:0409,165.09,22.14,19.36,4.83,0.0
20050603:0509,379.67,34.14,21.09,4.76,0.0
20050603:0609,608.58,46.26,23.08,4.34,0.0
20050603:0709,789.54,58.19,25.26,3.52,0.0
20050603:0809,949.85,69.13,27.12,3.31,0.0
20050603:0909,1017.78,76.05,28.73,3.24,0.0
20050603:1009,1011.3,72.88,29.99,3.38,0.0
20050603:1109,911.36,62.99,30.91,3.72,0.0
20050603:1209,786.13,51.32,31.25,4.0,0.0
20050603:1309,573.09,39.23,31.48,4.0,0.0
20050603:1409,353.79,27.14,31.33,3.79,0.0
20050603:1509,124.88,15.32,30.88,3.72,0.0
20050603:1609,37.63,3.98,30.27,3.38,0.0
20050603:1709,0.0,0.0,28.76,2.9,0.0
20050603:1809,0.0,0.0,27.81,2.41,0.0
20050603:1909,0.0,0.0,26.67,3.17,0.0
20050603:2009,0.0,0.0,25.48,3.38,0.0
20050603:2109,0.0,0.0,24.35,3.03,0.0
20050603:2209,0.0,0.0,23.27,2.62,0.0
20050603:2309,0.0,0.0,22.35,2.48,0.0
20050604:0009,0.0,0.0,21.47,2.55,0.0
20050604:0109,0.0,0.0,20.69,3.03,0.0
20050604:0209,0.0,0.0,20.18,3.52,0.0
20050604:0309,27.77,10.52,20.1,3.59,0.0
20050604:0409,96.07,22.17,21.28,3.86,0.0
20050604:0509,220.04,34.16,22.92,3.93,0.0
20050604:0609,399.26,46.29,24.92,3.72,0.0
20050604:0709,776.9,58.23,27.07,2.69,0.0
20050604:0809,915.17,69.19,28.5,2.07,0.0
20050604:0909,991.13,76.16,29.67,2.21,0.0
20050604:1009,1005.58,73.0,30.57,2.48,0.0
20050604:1109,924.87,63.09,31.38,2.14,0.0
20050604:1209,803.98,51.41,31.68,1.17,0.0
20050604:1309,536.89,39.32,31.7,0.9,0.0
20050604:1409,350.61,27.24,31.57,0.9,0.0
20050604:1509,124.84,15.42,31.55,2.0,0.0
20050604:1609,43.9,4.08,29.73,5.45,0.0
20050604:1709,0.0,0.0,27.89,5.72,0.0
20050604:1809,0.0,0.0,26.63,5.03,0.0
20050604:1909,0.0,0.0,23.86,3.66,0.0
20050604:2009,0.0,0.0,23.29,3.38,0.0
20050604:2109,0.0,0.0,22.94,2.55,0.0
20050604:2209,0.0,0.0,22.55,1.86,0.0
20050604:2309,0.0,0.0,22.21,2.0,0.0
20050605:0009,0.0,0.0,21.86,2.41,0.0
20050605:0109,0.0,0.0,21.47,2.69,0.0
20050605:0209,0.0,0.0,21.08,2.76,0.0
20050605:0309,34.04,10.55,20.91,3.1,0.0
20050605:0409,156.34,22.19,22.04,3.79,0.0
20050605:0509,359.52,34.19,23.61,4.41,0.0
20050605:0609,567.96,46.31,25.31,4.97,0.0
20050605:0709,775.97,58.25,25.96,5.03,0.0
20050605:0809,924.55,69.24,27.17,5.45,0.0
20050605:0909,964.09,76.27,27.93,5.72,0.0
20050605:1009,973.41,73.12,28.75,5.86,0.0
20050605:1109,822.2,63.19,28.98,5.66,0.0
20050605:1209,652.28,51.5,28.54,4.48,0.0
20050605:1309,549.61,39.41,29.0,2.28,0.0
20050605:1409,207.8,27.33,28.73,3.93,0.0
20050605:1509,28.21,15.51,26.59,5.52,0.0
20050605:1609,26.88,4.18,26.54,4.69,0.0
20050605:1709,0.0,0.0,25.72,4.34,0.0
20050605:1809,0.0,0.0,24.6,4.48,0.0
20050605:1909,0.0,0.0,23.49,5.45,0.0
20050605:2009,0.0,0.0,22.61,6.55,0.0
20050605:2109,0.0,0.0,21.77,6.76,0.0
20050605:2209,0.0,0.0,21.05,6.69,0.0
20050605:2309,0.0,0.0,20.44,6.48,0.0
20050606:0009,0.0,0.0,19.95,6.14,0.0
20050606:0109,0.0,0.0,19.54,5.86,0.0
20050606:0209,0.0,0.0,19.16,5.52,0.0
20050606:0309,39.42,10.58,19.21,5.38,0.0
20050606:0409,173.35,22.21,20.3,5.72,0.0
20050606:0509,383.54,34.2,22.09,6.41,0.0
20050606:0609,605.88,46.33,24.14,6.55,0.0
20050606:0709,802.48,58.28,26.18,7.03,0.0
20050606:0809,942.02,69.29,27.75,6.9,0.0
20050606:0909,994.9,76.36,29.12,6.69,0.0
20050606:1009,994.3,73.23,30.21,6.41,0.0
20050606:1109,923.98,63.29,31.02,6.07,0.0
20050606:1209,774.72,51.59,31.56,5.86,0.0
20050606:1309,564.75,39.49,31.79,5.72,0.0
20050606:1409,353.53,27.42,31.69,5.52,0.0
20050606:1509,129.28,15.6,31.31,5.1,0.0
20050606:1609,41.21,4.27,30.39,3.59,0.0
20050606:1709,0.0,0.0,28.55,2.83,0.0
20050606:1809,0.0,0.0,27.1,2.9,0.0
20050606:1909,0.0,0.0,25.38,2.97,0.0
20050606:2009,0.0,0.0,24.31,3.52,0.0
20050606:2109,0.0,0.0,23.49,3.86,0.0
20050606:2209,0.0,0.0,22.58,3.66,0.0
20050606:2309,0.0,0.0,21.58,3.31,0.0
20050607:0009,0.0,0.0,20.58,3.03,0.0
20050607:0109,0.0,0.0,19.68,2.97,0.0
20050607:0209,0.0,0.0,18.9,2.9,0.0
20050607:0309,38.52,10.6,18.67,2.62,0.0
20050607:0409,174.78,22.23,20.32,2.62,0.0
20050607:0509,388.71,34.21,22.73,2.83,0.0
20050607:0609,599.62,46.34,25.29,2.83,0.0
20050607:0709,793.69,58.3,27.93,2.55,0.0
20050607:0809,931.92,69.33,29.92,2.14,0.0
20050607:0909,1014.59,76.45,31.4,2.0,0.0
20050607:1009,1008.22,73.33,32.68,2.41,0.0
20050607:1109,933.0,63.38,33.65,2.9,0.0
20050607:1209,749.93,51.68,34.3,3.17,0.0
20050607:1309,565.09,39.58,34.59,3.45,0.0
20050607:1409,350.88,27.5,34.49,3.45,0.0
20050607:1509,129.81,15.69,34.07,3.31,0.0
20050607:1609,43.9,4.37,33.19,2.55,0.0
20050607:1709,0.0,0.0,31.66,2.21,0.0
20050607:1809,0.0,0.0,29.99,2.07,0.0
20050607:1909,0.0,0.0,27.95,2.14,0.0
20050607:2009,0.0,0.0,26.19,2.07,0.0
20050607:2109,0.0,0.0,24.48,1.93,0.0
20050607:2209,0.0,0.0,23.0,1.86,0.0
20050607:2309,0.0,0.0,21.77,1.86,0.0
20050608:0009,0.0,0.0,21.11,1.59,0.0
20050608:0109,0.0,0.0,20.76,1.31,0.0
20050608:0209,0.0,0.0,19.65,1.45,0.0
20050608:0309,12.54,10.62,19.07,1.45,0.0
20050608:0409,162.51,22.24,21.46,1.66,0.0
20050608:0509,363.32,34.22,24.91,2.34,0.0
20050608:0609,565.96,46.35,27.91,2.76,0.0
20050608:0709,757.24,58.31,30.76,2.69,0.0
20050608:0809,906.84,69.36,33.13,2.76,0.0
20050608:0909,967.39,76.54,34.66,2.55,0.0
20050608:1009,992.57,73.43,35.75,2.83,0.0
20050608:1109,890.77,63.47,36.6,3.24,0.0
20050608:1209,775.25,51.76,37.1,3.72,0.0
20050608:1309,572.5,39.66,37.19,4.14,0.0
20050608:1409,354.41,27.58,36.98,4.34,0.0
20050608:1509,133.46,15.78,36.38,4.41,0.0
20050608:1609,44.79,4.46,35.42,3.72,0.0
20050608:1709,0.0,0.0,33.38,3.52,0.0
20050608:1809,0.0,0.0,31.71,4.14,0.0
20050608:1909,0.0,0.0,29.88,5.1,0.0
20050608:2009,0.0,0.0,28.07,5.38,0.0
20050608:2109,0.0,0.0,26.39,5.1,0.0
20050608:2209,0.0,0.0,25.0,4.9,0.0
20050608:2309,0.0,0.0,23.85,4.97,0.0
20050609:0009,0.0,0.0,22.91,5.03,0.0
20050609:0109,0.0,0.0,22.13,5.03,0.0
20050609:0209,0.0,0.0,21.44,5.03,0.0
20050609:0309,35.83,10.64,21.25,5.1,0.0
20050609:0409,155.75,22.25,22.38,5.66,0.0
20050609:0509,373.29,34.23,24.29,6.14,0.0
20050609:0609,583.96,46.35,26.62,6.14,0.0
20050609:0709,776.23,58.32,29.5,6.0,0.0
20050609:0809,939.36,69.39,31.84,6.0,0.0
20050609:0909,993.34,76.61,33.83,5.93,0.0
20050609:1009,982.55,73.53,35.38,5.72,0.0
20050609:1109,909.2,63.55,36.4,5.17,0.0
20050609:1209,767.24,51.84,37.02,4.69,0.0
20050609:1309,566.01,39.74,37.23,4.55,0.0
20050609:1409,356.03,27.66,37.04,4.9,0.0
20050609:1509,130.26,15.86,36.35,5.66,0.0
20050609:1609,43.9,4.54,34.77,6.14,0.0
20050609:1709,0.0,0.0,32.17,7.17,0.0
20050609:1809,0.0,0.0,29.8,7.59,0.0
20050609:1909,0.0,0.0,27.47,7.45,0.0
20050609:2009,0.0,0.0,25.74,7.52,0.0
20050609:2109,0.0,0.0,24.41,7.52,0.0
20050609:2209,0.0,0.0,23.32,7.31,0.0
20050609:2309,0.0,0.0,22.38,6.9,0.0
20050610:0009,0.0,0.0,21.53,6.48,0.0
20050610:0109,0.0,0.0,20.8,6.28,0.0
20050610:0209,0.0,0.0,20.15,6.14,0.0
20050610:0309,38.52,10.65,19.94,6.07,0.0
20050610:0409,172.61,22.25,20.79,7.03,0.0
20050610:0509,376.18,34.23,22.39,7.59,0.0
20050610:0609,588.85,46.35,24.51,7.66,0.0
20050610:0709,791.33,58.32,27.55,7.52,0.0
20050610:0809,920.31,69.41,29.97,7.24,0.0
20050610:0909,965.97,76.68,32.15,7.03,0.0
20050610:1009,981.87,73.62,33.97,6.97,0.0
20050610:1109,918.49,63.63,35.25,6.97,0.0
20050610:1209,755.99,51.92,35.94,6.97,0.0
20050610:1309,568.8,39.81,36.02,7.1,0.0
20050610:1409,356.56,27.74,35.48,7.38,0.0
20050610:1509,127.61,15.94,34.25,7.66,0.0
20050610:1609,47.48,4.63,32.49,6.97,0.0
20050610:1709,0.0,0.0,29.97,7.72,0.0
20050610:1809,0.0,0.0,27.5,7.86,0.0
20050610:1909,0.0,0.0,24.64,7.93,0.0
20050610:2009,0.0,0.0,23.09,7.66,0.0
20050610:2109,0.0,0.0,21.98,7.45,0.0
20050610:2209,0.0,0.0,21.12,7.17,0.0
20050610:2309,0.0,0.0,20.36,6.97,0.0
20050611:0009,0.0,0.0,19.69,6.9,0.0
20050611:0109,0.0,0.0,19.1,6.69,0.0
20050611:0209,0.0,0.0,18.65,6.48,0.0
20050611:0309,35.83,10.65,18.63,6.34,0.0
20050611:0409,168.33,22.25,19.66,6.97,0.0
20050611:0509,380.62,34.22,21.41,8.07,0.0
20050611:0609,588.25,46.35,23.53,8.41,0.0
20050611:0709,782.81,58.33,26.3,8.62,0.0
20050611:0809,890.63,69.43,28.39,8.69,0.0
20050611:0909,965.34,76.74,30.32,8.83,0.0
20050611:1009,951.82,73.7,31.81,9.17,0.0
20050611:1109,900.0,63.71,32.81,9.45,0.0
20050611:1209,756.46,51.99,33.3,9.59,0.0
20050611:1309,586.83,39.89,33.23,9.66,0.0
20050611:1409,361.26,27.82,32.57,9.59,0.0
20050611:1509,128.27,16.02,31.38,9.31,0.0
20050611:1609,47.48,4.71,29.76,8.28,0.0
20050611:1709,0.0,0.0,27.67,8.34,0.0
20050611:1809,0.0,0.0,25.79,8.55,0.0
20050611:1909,0.0,0.0,24.08,8.48,0.0
20050611:2009,0.0,0.0,22.87,7.72,0.0
20050611:2109,0.0,0.0,22.02,7.24,0.0
20050611:2209,0.0,0.0,21.3,6.97,0.0
20050611:2309,0.0,0.0,20.62,6.9,0.0
20050612:0009,0.0,0.0,19.98,7.03,0.0
20050612:0109,0.0,0.0,19.38,7.17,0.0
20050612:0209,0.0,0.0,18.96,7.31,0.0
20050612:0309,35.83,10.65,19.0,7.45,0.0
20050612:0409,171.14,22.25,19.98,7.79,0.0
20050612:0509,375.34,34.22,21.66,8.97,0.0
20050612:0609,586.73,46.34,23.68,9.31,0.0
20050612:0709,774.29,58.32,26.1,9.24,0.0
20050612:0809,908.8,69.44,28.3,9.1,0.0
20050612:0909,958.99,76.8,30.3,8.83,0.0
20050612:1009,954.15,73.78,31.87,8.55,0.0
20050612:1109,909.48,63.79,32.98,8.41,0.0
20050612:1209,752.77,52.07,33.54,8.34,0.0
20050612:1309,587.38,39.96,33.51,8.48,0.0
20050612:1409,358.62,27.89,32.85,8.62,0.0
20050612:1509,132.8,16.09,31.55,8.83,0.0
20050612:1609,44.79,4.78,29.77,8.0,0.0
20050612:1709,0.0,0.0,27.7,7.59,0.0
20050612:1809,0.0,0.0,25.87,7.52,0.0
20050612:1909,0.0,0.0,24.41,7.66,0.0
20050612:2009,0.0,0.0,22.86,7.52,0.0
20050612:2109,0.0,0.0,21.62,7.17,0.0
20050612:2209,0.0,0.0,20.66,6.9,0.0
20050612:2309,0.0,0.0,19.94,6.83,0.0
20050613:0009,0.0,0.0,19.34,6.69,0.0
20050613:0109,0.0,0.0,18.82,6.62,0.0
20050613:0209,0.0,0.0,18.43,6.62,0.0
20050613:0309,39.42,10.65,18.48,6.55,0.0
20050613:0409,171.23,22.24,19.56,7.1,0.0
20050613:0509,378.73,34.2,21.41,7.66,0.0
20050613:0609,586.28,46.33,23.71,7.66,0.0
20050613:0709,772.79,58.31,26.54,7.59,0.0
20050613:0809,926.58,69.45,29.05,7.24,0.0
20050613:0909,1015.76,76.85,31.31,7.17,0.0
20050613:1009,965.16,73.86,32.96,7.45,0.0
20050613:1109,918.9,63.86,33.77,7.45,0.0
20050613:1209,783.81,52.14,34.04,7.31,0.0
20050613:1309,587.98,40.03,33.97,7.24,0.0
20050613:1409,359.75,27.96,33.58,7.24,0.0
20050613:1509,133.22,16.16,32.84,7.03,0.0
20050613:1609,44.79,4.86,31.71,5.86,0.0
20050613:1709,0.0,0.0,29.89,5.03,0.0
20050613:1809,0.0,0.0,28.3,5.03,0.0
20050613:1909,0.0,0.0,27.26,4.83,0.0
20050613:2009,0.0,0.0,25.81,4.9,0.0
20050613:2109,0.0,0.0,24.34,4.55,0.0
20050613:2209,0.0,0.0,22.96,4.14,0.0
20050613:2309,0.0,0.0,21.77,3.86,0.0
20050614:0009,0.0,0.0,20.79,3.79,0.0
20050614:0109,0.0,0.0,19.96,3.66,0.0
20050614:0209,0.0,0.0,19.25,3.66,0.0
20050614:0309,35.83,10.64,19.12,3.52,0.0
20050614:0409,170.97,22.23,20.82,3.59,0.0
20050614:0509,378.29,34.19,23.36,4.07,0.0
20050614:0609,585.81,46.31,26.02,3.86,0.0
20050614:0709,772.3,58.3,28.9,3.38,0.0
20050614:0809,880.52,69.45,31.1,3.17,0.0
20050614:0909,934.74,76.89,32.9,3.1,0.0
20050614:1009,915.39,73.93,34.13,3.45,0.0
20050614:1109,850.67,63.93,35.02,3.59,0.0
20050614:1209,697.77,52.2,35.51,3.38,0.0
20050614:1309,583.23,40.1,35.6,2.97,0.0
20050614:1409,354.54,28.03,35.49,2.48,0.0
20050614:1509,137.21,16.23,35.05,2.0,0.0
20050614:1609,48.38,4.93,34.48,1.52,0.0
20050614:1709,0.0,0.0,33.29,0.55,0.0
20050614:1809,0.0,0.0,31.56,1.03,0.0
20050614:1909,0.0,0.0,29.53,1.86,0.0
20050614:2009,0.0,0.0,28.61,1.38,0.0
20050614:2109,0.0,0.0,28.78,0.83,0.0
20050614:2209,0.0,0.0,25.58,3.1,0.0
20050614:2309,0.0,0.0,24.4,3.52,0.0
20050615:0009,0.0,0.0,23.32,3.66,0.0
20050615:0109,0.0,0.0,22.49,3.45,0.0
20050615:0209,0.0,0.0,21.78,3.52,0.0
20050615:0309,6.27,10.63,21.62,3.72,0.0
20050615:0409,76.17,22.21,23.11,4.0,0.0
20050615:0509,251.58,34.17,25.26,4.62,0.0
20050615:0609,494.88,46.29,27.61,4.69,0.0
20050615:0709,751.4,58.28,29.6,5.72,0.0
20050615:0809,901.69,69.45,31.7,5.86,0.0
20050615:0909,989.89,76.92,33.63,6.0,0.0
20050615:1009,990.55,74.0,35.1,5.93,0.0
20050615:1109,927.95,63.99,35.99,5.79,0.0
20050615:1209,784.16,52.27,36.38,5.93,0.0
20050615:1309,591.22,40.16,36.23,6.14,0.0
20050615:1409,362.04,28.09,35.61,6.34,0.0
20050615:1509,134.34,16.29,34.56,6.48,0.0
20050615:1609,45.69,4.99,33.11,5.79,0.0
20050615:1709,0.0,0.0,31.03,5.72,0.0
20050615:1809,0.0,0.0,29.02,6.07,0.0
20050615:1909,0.0,0.0,26.54,6.07,0.0
20050615:2009,0.0,0.0,24.68,5.86,0.0
20050615:2109,0.0,0.0,23.09,5.72,0.0
20050615:2209,0.0,0.0,21.81,5.72,0.0
20050615:2309,0.0,0.0,20.85,5.52,0.0
20050616:0009,0.0,0.0,20.07,5.17,0.0
20050616:0109,0.0,0.0,19.41,4.9,0.0
20050616:0209,0.0,0.0,18.83,4.69,0.0
20050616:0309,39.42,10.61,18.73,4.48,0.0
20050616:0409,170.46,22.19,19.86,5.17,0.0
20050616:0509,372.96,34.15,21.72,5.79,0.0
20050616:0609,589.43,46.27,23.95,5.79,0.0
20050616:0709,786.15,58.26,26.75,5.93,0.0
20050616:0809,916.13,69.44,29.04,5.52,0.0
20050616:0909,1008.88,76.95,31.02,5.31,0.0
20050616:1009,1000.33,74.05,32.57,5.31,0.0
20050616:1109,936.37,64.06,33.69,5.31,0.0
20050616:1209,783.97,52.33,34.4,5.24,0.0
20050616:1309,596.49,40.22,34.69,5.31,0.0
20050616:1409,366.13,28.15,34.63,5.31,0.0
20050616:1509,130.99,16.36,34.16,5.31,0.0
20050616:1609,45.69,5.05,33.28,4.62,0.0
20050616:1709,0.0,0.0,31.5,4.41,0.0
20050616:1809,0.0,0.0,30.05,4.97,0.0
20050616:1909,0.0,0.0,28.64,5.59,0.0
20050616:2009,0.0,0.0,27.27,5.45,0.0
20050616:2109,0.0,0.0,25.98,5.1,0.0
20050616:2209,0.0,0.0,24.86,5.17,0.0
20050616:2309,0.0,0.0,23.95,5.38,0.0
20050617:0009,0.0,0.0,23.13,5.17,0.0
20050617:0109,0.0,0.0,22.39,4.62,0.0
20050617:0209,0.0,0.0,21.78,4.14,0.0
20050617:0309,38.52,10.59,21.66,3.86,0.0
20050617:0409,173.42,22.16,23.16,3.93,0.0
20050617:0509,384.76,34.12,25.49,4.34,0.0
20050617:0609,607.11,46.24,27.93,4.34,0.0
20050617:0709,792.53,58.24,30.55,4.14,0.0
20050617:0809,933.94,69.42,32.65,4.07,0.0
20050617:0909,1013.08,76.97,34.23,3.93,0.0
20050617:1009,989.97,74.11,35.38,4.07,0.0
20050617:1109,927.42,64.11,36.23,4.41,0.0
20050617:1209,770.21,52.38,36.72,4.76,0.0
20050617:1309,597.3,40.28,36.88,4.97,0.0
20050617:1409,366.96,28.21,36.74,4.83,0.0
20050617:1509,136.26,16.41,36.27,4.62,0.0
20050617:1609,45.69,5.11,35.33,3.72,0.0
20050617:1709,0.0,0.0,33.25,3.52,0.0
20050617:1809,0.0,0.0,31.53,3.86,0.0
20050617:1909,0.0,0.0,30.26,4.28,0.0
20050617:2009,0.0,0.0,29.14,4.97,0.0
20050617:2109,0.0,0.0,27.8,4.9,0.0
20050617:2209,0.0,0.0,26.49,4.69,0.0
20050617:2309,0.0,0.0,25.33,4.69,0.0
20050618:0009,0.0,0.0,24.32,4.62,0.0
20050618:0109,0.0,0.0,23.39,4.34,0.0
20050618:0209,0.0,0.0,22.59,4.21,0.0
20050618:0309,37.63,10.56,22.38,4.21,0.0
20050618:0409,171.72,22.13,23.95,4.28,0.0
20050618:0509,383.51,34.09,26.5,4.9,0.0
20050618:0609,606.77,46.21,29.09,4.9,0.0
20050618:0709,799.87,58.21,31.55,5.31,0.0
20050618:0809,923.64,69.41,33.65,4.97,0.0
20050618:0909,1022.91,76.98,35.29,4.97,0.0
20050618:1009,1024.34,74.16,36.36,5.03,0.0
20050618:1109,909.65,64.17,37.07,5.38,0.0
20050618:1209,792.85,52.44,37.46,5.72,0.0
20050618:1309,598.17,40.33,37.53,5.93,0.0
20050618:1409,367.82,28.26,37.31,5.93,0.0
20050618:1509,128.26,16.47,36.75,6.14,0.0
20050618:1609,45.69,5.16,35.61,5.93,0.0
20050618:1709,0.0,0.0,33.45,7.03,0.0
20050618:1809,0.0,0.0,31.23,8.07,0.0
20050618:1909,0.0,0.0,29.57,7.93,0.0
20050618:2009,0.0,0.0,28.07,7.66,0.0
20050618:2109,0.0,0.0,26.79,7.31,0.0
20050618:2209,0.0,0.0,25.73,7.17,0.0
20050618:2309,0.0,0.0,24.9,7.03,0.0
20050619:0009,0.0,0.0,24.27,6.83,0.0
20050619:0109,0.0,0.0,23.77,6.62,0.0
20050619:0209,0.0,0.0,23.3,6.21,0.0
20050619:0309,38.52,10.53,23.19,5.86,0.0
20050619:0409,172.15,22.1,24.34,5.79,0.0
20050619:0509,386.89,34.06,26.32,6.48,0.0
20050619:0609,592.97,46.18,28.7,6.69,0.0
20050619:0709,776.53,58.18,31.69,6.9,0.0
20050619:0809,914.33,69.38,33.93,6.97,0.0
20050619:0909,987.79,76.99,35.54,7.24,0.0
20050619:1009,1014.22,74.2,36.62,7.52,0.0
20050619:1109,936.87,64.22,37.36,7.66,0.0
20050619:1209,771.04,52.49,37.66,7.93,0.0
20050619:1309,605.47,40.38,37.59,8.14,0.0
20050619:1409,361.79,28.32,37.03,8.41,0.0
20050619:1509,129.09,16.52,35.96,8.83,0.0
20050619:1609,48.38,5.21,34.29,8.55,0.0
20050619:1709,0.0,0.0,32.11,8.62,0.0
20050619:1809,0.0,0.0,30.3,8.21,0.0
20050619:1909,0.0,0.0,28.72,7.72,0.0
20050619:2009,0.0,0.0,27.29,7.59,0.0
20050619:2109,0.0,0.0,25.96,7.52,0.0
20050619:2209,0.0,0.0,24.8,7.52,0.0
20050619:2309,0.0,0.0,23.87,7.66,0.0
20050620:0009,0.0,0.0,23.17,7.66,0.0
20050620:0109,0.0,0.0,22.63,7.31,0.0
20050620:0209,0.0,0.0,22.15,7.17,0.0
20050620:0309,34.04,10.5,22.08,7.1,0.0
20050620:0409,161.8,22.07,23.04,7.72,0.0
20050620:0509,355.8,34.02,24.75,8.69,0.0
20050620:0609,567.79,46.14,26.86,9.03,0.0
20050620:0709,759.64,58.14,29.5,9.03,0.0
20050620:0809,904.03,69.35,31.42,8.62,0.0
20050620:0909,987.7,76.99,33.02,7.86,0.0
20050620:1009,999.64,74.24,34.06,7.31,0.0
20050620:1109,937.85,64.27,34.71,7.52,0.0
20050620:1209,800.95,52.54,33.93,7.86,0.0
20050620:1309,609.12,40.43,34.32,8.55,0.0
20050620:1409,366.99,28.36,33.6,8.55,0.0
20050620:1509,129.93,16.57,33.25,8.69,0.0
20050620:1609,45.69,5.26,32.08,8.14,0.0
20050620:1709,0.0,0.0,30.32,8.41,0.0
20050620:1809,0.0,0.0,28.82,8.07,0.0
20050620:1909,0.0,0.0,27.55,8.21,0.0
20050620:2009,0.0,0.0,26.24,8.0,0.0
20050620:2109,0.0,0.0,25.21,7.52,0.0
20050620:2209,0.0,0.0,24.42,7.24,0.0
20050620:2309,0.0,0.0,23.78,6.97,0.0
20050621:0009,0.0,0.0,23.19,6.48,0.0
20050621:0109,0.0,0.0,22.58,6.14,0.0
20050621:0209,0.0,0.0,22.02,5.72,0.0
20050621:0309,11.65,10.46,21.85,5.38,0.0
20050621:0409,158.07,22.03,22.85,5.79,0.0
20050621:0509,354.85,33.98,24.65,6.21,0.0
20050621:0609,571.49,46.1,26.86,6.0,0.0
20050621:0709,751.55,58.1,29.29,5.45,0.0
20050621:0809,898.32,69.32,30.9,4.97,0.0
20050621:0909,987.64,76.98,32.14,5.03,0.0
20050621:1009,953.0,74.27,33.33,5.72,0.0
20050621:1109,929.17,64.31,34.11,6.55,0.0
20050621:1209,772.1,52.58,34.19,6.9,0.0
20050621:1309,602.06,40.48,34.16,7.24,0.0
20050621:1409,369.99,28.41,33.46,7.72,0.0
20050621:1509,130.56,16.61,32.4,8.28,0.0
20050621:1609,52.86,5.3,31.16,7.45,0.0
20050621:1709,0.0,0.0,29.8,7.38,0.0
20050621:1809,0.0,0.0,28.39,7.66,0.0
20050621:1909,0.0,0.0,26.55,7.38,0.0
20050621:2009,0.0,0.0,25.19,7.17,0.0
20050621:2109,0.0,0.0,24.11,6.76,0.0
20050621:2209,0.0,0.0,23.26,6.34,0.0
20050621:2309,0.0,0.0,22.51,6.14,0.0
20050622:0009,0.0,0.0,21.86,6.14,0.0
20050622:0109,0.0,0.0,21.3,6.07,0.0
20050622:0209,0.0,0.0,20.83,6.07,0.0
20050622:0309,32.25,10.42,20.77,6.07,0.0
20050622:0409,167.86,21.99,21.69,6.83,0.0
20050622:0509,366.2,33.93,23.38,7.38,0.0
20050622:0609,579.04,46.05,25.35,7.66,0.0
20050622:0709,774.17,58.06,27.65,7.45,0.0
20050622:0809,878.62,69.28,29.52,6.83,0.0
20050622:0909,961.25,76.97,30.84,6.41,0.0
20050622:1009,963.46,74.3,31.72,6.34,0.0
20050622:1109,896.24,64.35,32.63,6.41,0.0
20050622:1209,772.25,52.63,33.38,6.55,0.0
