time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20060412:0006,0,0,0,0,0,18.84,1.38,0
20060412:0106,0,0,0,0,0,19.32,1.17,0
20060412:0206,0,0,0,0,0,18.8,1.24,0
20060412:0306,0,0,0,0,0,17.92,1.79,0
20060412:0406,0,0,3,0,3.8,18.3,2,0
20060412:0506,11.87,0,27,0,18.62,20.02,1.66,0
20060412:0606,87.07,0,124,0,33.41,21.61,2.55,0
20060412:0706,121.49,0,167,0,48.12,23.41,2.9,0
20060412:0806,238.8,0,312,0,62.59,24.2,2.9,0
20060412:0906,225.02,0,295,0,76.05,24.36,2.97,0
20060412:1006,382.39,0,495,0,80.82,24.36,3.17,0
20060412:1106,180.01,0,239,0,69.5,24.4,3.66,0
20060412:1206,115.93,0,160,0,55.32,23.38,3.59,0
20060412:1306,93.06,0,132,0,40.7,23.26,3.79,0
20060412:1406,78.43,0,114,0,25.94,23.01,3.24,0
20060412:1506,44.84,0,72,0,11.13,22.92,2.48,0
20060412:1606,0,0,0,0,0,22.32,1.79,0
20060412:1706,0,0,0,0,0,21.6,1.31,0
20060412:1806,0,0,0,0,0,20.49,1.31,0
20060412:1906,0,0,0,0,0,19.7,1.72,0
20060412:2006,0,0,0,0,0,19.46,1.86,0
20060412:2106,0,0,0,0,0,19.46,1.93,0
20060412:2206,0,0,0,0,0,19.65,2.14,0
20060412:2306,0,0,0,0,0,19.85,2.14,0
20060413:0006,0,0,0,0,0,19.96,2.28,0
20060413:0106,0,0,0,0,0,19.88,2.34,0
20060413:0206,0,0,0,0,0,20.02,2.48,0
20060413:0306,0,0,0,0,0,19.87,2.14,0
20060413:0406,3.83,0,14,0,3.86,19.67,1.86,0
20060413:0506,91.57,0,129,0,18.67,20.18,1.31,0
20060413:0606,185.68,0,245,0,33.44,22.07,1.59,0
20060413:0706,279.89,0,363,0,48.13,23.07,2.14,0
20060413:0806,290.94,0,378,0,62.55,23.86,2.34,0
20060413:0906,128.14,0,175,0,75.89,23.27,2.9,0
20060413:1006,384.54,0,494,0,80.47,21.67,2.34,0
20060413:1106,105.94,0,148,0,69.29,22.98,2,0
20060413:1206,101,0,142,0,55.18,23.1,2.07,0
20060413:1306,151,0,204,0,40.59,23.47,1.31,0
20060413:1406,137.59,0,188,0,25.85,23.45,0.55,0
20060413:1506,27.99,0,50,0,11.05,22.56,0.21,0
20060413:1606,0,0,0,0,0,21.99,0.21,0
20060413:1706,0,0,0,0,0,21.21,0.55,0
20060413:1806,0,0,0,0,0,21.25,0.55,0
20060413:1906,0,0,0,0,0,19.64,1.38,0
20060413:2006,0,0,0,0,0,19.42,1.59,0
20060413:2106,0,0,0,0,0,19.5,1.59,0
20060413:2206,0,0,0,0,0,19.76,2,0
20060413:2306,0,0,0,0,0,19.69,2.76,0
20060414:0006,0,0,0,0,0,19.42,3.1,0
20060414:0106,0,0,0,0,0,19.43,1.79,0
20060414:0206,0,0,0,0,0,19.1,0.34,0
20060414:0306,0,0,0,0,0,18.51,0.9,0
20060414:0406,0,0,3,0,3.93,18.39,1.66,0
20060414:0506,21.89,0,41,0,18.72,18.69,2.34,0
20060414:0606,106.32,0,146,0,33.47,19.15,2.07,0
20060414:0706,251.15,0,322,0,48.13,19.91,2.14,0
20060414:0806,272.92,0,351,0,62.51,21.01,2,0
20060414:0906,378.86,0,487,0,75.72,21.84,2.34,0
20060414:1006,241.2,0,313,0,80.11,22.54,2.55,0
20060414:1106,137.14,0,186,0,69.08,23.03,2.34,0
20060414:1206,208.61,0,274,0,55.03,23.05,2,0
20060414:1306,217.99,0,287,0,40.47,23.51,1.45,0
20060414:1406,123.47,0,170,0,25.76,23.58,1.72,0
20060414:1506,40.85,0,67,0,10.98,23.21,1.59,0
20060414:1606,0,0,0,0,0,22.46,1.93,0
20060414:1706,0,0,0,0,0,21.59,2.14,0
20060414:1806,0,0,0,0,0,21.09,2.07,0
20060414:1906,0,0,0,0,0,20.98,2.69,0
20060414:2006,0,0,0,0,0,20.93,2.69,0
20060414:2106,0,0,0,0,0,20.89,2.69,0
20060414:2206,0,0,0,0,0,20.73,2.62,0
20060414:2306,0,0,0,0,0,20.61,2.69,0
20060415:0006,0,0,0,0,0,20.41,2.55,0
20060415:0106,0,0,0,0,0,20.43,2.55,0
20060415:0206,0,0,0,0,0,19.59,2.48,0
20060415:0306,0,0,0,0,0,18.96,3.24,0
20060415:0406,0,0,3,0,3.99,19.07,3.17,0
20060415:0506,9.9,0,24,0,18.77,19.81,2.55,0
20060415:0606,25.25,0,46,0,33.5,21.48,3.38,0
20060415:0706,84.35,0,121,0,48.13,22.37,2.97,0
20060415:0806,344.05,0,443,0,62.46,23.04,2.9,0
20060415:0906,146.83,0,198,0,75.54,23.85,3.52,0
20060415:1006,80.09,0,116,0,79.75,22.92,3.24,0
20060415:1106,79.87,0,116,0,68.87,23.41,3.03,0
20060415:1206,80.37,0,117,0,54.89,23.98,2.41,0
20060415:1306,82.86,0,120,0,40.36,23.89,2.62,0
20060415:1406,122.05,0,168,0,25.66,23.65,2.48,0
20060415:1506,47.87,0,76,0,10.9,23.27,2.21,0
20060415:1606,0,0,0,0,0,22.51,2,0
20060415:1706,0,0,0,0,0,21.83,1.52,0
20060415:1806,0,0,0,0,0,21.04,1.72,0
20060415:1906,0,0,0,0,0,20.48,2.41,0
20060415:2006,0,0,0,0,0,20.45,2.34,0
20060415:2106,0,0,0,0,0,20.29,2.28,0
20060415:2206,0,0,0,0,0,20.11,2.28,0
20060415:2306,0,0,0,0,0,20.03,2.41,0
20060416:0006,0,0,0,0,0,20.12,2.48,0
20060416:0106,0,0,0,0,0,20.13,2.41,0
20060416:0206,0,0,0,0,0,20.15,2.76,0
20060416:0306,0,0,0,0,0,19.97,2.97,0
20060416:0406,0,0,3,0,4.05,19.97,2.9,0
20060416:0506,9.87,0,24,0,18.81,20.36,2.28,0
20060416:0606,185.96,0,243,0,33.52,21.11,3.1,0
20060416:0706,189.26,0,248,0,48.12,22.33,3.66,0
20060416:0806,50.27,0,79,0,62.4,23.21,2.69,0
20060416:0906,130.86,0,179,0,75.35,23.9,2.41,0
20060416:1006,105.32,0,148,0,79.4,24.3,2.28,0
20060416:1106,95.52,0,136,0,68.66,24.53,2.55,0
20060416:1206,101.3,0,143,0,54.74,24.59,3.24,0
20060416:1306,116.15,0,160,0,40.25,22.8,3.1,0
20060416:1406,81.61,0,118,0,25.57,22.69,1.86,0
20060416:1506,45.64,0,73,0,10.83,22.72,1.93,0
20060416:1606,0,0,0,0,0,22.03,2.69,0
20060416:1706,0,0,0,0,0,21.59,2.55,0
20060416:1806,0,0,0,0,0,21.36,2.28,0
20060416:1906,0,0,0,0,0,21.26,1.86,0
20060416:2006,0,0,0,0,0,20.83,2.14,0
20060416:2106,0,0,0,0,0,20.9,2.14,0
20060416:2206,0,0,0,0,0,20.52,2.21,0
20060416:2306,0,0,0,0,0,20.48,2.14,0
20060417:0006,0,0,0,0,0,20.18,2.34,0
20060417:0106,0,0,0,0,0,20.03,2.76,0
20060417:0206,0,0,0,0,0,19.8,2.83,0
20060417:0306,0,0,0,0,0,20.09,2.48,0
20060417:0406,0,0,5,0,4.11,20.11,2.14,0
20060417:0506,29.07,0,51,0,18.85,20.76,2.07,0
20060417:0606,143.55,0,193,0,33.54,21.9,2.07,0
20060417:0706,283.32,0,364,0,48.11,21.76,2.69,0
20060417:0806,303.87,0,391,0,62.34,22.63,2.9,0
20060417:0906,170.68,0,227,0,75.16,23.33,2.76,0
20060417:1006,105.98,0,148,0,79.05,23.2,2.62,0
20060417:1106,113.97,0,157,0,68.45,22.46,3.52,0
20060417:1206,108.68,0,150,0,54.6,21.68,3.86,0
20060417:1306,107.56,0,149,0,40.14,21.76,2.62,0
20060417:1406,96.74,0,136,0,25.48,22.03,2.69,0
20060417:1506,45.79,0,73,0,10.76,22.11,2.07,0
20060417:1606,0,0,0,0,0,21.61,2.28,0
20060417:1706,0,0,0,0,0,21.16,2.14,0
20060417:1806,0,0,0,0,0,20.81,1.72,0
20060417:1906,0,0,0,0,0,20.67,2,0
20060417:2006,0,0,0,0,0,20.09,1.66,0
20060417:2106,0,0,0,0,0,21.28,0.55,0
20060417:2206,0,0,0,0,0,20.61,0.28,0
20060417:2306,0,0,0,0,0,20.18,0.34,0
20060418:0006,0,0,0,0,0,18.67,1.31,0
20060418:0106,0,0,0,0,0,18.78,1.59,0
20060418:0206,0,0,0,0,0,19.08,1.24,0
20060418:0306,0,0,0,0,0,19.21,0.41,0
20060418:0406,2.26,0,11,0,4.17,19.02,1.38,0
20060418:0506,18.16,0,36,0,18.89,19.52,1.66,0
20060418:0606,67.05,0,99,0,33.56,20.32,1.72,0
20060418:0706,106.38,0,148,0,48.1,21.38,0.69,0
20060418:0806,128.22,0,176,0,62.27,22.67,0.28,0
20060418:0906,372.69,0,488,0,74.97,23.27,1.03,0
20060418:1006,380.15,0,496,0,78.7,23.92,1.79,0
20060418:1106,356.68,0,464,0,68.24,23.66,1.86,0
20060418:1206,151.79,0,204,0,54.45,23.24,2.48,0
20060418:1306,169.85,0,226,0,40.02,23.11,2.41,0
20060418:1406,93.75,0,133,0,25.4,23.06,2.41,0
20060418:1506,45.61,0,73,0,10.69,22.92,2.28,0
20060418:1606,0,0,0,0,0,22.34,2.76,0
20060418:1706,0,0,0,0,0,21.96,2.55,0
20060418:1806,0,0,0,0,0,21.68,2.14,0
20060418:1906,0,0,0,0,0,21.25,1.86,0
20060418:2006,0,0,0,0,0,20.51,1.38,0
20060418:2106,0,0,0,0,0,21.24,0.76,0
20060418:2206,0,0,0,0,0,20.85,0.76,0
20060418:2306,0,0,0,0,0,19.5,1.1,0
20060419:0006,0,0,0,0,0,18.86,1.03,0
20060419:0106,0,0,0,0,0,18.42,0.9,0
20060419:0206,0,0,0,0,0,18.48,2.14,0
20060419:0306,0,0,0,0,0,18.57,2.14,0
20060419:0406,4.98,0,16,0,4.22,18.88,2.14,0
20060419:0506,9.92,0,24,0,18.93,19.5,2.14,0
20060419:0606,122.09,0,166,0,33.58,20.47,1.79,0
20060419:0706,257.01,0,331,0,48.09,21.54,2.62,0
20060419:0806,343.34,0,442,0,62.2,22.57,2.55,0
20060419:0906,354.88,0,458,0,74.77,23.34,2.76,0
20060419:1006,375.53,0,483,0,78.36,23.18,3.24,0
20060419:1106,222.52,0,290,0,68.02,23.11,3.17,0
20060419:1206,108.52,0,151,0,54.3,22.94,2.41,0
20060419:1306,114.98,0,159,0,39.91,23.08,2.34,0
20060419:1406,73.47,0,108,0,25.31,23.14,2.76,0
20060419:1506,41.76,0,68,0,10.62,22.71,2.28,0
20060419:1606,0,0,0,0,0,21.96,2.55,0
20060419:1706,0,0,0,0,0,21.52,2.21,0
20060419:1806,0,0,0,0,0,21.08,2.28,0
20060419:1906,0,0,0,0,0,20.62,2.55,0
20060419:2006,0,0,0,0,0,20.59,2.55,0
20060419:2106,0,0,0,0,0,20.53,2.41,0
20060419:2206,0,0,0,0,0,20.62,2.34,0
20060419:2306,0,0,0,0,0,20.2,2.41,0
20060420:0006,0,0,0,0,0,20.19,2.41,0
20060420:0106,0,0,0,0,0,20.09,2,0
20060420:0206,0,0,0,0,0,19.65,1.72,0
20060420:0306,0,0,0,0,0,19.08,2.14,0
20060420:0406,0,0,3,0,4.27,18.79,2.28,0
20060420:0506,101.97,0,141,0,18.96,19.53,2.07,0
20060420:0606,120.81,0,164,0,33.59,20.4,2.9,0
20060420:0706,274.91,0,353,0,48.07,22.1,3.38,0
20060420:0806,323.34,0,415,0,62.13,22.59,3.17,0
20060420:0906,155.26,0,207,0,74.56,22.37,3.31,0
20060420:1006,214.18,0,279,0,78.02,22.28,2.83,0
20060420:1106,204.72,0,267,0,67.81,21.95,2.83,0
20060420:1206,271.19,0,350,0,54.16,22.45,2.69,0
20060420:1306,188.85,0,249,0,39.8,22.95,2.55,0
20060420:1406,137.87,0,187,0,25.22,22.82,1.79,0
20060420:1506,41.04,0,67,0,10.55,22.38,1.93,0
20060420:1606,0,0,0,0,0,21.83,2.48,0
20060420:1706,0,0,0,0,0,21.36,2.76,0
20060420:1806,0,0,0,0,0,21.11,2.41,0
20060420:1906,0,0,0,0,0,20.92,2.34,0
20060420:2006,0,0,0,0,0,20.91,2.34,0
20060420:2106,0,0,0,0,0,20.24,3.31,0
20060420:2206,0,0,0,0,0,20.41,2.76,0
20060420:2306,0,0,0,0,0,19.92,2.83,0
20060421:0006,0,0,0,0,0,19.44,3.17,0
20060421:0106,0,0,0,0,0,19.23,2.83,0
20060421:0206,0,0,0,0,0,19.05,2.28,0
20060421:0306,0,0,0,0,0,18.7,0.97,0
20060421:0406,1.31,0,9,0,4.32,18.46,1.72,0
20060421:0506,32.44,0,55,0,18.99,18.93,2.9,0
20060421:0606,99.66,0,138,0,33.6,19.63,3.24,0
20060421:0706,253.64,0,324,0,48.04,19.99,2.97,0
20060421:0806,112.27,0,154,0,62.05,21.1,3.66,0
20060421:0906,52.15,0,81,0,74.35,22.38,4.21,0
20060421:1006,140.36,0,189,0,77.68,22.78,4.14,0
20060421:1106,239.03,0,310,0,67.6,23.31,3.79,0
20060421:1206,138.88,0,188,0,54.01,23.44,3.45,0
20060421:1306,59.81,0,91,0,39.69,23.23,3.1,0
20060421:1406,71.08,0,105,0,25.14,23.14,3.1,0
20060421:1506,42.55,0,69,0,10.49,22.75,2.83,0
20060421:1606,0,0,0,0,0,22.02,2.76,0
20060421:1706,0,0,0,0,0,21.35,2.41,0
20060421:1806,0,0,0,0,0,20.98,2.21,0
20060421:1906,0,0,0,0,0,20.89,2.28,0
20060421:2006,0,0,0,0,0,20.67,2.21,0
20060421:2106,0,0,0,0,0,20.5,2.34,0
20060421:2206,0,0,0,0,0,20.42,2.41,0
20060421:2306,0,0,0,0,0,20.11,2.62,0
20060422:0006,0,0,0,0,0,20.01,2.76,0
20060422:0106,0,0,0,0,0,20.03,2.34,0
20060422:0206,0,0,0,0,0,19.94,2.34,0
20060422:0306,0,0,0,0,0,19.95,2.55,0
20060422:0406,0.45,0,7,0,4.37,19.93,2.9,0
20060422:0506,53.27,0,82,0,19.02,20.92,2.97,0
20060422:0606,182.75,0,240,0,33.6,22.21,3.59,0
20060422:0706,265.26,0,341,0,48.02,22.3,3.66,0
20060422:0806,335.17,0,428,0,61.97,22.5,4.07,0
20060422:0906,376.59,0,478,0,74.14,21.59,4.28,0
20060422:1006,386.61,0,492,0,77.35,21.05,3.31,0
20060422:1106,334.59,0,427,0,67.38,21.56,3.24,0
20060422:1206,206.79,0,269,0,53.87,21.85,3.31,0
20060422:1306,96.65,0,136,0,39.59,22.11,2.41,0
20060422:1406,141.17,0,190,0,25.06,22.13,2.69,0
20060422:1506,41.17,0,67,0,10.43,21.88,2.55,0
20060422:1606,0,0,0,0,0,21.53,2.41,0
20060422:1706,0,0,0,0,0,21.28,2.14,0
20060422:1806,0,0,0,0,0,20.97,2.28,0
20060422:1906,0,0,0,0,0,21.03,2.97,0
20060422:2006,0,0,0,0,0,21,2.83,0
20060422:2106,0,0,0,0,0,20.88,2.76,0
20060422:2206,0,0,0,0,0,20.74,2.76,0
20060422:2306,0,0,0,0,0,20.66,2.48,0
20060423:0006,0,0,0,0,0,20.46,2.62,0
20060423:0106,0,0,0,0,0,19.28,2.97,0
20060423:0206,0,0,0,0,0,19.13,2,0
20060423:0306,0,0,0,0,0,19.53,1.38,0
20060423:0406,0,0,5,0,4.42,19.25,1.66,0
20060423:0506,36.2,0,60,0,19.05,19.37,1.79,0
20060423:0606,141.37,0,189,0,33.61,20.53,2.48,0
20060423:0706,276.31,0,355,0,47.99,21.55,2.62,0
20060423:0806,337.9,0,435,0,61.88,22.57,2.55,0
20060423:0906,374.29,0,481,0,73.92,22.93,3.17,0
20060423:1006,362.72,0,464,0,77.02,22.11,3.24,0
20060423:1106,184.74,0,243,0,67.17,21.94,2.34,0
20060423:1206,126.09,0,172,0,53.72,22.1,1.93,0
20060423:1306,91.51,0,130,0,39.48,22.44,2,0
20060423:1406,72.66,0,107,0,24.97,22.81,1.79,0
20060423:1506,42.5,0,69,0,10.37,22.59,1.17,0
20060423:1606,0,0,0,0,0,21.88,1.79,0
20060423:1706,0,0,0,0,0,20.97,1.72,0
20060423:1806,0,0,0,0,0,20.22,1.66,0
20060423:1906,0,0,0,0,0,19.87,1.93,0
20060423:2006,0,0,0,0,0,19.59,2.28,0
20060423:2106,0,0,0,0,0,19.47,2.28,0
20060423:2206,0,0,0,0,0,19.28,1.86,0
20060423:2306,0,0,0,0,0,19.11,1.24,0
20060424:0006,0,0,0,0,0,18.91,1.03,0
20060424:0106,0,0,0,0,0,18.67,0.97,0
20060424:0206,0,0,0,0,0,18.67,1.52,0
20060424:0306,0,0,0,0,0,18.85,2.34,0
20060424:0406,0,0,3,0,4.46,19.11,2.9,0
20060424:0506,9.89,0,24,0,19.07,20.05,2.97,0
20060424:0606,74.14,0,108,0,33.61,21.49,3.38,0
20060424:0706,255.48,0,329,0,47.95,22.35,3.66,0
20060424:0806,342.26,0,439,0,61.79,22.86,3.45,0
20060424:0906,369.78,0,476,0,73.7,23.61,3.45,0
20060424:1006,242.12,0,315,0,76.69,23.92,3.52,0
20060424:1106,335.36,0,433,0,66.96,24.19,3.45,0
20060424:1206,306.07,0,395,0,53.58,23.83,3.45,0
20060424:1306,218.54,0,286,0,39.37,23.69,3.03,0
20060424:1406,139.34,0,189,0,24.89,23.56,2.62,0
20060424:1506,33.23,0,57,0,10.31,23.11,2.14,0
20060424:1606,0,0,0,0,0,22.59,1.93,0
20060424:1706,0,0,0,0,0,21.98,2.28,0
20060424:1806,0,0,0,0,0,21.46,2.21,0
20060424:1906,0,0,0,0,0,21.01,2,0
20060424:2006,0,0,0,0,0,20.46,1.72,0
20060424:2106,0,0,0,0,0,20.03,1.79,0
20060424:2206,0,0,0,0,0,20.13,2.34,0
20060424:2306,0,0,0,0,0,20.09,2.28,0
20060425:0006,0,0,0,0,0,19.99,2,0
20060425:0106,0,0,0,0,0,19.96,2,0
20060425:0206,0,0,0,0,0,19.94,2.07,0
20060425:0306,0,0,0,0,0,19.79,2.07,0
20060425:0406,1.76,0,10,0,4.5,19.75,2.28,0
20060425:0506,68.88,0,101,0,19.09,20.07,2.76,0
20060425:0606,178.75,0,234,0,33.6,20.8,3.03,0
20060425:0706,57.67,0,88,0,47.92,22.43,3.38,0
20060425:0806,299.5,0,385,0,61.69,23.03,3.59,0
20060425:0906,304.58,0,391,0,73.48,22.76,3.52,0
20060425:1006,381.45,0,489,0,76.36,22.73,3.45,0
20060425:1106,112.81,0,156,0,66.75,22.83,2.97,0
20060425:1206,87.37,0,125,0,53.44,22.67,2.21,0
20060425:1306,87.38,0,125,0,39.27,22.82,2.69,0
20060425:1406,75.26,0,110,0,24.82,22.52,2.28,0
20060425:1506,40.23,0,66,0,10.25,22.56,2.07,0
20060425:1606,0,0,0,0,0,21.96,2.21,0
20060425:1706,0,0,0,0,0,21.38,2.48,0
20060425:1806,0,0,0,0,0,21.16,2.34,0
20060425:1906,0,0,0,0,0,21.02,2.83,0
20060425:2006,0,0,0,0,0,20.95,2.9,0
20060425:2106,0,0,0,0,0,20.83,2.76,0
20060425:2206,0,0,0,0,0,20.57,2.21,0
20060425:2306,0,0,0,0,0,20.25,1.93,0
20060426:0006,0,0,0,0,0,19.46,1.79,0
20060426:0106,0,0,0,0,0,18.76,3.24,0
20060426:0206,0,0,0,0,0,19.18,2.07,0
20060426:0306,0,0,0,0,0,19.45,1.31,0
20060426:0406,3.83,0,14,0,4.54,19.56,1.72,0
20060426:0506,79.22,0,114,0,19.11,20.24,1.17,0
20060426:0606,86.14,0,123,0,33.6,21.47,1.59,0
20060426:0706,103.93,0,145,0,47.88,22.07,1.86,0
20060426:0806,124.79,0,171,0,61.59,23.04,2.21,0
20060426:0906,121.28,0,167,0,73.26,23.66,2.69,0
20060426:1006,177.89,0,235,0,76.05,22.41,2.55,0
20060426:1106,303.87,0,392,0,66.54,22.37,2.21,0
20060426:1206,199.81,0,262,0,53.29,22.63,2.62,0
20060426:1306,120.94,0,166,0,39.17,22.89,2.76,0
20060426:1406,124.95,0,171,0,24.74,23.28,3.24,0
20060426:1506,31.79,0,55,0,10.19,22.81,2.97,0
20060426:1606,0,0,0,0,0,22.42,3.1,0
20060426:1706,0,0,0,0,0,22.21,2.97,0
20060426:1806,0,0,0,0,0,22.02,3.1,0
20060426:1906,0,0,0,0,0,21.79,3.17,0
20060426:2006,0,0,0,0,0,21.62,3.1,0
20060426:2106,0,0,0,0,0,21.18,2.83,0
20060426:2206,0,0,0,0,0,20.57,2.83,0
20060426:2306,0,0,0,0,0,19.62,3.31,0
20060427:0006,0,0,0,0,0,19.23,2.9,0
20060427:0106,0,0,0,0,0,19.36,2,0
20060427:0206,0,0,0,0,0,19.6,1.31,0
20060427:0306,0,0,0,0,0,19.4,2.55,0
20060427:0406,7.38,0,20,0,4.58,19.29,3.1,0
20060427:0506,51.87,0,80,0,19.13,20.21,3.17,0
20060427:0606,199.69,0,259,0,33.59,21.15,4.07,0
20060427:0706,216.79,0,281,0,47.83,22.02,3.79,0
20060427:0806,217.48,0,283,0,61.49,22.92,3.79,0
20060427:0906,240.05,0,311,0,73.03,23.4,4.21,0
20060427:1006,264.73,0,342,0,75.73,23.93,4.48,0
20060427:1106,127.34,0,174,0,66.33,24.03,4.97,0
20060427:1206,130.76,0,178,0,53.15,23.92,5.24,0
20060427:1306,128.9,0,176,0,39.07,24.06,4.62,0
20060427:1406,76.75,0,112,0,24.66,23.52,4.76,0
20060427:1506,40.96,0,67,0,10.14,23.14,3.93,0
20060427:1606,0,0,0,0,0,22.34,3.24,0
20060427:1706,0,0,0,0,0,21.79,3.1,0
20060427:1806,0,0,0,0,0,21.53,3.1,0
20060427:1906,0,0,0,0,0,21.44,3.03,0
20060427:2006,0,0,0,0,0,21.39,2.9,0
20060427:2106,0,0,0,0,0,21.23,2.62,0
20060427:2206,0,0,0,0,0,20.86,2.28,0
20060427:2306,0,0,0,0,0,20.21,2.62,0
20060428:0006,0,0,0,0,0,19.78,3.52,0
20060428:0106,0,0,0,0,0,19.45,2.9,0
20060428:0206,0,0,0,0,0,19.63,2.21,0
20060428:0306,0,0,0,0,0,19.67,1.93,0
20060428:0406,11.24,0,26,0,4.62,19.45,1.59,0
20060428:0506,85.8,0,122,0,19.14,20.19,1.24,0
20060428:0606,106.69,0,148,0,33.58,21.18,1.31,0
20060428:0706,220.5,0,288,0,47.79,22.87,2.41,0
20060428:0806,243.75,0,317,0,61.38,23.47,2.97,0
20060428:0906,129.41,0,177,0,72.81,24.21,3.72,0
20060428:1006,146.25,0,197,0,75.42,23.92,4.48,0
20060428:1106,207.98,0,272,0,66.12,23.87,4.62,0
20060428:1206,106.98,0,149,0,53.02,23.53,4.55,0
20060428:1306,139.94,0,189,0,38.97,23.71,5.03,0
20060428:1406,87.41,0,125,0,24.59,23.36,4.83,0
20060428:1506,41.03,0,67,0,10.09,22.88,4.55,0
20060428:1606,0,0,0,0,0,22.31,4.07,0
20060428:1706,0,0,0,0,0,21.85,4.14,0
20060428:1806,0,0,0,0,0,21.71,4,0
20060428:1906,0,0,0,0,0,21.4,3.45,0
20060428:2006,0,0,0,0,0,21.37,3.24,0
20060428:2106,0,0,0,0,0,21.3,2.97,0
20060428:2206,0,0,0,0,0,21.13,2.83,0
20060428:2306,0,0,0,0,0,20.69,3.31,0
20060429:0006,0,0,0,0,0,20.15,4,0
20060429:0106,0,0,0,0,0,20.34,4.21,0
20060429:0206,0,0,0,0,0,20.19,4.34,0
20060429:0306,0,0,0,0,0,20.17,4.21,0
20060429:0406,0,0,4,0,4.65,20.29,3.86,0
20060429:0506,9.83,0,24,0,19.15,21.13,3.66,0
20060429:0606,197.27,0,257,0,33.56,22.29,4.76,0
20060429:0706,218.92,0,284,0,47.74,23.23,5.45,0
20060429:0806,102.84,0,144,0,61.27,23.85,5.59,0
20060429:0906,354.15,0,453,0,72.58,24.16,5.52,0
20060429:1006,176.67,0,234,0,75.11,24.25,5.17,0
20060429:1106,87.78,0,126,0,65.92,24.33,4.62,0
20060429:1206,112.33,0,156,0,52.88,24.26,4.55,0
20060429:1306,99.24,0,140,0,38.87,24.11,4.14,0
20060429:1406,71.74,0,106,0,24.52,23.74,3.86,0
20060429:1506,34.77,0,59,0,10.04,23.21,3.24,0
20060429:1606,0,0,0,0,0,22.35,3.31,0
20060429:1706,0,0,0,0,0,21.86,3.52,0
20060429:1806,0,0,0,0,0,21.61,3.45,0
20060429:1906,0,0,0,0,0,21.43,3.52,0
20060429:2006,0,0,0,0,0,21.08,3.72,0
20060429:2106,0,0,0,0,0,20.55,3.79,0
20060429:2206,0,0,0,0,0,20.08,3.59,0
20060429:2306,0,0,0,0,0,20.11,3.24,0
20060430:0006,0,0,0,0,0,20.02,3.31,0
20060430:0106,0,0,0,0,0,19.81,3.45,0
20060430:0206,0,0,0,0,0,19.76,3.72,0
20060430:0306,0,0,0,0,0,19.95,3.52,0
20060430:0406,0,0,4,0,4.68,20.28,3.38,0
20060430:0506,49.22,0,77,0,19.16,21.18,2.97,0
20060430:0606,133.61,0,181,0,33.55,22.63,3.31,0
20060430:0706,135.46,0,184,0,47.68,23.69,3.59,0
20060430:0806,267.58,0,347,0,61.16,24.17,3.59,0
20060430:0906,151.96,0,205,0,72.35,24.76,3.72,0
20060430:1006,45.44,0,73,0,74.81,23.89,3.45,0
20060430:1106,168.82,0,225,0,65.71,23.92,3.31,0
20060430:1206,214.35,0,281,0,52.74,24.11,3.45,0
20060430:1306,119.6,0,165,0,38.77,24.14,3.66,0
20060430:1406,136.17,0,185,0,24.45,23.86,3.59,0
20060430:1506,7.2,0,20,0,9.99,23.29,3.24,0
20060430:1606,0,0,0,0,0,22.69,3.03,0
20060430:1706,0,0,0,0,0,22.31,2.69,0
20060430:1806,0,0,0,0,0,21.97,2.41,0
20060430:1906,0,0,0,0,0,21.68,2.62,0
20060430:2006,0,0,0,0,0,21.5,2.62,0
20060430:2106,0,0,0,0,0,21.33,2.48,0
20060430:2206,0,0,0,0,0,21.13,2.28,0
20060430:2306,0,0,0,0,0,20.97,2.14,0
20060501:0006,0,0,0,0,0,20.8,1.86,0
20060501:0106,0,0,0,0,0,20.28,2.97,0
20060501:0206,0,0,0,0,0,20.14,3.1,0
20060501:0306,0,0,0,0,0,19.98,2.48,0
20060501:0406,10.55,0,25,0,4.7,19.91,2.41,0
20060501:0506,85.94,0,122,0,19.17,20.4,2.48,0
20060501:0606,45.17,0,72,0,33.53,21.6,3.17,0
20060501:0706,141.11,0,190,0,47.63,22.11,2.48,0
20060501:0806,100.96,0,141,0,61.05,21.91,2.97,0
20060501:0906,57.48,0,88,0,72.12,22.83,2.34,0
20060501:1006,206.02,0,271,0,74.51,23.4,2.21,0
20060501:1106,339.27,0,440,0,65.51,23.81,2.34,0
20060501:1206,147.1,0,199,0,52.61,23.81,2.07,0
20060501:1306,153.64,0,207,0,38.68,24,2.41,0
20060501:1406,133.49,0,182,0,24.39,23.69,2.55,0
20060501:1506,40.93,0,67,0,9.95,22.98,2.28,0
20060501:1606,0,0,0,0,0,22.77,1.79,0
20060501:1706,0,0,0,0,0,22.24,2.14,0
20060501:1806,0,0,0,0,0,21.92,2.28,0
20060501:1906,0,0,0,0,0,21.71,3.03,0
20060501:2006,0,0,0,0,0,21.57,2.83,0
20060501:2106,0,0,0,0,0,21.16,3.52,0
20060501:2206,0,0,0,0,0,20.28,4.41,0
20060501:2306,0,0,0,0,0,20.57,4.48,0
20060502:0006,0,0,0,0,0,20.73,4.14,0
20060502:0106,0,0,0,0,0,20.85,3.93,0
20060502:0206,0,0,0,0,0,20.64,3.93,0
