time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20060322:2106,0,0,0,0,0,20.28,1.03,0
20060322:2206,0,0,0,0,0,19.74,1.17,0
20060322:2306,0,0,0,0,0,19.02,1.31,0
20060323:0006,0,0,0,0,0,18.23,1.59,0
20060323:0106,0,0,0,0,0,18.29,1.38,0
20060323:0206,0,0,0,0,0,18.3,1.31,0
20060323:0306,0,0,0,0,0,18.34,1.86,0
20060323:0406,0,0,0,0,0,18.59,1.52,0
20060323:0506,61.57,0,92,0,17.26,19.38,0.83,0
20060323:0606,132.78,0,180,0,32.26,21.31,1.03,0
20060323:0706,260.95,0,341,0,47.26,22.74,0.97,0
20060323:0806,345.68,0,448,0,62.25,22.74,1.72,0
20060323:0906,372.09,0,482,0,77.24,23.34,2.28,0
20060323:1006,389.98,0,505,0,87.64,23.32,2.41,0
20060323:1106,360.27,0,467,0,72.73,23.75,2.41,0
20060323:1206,223.95,0,293,0,57.74,23.92,3.03,0
20060323:1306,192.95,0,255,0,42.74,23.99,2.83,0
20060323:1406,137.53,0,187,0,27.74,23.62,2.28,0
20060323:1506,60.47,0,92,0,12.75,23.35,1.93,0
20060323:1606,0,0,0,0,0,22.7,1.79,0
20060323:1706,0,0,0,0,0,21.99,1.72,0
20060323:1806,0,0,0,0,0,21.45,2.41,0
20060323:1906,0,0,0,0,0,21.61,2.62,0
20060323:2006,0,0,0,0,0,21.54,2.21,0
20060323:2106,0,0,0,0,0,21.21,2.14,0
20060323:2206,0,0,0,0,0,20.97,2.28,0
20060323:2306,0,0,0,0,0,20.51,2.41,0
20060324:0006,0,0,0,0,0,20.26,2.48,0
20060324:0106,0,0,0,0,0,19.8,2.28,0
20060324:0206,0,0,0,0,0,19.48,2.21,0
20060324:0306,0,0,0,0,0,18.94,1.93,0
20060324:0406,1.78,0,10,0,2.34,18.61,1.59,0
20060324:0506,82.73,0,118,0,17.34,19.27,0.48,0
20060324:0606,91.19,0,129,0,32.33,20.84,0.97,0
20060324:0706,84.4,0,121,0,47.33,21.36,0.83,0
20060324:0806,0,0,0,0,0,22.21,0.9,0
20060324:0906,208.4,0,275,0,77.29,23.27,1.24,0
20060324:1006,385.9,0,503,0,87.42,23.53,1.72,0
20060324:1106,378.96,0,491,0,72.63,23,2.07,0
20060324:1206,317.64,0,413,0,57.65,22.43,1.1,0
20060324:1306,191.83,0,254,0,42.66,22.67,0.97,0
20060324:1406,144.98,0,196,0,27.66,22.87,1.38,0
20060324:1506,56.6,0,87,0,12.67,22.85,1.45,0
20060324:1606,0,0,0,0,0,22.29,1.52,0
20060324:1706,0,0,0,0,0,21.77,1.79,0
20060324:1806,0,0,0,0,0,21.05,0.97,0
20060324:1906,0,0,0,0,0,21.31,2.28,0
20060324:2006,0,0,0,0,0,21.2,2.14,0
20060324:2106,0,0,0,0,0,20.77,1.66,0
20060324:2206,0,0,0,0,0,20.12,1.45,0
20060324:2306,0,0,0,0,0,19.83,1.45,0
20060325:0006,0,0,0,0,0,19.37,1.59,0
20060325:0106,0,0,0,0,0,19.44,1.59,0
20060325:0206,0,0,0,0,0,19.68,2,0
20060325:0306,0,0,0,0,0,20,2.21,0
20060325:0406,0.85,0,8,0,2.43,20.11,1.93,0
20060325:0506,46.13,0,73,0,17.42,20.46,1.31,0
20060325:0606,141.64,0,191,0,32.41,22.1,1.79,0
20060325:0706,225.62,0,295,0,47.4,22.54,1.59,0
20060325:0806,284.02,0,369,0,62.38,22.99,1.72,0
20060325:0906,196.1,0,259,0,77.33,23.32,1.86,0
20060325:1006,62.02,0,94,0,87.16,23.68,2.55,0
20060325:1106,133.87,0,182,0,72.52,23.33,2.97,0
20060325:1206,114.01,0,158,0,57.56,23.28,2.21,0
20060325:1306,137.39,0,187,0,42.57,23.52,1.79,0
20060325:1406,161.01,0,216,0,27.58,23.35,1.59,0
20060325:1506,54.11,0,84,0,12.59,23.15,1.1,0
20060325:1606,0,0,0,0,0,22.59,0.97,0
20060325:1706,0,0,0,0,0,21.71,1.24,0
20060325:1806,0,0,0,0,0,21.66,0.83,0
20060325:1906,0,0,0,0,0,20.74,1.1,0
20060325:2006,0,0,0,0,0,19.87,1.45,0
20060325:2106,0,0,0,0,0,19.66,1.45,0
20060325:2206,0,0,0,0,0,20.08,1.17,0
20060325:2306,0,0,0,0,0,19.58,1.45,0
20060326:0006,0,0,0,0,0,19.9,1.66,0
20060326:0106,0,0,0,0,0,20.32,1.93,0
20060326:0206,0,0,0,0,0,20.39,2,0
20060326:0306,0,0,0,0,0,20.46,2.41,0
20060326:0406,0.45,0,7,0,2.51,20.63,2.07,0
20060326:0506,32.84,0,56,0,17.49,20.83,1.52,0
20060326:0606,192.32,0,253,0,32.48,22.36,2.07,0
20060326:0706,108.23,0,150,0,47.47,22.05,2.62,0
20060326:0806,213.64,0,279,0,62.44,22.69,2.69,0
20060326:0906,144.64,0,194,0,77.36,22.07,3.03,0
20060326:1006,73.1,0,107,0,86.88,21.95,2.83,0
20060326:1106,64.75,0,97,0,72.41,22.42,1.79,0
20060326:1206,92.07,0,131,0,57.46,22.93,1.86,0
20060326:1306,108.97,0,152,0,42.48,23.31,1.79,0
20060326:1406,95,0,135,0,27.5,23.42,1.45,0
20060326:1506,48.59,0,77,0,12.51,23.21,1.03,0
20060326:1606,0,0,0,0,0,22.64,0.97,0
20060326:1706,0,0,0,0,0,21.95,1.52,0
20060326:1806,0,0,0,0,0,21.35,1.66,0
20060326:1906,0,0,0,0,0,20.89,1.59,0
20060326:2006,0,0,0,0,0,20.63,1.17,0
20060326:2106,0,0,0,0,0,21.04,0.9,0
20060326:2206,0,0,0,0,0,19.44,1.38,0
20060326:2306,0,0,0,0,0,19.01,1.45,0
20060327:0006,0,0,0,0,0,19.34,1.79,0
20060327:0106,0,0,0,0,0,19.12,1.72,0
20060327:0206,0,0,0,0,0,18.96,1.24,0
20060327:0306,0,0,0,0,0,18.68,0.69,0
20060327:0406,0,0,5,0,2.59,18.69,1.52,0
20060327:0506,51.25,0,79,0,17.57,18.83,0.69,0
20060327:0606,167.6,0,222,0,32.55,19.87,0.21,0
20060327:0706,201.13,0,262,0,47.53,20.84,2.07,0
20060327:0806,352.98,0,450,0,62.49,21.48,3.31,0
20060327:0906,374.59,0,480,0,77.37,22.17,3.03,0
20060327:1006,378.42,0,489,0,86.57,22.69,2.21,0
20060327:1106,335.69,0,433,0,72.29,22.51,2.21,0
20060327:1206,225.13,0,292,0,57.36,21.15,1.93,0
20060327:1306,165.14,0,219,0,42.39,21.42,1.79,0
20060327:1406,100.86,0,141,0,27.41,21.71,2,0
20060327:1506,42.74,0,69,0,12.43,21.66,1.72,0
20060327:1606,0,0,0,0,0,21.28,1.93,0
20060327:1706,0,0,0,0,0,20.66,2.62,0
20060327:1806,0,0,0,0,0,20.59,3.03,0
20060327:1906,0,0,0,0,0,20.96,3.17,0
20060327:2006,0,0,0,0,0,20.91,3.1,0
20060327:2106,0,0,0,0,0,20.85,3.03,0
20060327:2206,0,0,0,0,0,20.71,2.97,0
20060327:2306,0,0,0,0,0,20.57,2.76,0
20060328:0006,0,0,0,0,0,20.42,2.55,0
20060328:0106,0,0,0,0,0,20.35,2.41,0
20060328:0206,0,0,0,0,0,19.87,2.48,0
20060328:0306,0,0,0,0,0,19.55,2.62,0
20060328:0406,3.29,0,13,0,2.67,19.36,2.9,0
20060328:0506,94.37,0,132,0,17.65,20,2.48,0
20060328:0606,54.13,0,83,0,32.62,20.53,2.21,0
20060328:0706,83.11,0,119,0,47.59,21.54,3.31,0
20060328:0806,127.2,0,173,0,62.54,22.34,3.31,0
20060328:0906,379.15,0,486,0,77.38,22.8,3.52,0
20060328:1006,194.28,0,254,0,86.24,22.04,3.31,0
20060328:1106,290.18,0,374,0,72.16,22.25,2.41,0
20060328:1206,165.09,0,220,0,57.25,22.65,2,0
20060328:1306,104.41,0,146,0,42.3,22.86,2.14,0
20060328:1406,96.96,0,137,0,27.32,23.03,2.07,0
20060328:1506,47.17,0,75,0,12.35,22.75,1.52,0
20060328:1606,0,0,0,0,0,22.15,1.24,0
20060328:1706,0,0,0,0,0,21.25,1.72,0
20060328:1806,0,0,0,0,0,20.54,2,0
20060328:1906,0,0,0,0,0,20.67,2.41,0
20060328:2006,0,0,0,0,0,20.43,2.28,0
20060328:2106,0,0,0,0,0,20.21,2.41,0
20060328:2206,0,0,0,0,0,20.04,2.41,0
20060328:2306,0,0,0,0,0,19.91,2.21,0
20060329:0006,0,0,0,0,0,19.42,1.79,0
20060329:0106,0,0,0,0,0,19.24,1.1,0
20060329:0206,0,0,0,0,0,18.64,2.21,0
20060329:0306,0,0,0,0,0,19.35,2.69,0
20060329:0406,1.76,0,10,0,2.75,19.61,2.07,0
20060329:0506,60.6,0,91,0,17.72,20.14,1.38,0
20060329:0606,85.49,0,122,0,32.69,21.3,2.07,0
20060329:0706,260.44,0,335,0,47.65,21.51,2.76,0
20060329:0806,85.05,0,121,0,62.58,20.58,2.55,0
20060329:0906,184.27,0,242,0,77.37,21.17,1.86,0
20060329:1006,233.03,0,304,0,85.9,22.21,1.45,0
20060329:1106,371.79,0,486,0,72.02,23.09,1.1,0
20060329:1206,265.2,0,347,0,57.15,23.59,1.31,0
20060329:1306,98.11,0,139,0,42.2,23.85,1.72,0
20060329:1406,95.65,0,136,0,27.24,23.87,1.66,0
20060329:1506,40.04,0,66,0,12.26,23.36,1.45,0
20060329:1606,0,0,0,0,0,22.47,0.69,0
20060329:1706,0,0,0,0,0,21.64,0.48,0
20060329:1806,0,0,0,0,0,20.42,1.03,0
20060329:1906,0,0,0,0,0,19.84,2.14,0
20060329:2006,0,0,0,0,0,19.68,2.07,0
20060329:2106,0,0,0,0,0,19.45,2,0
20060329:2206,0,0,0,0,0,19.36,2.21,0
20060329:2306,0,0,0,0,0,19.55,2.41,0
20060330:0006,0,0,0,0,0,19.37,1.86,0
20060330:0106,0,0,0,0,0,19.84,0.48,0
20060330:0206,0,0,0,0,0,19.87,0.34,0
20060330:0306,0,0,0,0,0,19.96,0.14,0
20060330:0406,0,0,2,0,2.83,19.84,0.62,0
20060330:0506,8.6,0,22,0,17.8,19.92,1.03,0
20060330:0606,149.18,0,199,0,32.76,20.86,1.93,0
20060330:0706,245.91,0,319,0,47.71,22.38,2.28,0
20060330:0806,205.7,0,270,0,62.62,22.85,2.14,0
20060330:0906,242.42,0,317,0,77.34,23.53,1.86,0
20060330:1006,325.11,0,424,0,85.55,23.95,1.66,0
20060330:1106,363.39,0,474,0,71.87,24.15,1.86,0
20060330:1206,163.86,0,220,0,57.03,24.01,1.79,0
20060330:1306,122.56,0,169,0,42.1,23.78,1.79,0
20060330:1406,103,0,145,0,27.15,23.73,1.59,0
20060330:1506,54.85,0,85,0,12.18,23.31,1.03,0
20060330:1606,0,0,0,0,0,22.52,0.9,0
20060330:1706,0,0,0,0,0,21.38,1.1,0
20060330:1806,0,0,0,0,0,20.53,1.59,0
20060330:1906,0,0,0,0,0,19.98,1.24,0
20060330:2006,0,0,0,0,0,20.92,0.69,0
20060330:2106,0,0,0,0,0,20.58,0.76,0
20060330:2206,0,0,0,0,0,19.45,1.1,0
20060330:2306,0,0,0,0,0,19.04,1.24,0
20060331:0006,0,0,0,0,0,19.56,1.03,0
20060331:0106,0,0,0,0,0,20.64,0.55,0
20060331:0206,0,0,0,0,0,20.57,0.07,0
20060331:0306,0,0,0,0,0,20.28,0.21,0
20060331:0406,3.81,0,14,0,2.91,20.22,0.41,0
20060331:0506,8.59,0,22,0,17.87,20.15,1.59,0
20060331:0606,109.89,0,152,0,32.82,21.99,2.55,0
20060331:0706,256.49,0,331,0,47.76,22.15,2.83,0
20060331:0806,325.41,0,421,0,62.65,23.01,2.14,0
20060331:0906,283.8,0,370,0,77.31,23.62,1.66,0
20060331:1006,80.97,0,118,0,85.2,24.29,1.93,0
20060331:1106,198.3,0,262,0,71.72,23.96,2.34,0
20060331:1206,151.2,0,204,0,56.92,23.9,2.28,0
20060331:1306,82.69,0,120,0,42,23.94,1.72,0
20060331:1406,102.18,0,144,0,27.06,23.66,1.45,0
20060331:1506,45.48,0,73,0,12.1,23.19,1.17,0
20060331:1606,0,0,0,0,0,22.49,0.55,0
20060331:1706,0,0,0,0,0,21.31,0.9,0
20060331:1806,0,0,0,0,0,20.65,1.03,0
20060331:1906,0,0,0,0,0,19.85,1.52,0
20060331:2006,0,0,0,0,0,19.68,1.45,0
20060331:2106,0,0,0,0,0,20.01,1.17,0
20060331:2206,0,0,0,0,0,20.49,1.03,0
20060331:2306,0,0,0,0,0,19.36,1.24,0
20060401:0006,0,0,0,0,0,18.75,1.38,0
20060401:0106,0,0,0,0,0,18.12,1.45,0
20060401:0206,0,0,0,0,0,18.13,1.72,0
20060401:0306,0,0,0,0,0,18.71,2.21,0
20060401:0406,0.09,0,6,0,2.99,18.67,1.93,0
20060401:0506,91.57,0,129,0,17.94,19.74,0.55,0
20060401:0606,192.83,0,255,0,32.88,21.88,0.48,0
20060401:0706,262.85,0,345,0,47.81,23.59,0.9,0
20060401:0806,104.5,0,147,0,62.67,24.04,1.72,0
20060401:0906,79.26,0,116,0,77.27,24.57,2,0
20060401:1006,229.7,0,302,0,84.84,24.79,2.48,0
20060401:1106,147.08,0,198,0,71.56,22.84,2.28,0
20060401:1206,137.07,0,186,0,56.8,22.79,1.79,0
20060401:1306,105.12,0,147,0,41.9,22.81,1.66,0
20060401:1406,79.85,0,116,0,26.97,22.86,1.45,0
20060401:1506,48.75,0,77,0,12.02,22.67,1.38,0
20060401:1606,0,0,0,0,0,22.29,1.31,0
20060401:1706,0,0,0,0,0,21.68,1.38,0
20060401:1806,0,0,0,0,0,21.28,1.79,0
20060401:1906,0,0,0,0,0,20.57,1.52,0
20060401:2006,0,0,0,0,0,19.97,1.59,0
20060401:2106,0,0,0,0,0,20.12,1.24,0
20060401:2206,0,0,0,0,0,19.5,1.31,0
20060401:2306,0,0,0,0,0,18.88,1.66,0
20060402:0006,0,0,0,0,0,19.28,2.28,0
20060402:0106,0,0,0,0,0,18.85,1.93,0
20060402:0206,0,0,0,0,0,18.51,1.24,0
20060402:0306,0,0,0,0,0,18.54,1.52,0
20060402:0406,2.27,0,11,0,3.07,18.43,1.79,0
20060402:0506,77.46,0,111,0,18.01,18.71,1.79,0
20060402:0606,181.65,0,238,0,32.94,19.87,1.24,0
20060402:0706,279.98,0,365,0,47.85,21.96,0.62,0
20060402:0806,165.03,0,221,0,62.69,22.85,0.97,0
20060402:0906,90.95,0,130,0,77.21,23.47,1.59,0
20060402:1006,203.85,0,269,0,84.48,24.07,2.34,0
20060402:1106,372.17,0,478,0,71.4,23.3,3.59,0
20060402:1206,104.51,0,145,0,56.68,21.7,3.72,0
20060402:1306,114.73,0,158,0,41.8,22.16,2.55,0
20060402:1406,103.96,0,145,0,26.87,22.29,2.48,0
20060402:1506,52.88,0,82,0,11.93,22.29,2.69,0
20060402:1606,0,0,0,0,0,21.88,2.9,0
20060402:1706,0,0,0,0,0,21.82,2.41,0
20060402:1806,0,0,0,0,0,21.46,2.41,0
20060402:1906,0,0,0,0,0,21.45,2.62,0
20060402:2006,0,0,0,0,0,21.29,2.48,0
20060402:2106,0,0,0,0,0,20.91,1.86,0
20060402:2206,0,0,0,0,0,20.91,0.83,0
20060402:2306,0,0,0,0,0,21.06,0.34,0
20060403:0006,0,0,0,0,0,19.71,0.55,0
20060403:0106,0,0,0,0,0,18.19,1.45,0
20060403:0206,0,0,0,0,0,18.17,1.72,0
20060403:0306,0,0,0,0,0,18.38,1.59,0
20060403:0406,1.31,0,9,0,3.14,18.67,2.21,0
20060403:0506,96.85,0,135,0,18.08,19.43,1.24,0
20060403:0606,195.85,0,257,0,33,20.4,0.48,0
20060403:0706,109.2,0,151,0,47.9,21.19,1.45,0
20060403:0806,73.17,0,107,0,62.71,21.7,2.62,0
20060403:0906,149.65,0,199,0,77.14,21.11,3.52,0
20060403:1006,100.8,0,140,0,84.11,20.43,2.55,0
20060403:1106,172.59,0,227,0,71.23,21.22,3.03,0
20060403:1206,109.78,0,152,0,56.55,22.25,2.69,0
20060403:1306,157.99,0,211,0,41.69,22.72,2.62,0
20060403:1406,146.37,0,197,0,26.78,22.81,2.48,0
20060403:1506,51.2,0,80,0,11.85,22.67,2.69,0
20060403:1606,0,0,0,0,0,21.86,2.62,0
20060403:1706,0,0,0,0,0,21.26,2.14,0
20060403:1806,0,0,0,0,0,20.93,2.14,0
20060403:1906,0,0,0,0,0,20.65,1.72,0
20060403:2006,0,0,0,0,0,21.37,0.62,0
20060403:2106,0,0,0,0,0,19.17,1.38,0
20060403:2206,0,0,0,0,0,18.85,1.59,0
20060403:2306,0,0,0,0,0,18.74,1.86,0
20060404:0006,0,0,0,0,0,18.82,1.93,0
20060404:0106,0,0,0,0,0,18.62,1.79,0
20060404:0206,0,0,0,0,0,18.36,1.17,0
20060404:0306,0,0,0,0,0,18.15,1.1,0
20060404:0406,5.6,0,17,0,3.22,18.07,0.97,0
20060404:0506,97.8,0,136,0,18.15,18.89,0.76,0
20060404:0606,193.46,0,253,0,33.06,20.31,1.17,0
20060404:0706,235.33,0,307,0,47.94,20.88,0.41,0
20060404:0806,299.85,0,391,0,62.72,22.25,0.69,0
20060404:0906,355.35,0,463,0,77.06,23.16,1.38,0
20060404:1006,82.9,0,120,0,83.75,23.56,2,0
20060404:1106,87.29,0,125,0,71.05,23.12,2.97,0
20060404:1206,48.28,0,76,0,56.42,21.91,3.79,0
20060404:1306,102.69,0,143,0,41.59,21.98,3.59,0
20060404:1406,100.17,0,140,0,26.69,22.04,3.52,0
20060404:1506,20.81,0,40,0,11.77,21.81,2.34,0
20060404:1606,0,0,0,0,0,21.48,2.07,0
20060404:1706,0,0,0,0,0,20.8,1.93,0
20060404:1806,0,0,0,0,0,20.79,0.48,0
20060404:1906,0,0,0,0,0,19.41,1.38,0
20060404:2006,0,0,0,0,0,18.77,1.31,0
20060404:2106,0,0,0,0,0,18.26,1.52,0
20060404:2206,0,0,0,0,0,18.39,1.38,0
20060404:2306,0,0,0,0,0,18.73,1.31,0
20060405:0006,0,0,0,0,0,19.01,1.31,0
20060405:0106,0,0,0,0,0,19.14,1.38,0
20060405:0206,0,0,0,0,0,19.01,1.31,0
20060405:0306,0,0,0,0,0,18.92,1.31,0
20060405:0406,0,0,2,0,3.3,18.57,0.9,0
20060405:0506,96.21,0,134,0,18.21,18.88,0.97,0
20060405:0606,70.48,0,103,0,33.11,19.75,1.52,0
20060405:0706,151.6,0,202,0,47.97,20.64,1.52,0
20060405:0806,233.37,0,303,0,62.72,21.59,1.79,0
20060405:0906,290.24,0,376,0,76.97,22.09,1.45,0
20060405:1006,235.38,0,307,0,83.38,22.49,1.66,0
20060405:1106,363.13,0,470,0,70.87,22.92,2.07,0
20060405:1206,226.21,0,296,0,56.29,23.23,2.07,0
20060405:1306,208.23,0,275,0,41.48,23.67,1.45,0
20060405:1406,150.24,0,203,0,26.6,23.57,1.52,0
20060405:1506,9.71,0,24,0,11.69,23.17,1.17,0
20060405:1606,0,0,0,0,0,22.29,1.93,0
20060405:1706,0,0,0,0,0,21.69,1.72,0
20060405:1806,0,0,0,0,0,21.34,1.17,0
20060405:1906,0,0,0,0,0,20.18,1.17,0
20060405:2006,0,0,0,0,0,20.22,0.83,0
20060405:2106,0,0,0,0,0,19.74,0.9,0
20060405:2206,0,0,0,0,0,19.78,0.76,0
20060405:2306,0,0,0,0,0,20.11,0.34,0
20060406:0006,0,0,0,0,0,19.86,0.48,0
20060406:0106,0,0,0,0,0,19.5,0.55,0
20060406:0206,0,0,0,0,0,19.29,0.55,0
20060406:0306,0,0,0,0,0,19.13,0.62,0
20060406:0406,0,0,3,0,3.37,19.12,0.48,0
20060406:0506,81.02,0,116,0,18.28,19.5,0.55,0
20060406:0606,149.54,0,201,0,33.16,21.86,0.97,0
20060406:0706,283.69,0,366,0,48,21.87,2,0
20060406:0806,330.46,0,427,0,62.72,22.27,1.79,0
20060406:0906,341.98,0,442,0,76.86,22.82,2.14,0
20060406:1006,203.83,0,267,0,83.01,22.63,2.55,0
20060406:1106,273.44,0,353,0,70.69,22.13,2.28,0
20060406:1206,265.48,0,343,0,56.16,21.81,2,0
20060406:1306,238.06,0,310,0,41.37,22.17,1.59,0
20060406:1406,124.08,0,170,0,26.5,22.36,1.38,0
20060406:1506,37.92,0,63,0,11.61,22.11,0.41,0
20060406:1606,0,0,0,0,0,21.61,0.55,0
20060406:1706,0,0,0,0,0,20.94,0.55,0
20060406:1806,0,0,0,0,0,21.03,0.41,0
20060406:1906,0,0,0,0,0,20.74,0.48,0
20060406:2006,0,0,0,0,0,20.53,0.55,0
20060406:2106,0,0,0,0,0,20.41,0.62,0
20060406:2206,0,0,0,0,0,20.36,0.48,0
20060406:2306,0,0,0,0,0,19.57,0.83,0
20060407:0006,0,0,0,0,0,18.97,0.97,0
20060407:0106,0,0,0,0,0,18.59,1.38,0
20060407:0206,0,0,0,0,0,18.72,2.34,0
20060407:0306,0,0,0,0,0,18.84,2.9,0
20060407:0406,0,0,2,0,3.45,19.25,2.83,0
20060407:0506,9.24,0,23,0,18.34,20.01,2.07,0
20060407:0606,25.22,0,46,0,33.21,21.61,2.34,0
20060407:0706,213.83,0,280,0,48.03,22.69,2,0
20060407:0806,154.92,0,208,0,62.71,23.3,2.28,0
20060407:0906,383.88,0,495,0,76.75,23.21,2.9,0
20060407:1006,351.87,0,449,0,82.65,21.82,3.45,0
20060407:1106,209.58,0,273,0,70.5,20.98,1.66,0
20060407:1206,285.54,0,367,0,56.02,21.36,2.21,0
20060407:1306,159.01,0,212,0,41.26,22.33,2.41,0
20060407:1406,107.74,0,150,0,26.41,22.81,2.28,0
20060407:1506,50.36,0,79,0,11.52,22.57,1.59,0
20060407:1606,0,0,0,0,0,21.95,1.31,0
20060407:1706,0,0,0,0,0,21.27,1.72,0
20060407:1806,0,0,0,0,0,20.96,0.69,0
20060407:1906,0,0,0,0,0,19.88,1.93,0
20060407:2006,0,0,0,0,0,19.76,2.07,0
20060407:2106,0,0,0,0,0,19.64,2.07,0
20060407:2206,0,0,0,0,0,19.19,1.59,0
20060407:2306,0,0,0,0,0,19.11,1.03,0
20060408:0006,0,0,0,0,0,18.59,1.1,0
20060408:0106,0,0,0,0,0,18.2,1.17,0
20060408:0206,0,0,0,0,0,18.02,1.1,0
20060408:0306,0,0,0,0,0,17.67,1.45,0
20060408:0406,3.87,0,14,0,3.52,18.06,0.97,0
20060408:0506,61.41,0,92,0,18.4,19.59,0.14,0
20060408:0606,179.99,0,238,0,33.26,21.61,1.1,0
20060408:0706,235.47,0,307,0,48.06,22.71,1.93,0
20060408:0806,250.65,0,325,0,62.7,22.9,2.76,0
20060408:0906,228.99,0,296,0,76.63,21.23,2.62,0
20060408:1006,231.52,0,300,0,82.28,21.3,2,0
20060408:1106,113.94,0,158,0,70.3,22.36,0.55,0
20060408:1206,215.47,0,284,0,55.89,23.15,1.03,0
20060408:1306,33.84,0,58,0,41.15,23.61,0.62,0
20060408:1406,30.83,0,54,0,26.31,23.65,0.83,0
20060408:1506,3.2,0,13,0,11.44,23.37,0.76,0
20060408:1606,0,0,0,0,0,22.67,1.38,0
20060408:1706,0,0,0,0,0,21.74,1.72,0
20060408:1806,0,0,0,0,0,21.2,2.21,0
20060408:1906,0,0,0,0,0,20.7,1.79,0
20060408:2006,0,0,0,0,0,20.4,2.07,0
20060408:2106,0,0,0,0,0,20.09,1.93,0
20060408:2206,0,0,0,0,0,19.67,1.45,0
20060408:2306,0,0,0,0,0,19.71,1.17,0
20060409:0006,0,0,0,0,0,20.04,0.97,0
20060409:0106,0,0,0,0,0,20.89,0.62,0
20060409:0206,0,0,0,0,0,20.77,0.34,0
20060409:0306,0,0,0,0,0,20.57,0.21,0
20060409:0406,2.75,0,12,0,3.59,20.05,0.34,0
20060409:0506,71.14,0,104,0,18.46,19.95,0.97,0
20060409:0606,71.19,0,105,0,33.3,22.49,2,0
20060409:0706,148.45,0,199,0,48.08,22.54,3.1,0
20060409:0806,176.79,0,232,0,62.68,21.71,4.07,0
20060409:0906,158.23,0,209,0,76.5,20.96,3.93,0
20060409:1006,322.77,0,411,0,81.91,21.35,3.59,0
20060409:1106,57.62,0,88,0,70.11,22.49,2.9,0
20060409:1206,95.22,0,135,0,55.75,23.34,2.28,0
20060409:1306,99.14,0,140,0,41.04,23.75,2.48,0
20060409:1406,100.05,0,141,0,26.22,23.66,2.76,0
20060409:1506,37.01,0,62,0,11.36,23.29,2.21,0
20060409:1606,0,0,0,0,0,22.52,2,0
20060409:1706,0,0,0,0,0,21.74,1.93,0
20060409:1806,0,0,0,0,0,21.16,1.79,0
20060409:1906,0,0,0,0,0,20.96,2.07,0
20060409:2006,0,0,0,0,0,20.83,2.41,0
20060409:2106,0,0,0,0,0,20.48,3.1,0
20060409:2206,0,0,0,0,0,20.46,3.17,0
20060409:2306,0,0,0,0,0,20.62,3.17,0
20060410:0006,0,0,0,0,0,20.54,2.34,0
20060410:0106,0,0,0,0,0,20.53,1.93,0
20060410:0206,0,0,0,0,0,20.01,1.66,0
20060410:0306,0,0,0,0,0,19.47,2.41,0
20060410:0406,6.76,0,19,0,3.66,19.27,2.14,0
20060410:0506,9.28,0,23,0,18.51,19.28,1.59,0
20060410:0606,25.45,0,46,0,33.34,19.74,1.52,0
20060410:0706,41.62,0,67,0,48.1,19.46,1.17,0
20060410:0806,61.65,0,92,0,62.66,19.38,1.45,0
20060410:0906,115.83,0,158,0,76.36,19.56,1.31,0
20060410:1006,168.98,0,222,0,81.55,19.58,1.59,0
20060410:1106,353.27,0,451,0,69.91,19.97,1.93,0
20060410:1206,289.01,0,371,0,55.61,20.82,1.93,0
20060410:1306,178.12,0,235,0,40.92,21.69,1.93,0
20060410:1406,140.94,0,190,0,26.13,22.15,2.14,0
20060410:1506,48.89,0,77,0,11.28,22.27,1.93,0
20060410:1606,0,0,0,0,0,21.9,1.17,0
20060410:1706,0,0,0,0,0,21.42,0.69,0
20060410:1806,0,0,0,0,0,20.96,1.59,0
20060410:1906,0,0,0,0,0,20.62,2.28,0
20060410:2006,0,0,0,0,0,20.53,2.21,0
20060410:2106,0,0,0,0,0,20.25,1.72,0
20060410:2206,0,0,0,0,0,19.82,1.59,0
20060410:2306,0,0,0,0,0,19.59,1.66,0
20060411:0006,0,0,0,0,0,19.38,2.34,0
20060411:0106,0,0,0,0,0,19.24,2.41,0
20060411:0206,0,0,0,0,0,19.3,2.21,0
20060411:0306,0,0,0,0,0,19.03,1.59,0
20060411:0406,0,0,3,0,3.73,18.41,1.1,0
20060411:0506,82.89,0,118,0,18.57,19.15,0.97,0
20060411:0606,177.59,0,233,0,33.38,20,1.45,0
20060411:0706,278.01,0,357,0,48.11,20.62,1.86,0
20060411:0806,149.4,0,200,0,62.63,21.58,1.79,0
20060411:0906,61.59,0,93,0,76.21,22.24,1.66,0
20060411:1006,132.11,0,180,0,81.19,23.07,2.14,0
20060411:1106,114.07,0,158,0,69.71,23.4,2.69,0
20060411:1206,245.52,0,317,0,55.47,21.93,2.9,0
20060411:1306,107.93,0,150,0,40.81,22.57,2.55,0
20060411:1406,67.96,0,101,0,26.03,22.61,2.34,0
20060411:1506,46.51,0,74,0,11.21,22.39,2.07,0
20060411:1606,0,0,0,0,0,21.79,2.07,0
20060411:1706,0,0,0,0,0,21.21,1.38,0
20060411:1806,0,0,0,0,0,20.69,1.52,0
20060411:1906,0,0,0,0,0,20.01,1.59,0
20060411:2006,0,0,0,0,0,19.63,1.38,0
20060411:2106,0,0,0,0,0,18.99,1.52,0
20060411:2206,0,0,0,0,0,18.65,1.86,0
20060411:2306,0,0,0,0,0,18.5,1.86,0
