Day,Temperature (C),Temperature (SAT) (C),Rain (mm),GHI_1 (kWh/m2/day),GHI_2 (kWh/m2/day),GHI_SAT (kWh/m2/day),GHI (1) vs (2) (%),GHI (1) vs (SAT) (%),DHI (1) (kWh/m2/day),DHI (SAT) (kWh/m2/day),DHI (1) vs (SAT) (%)
2020-03-31,24.88,27.99,0.0,4.76,4.74,5.1,0.4,-7.1,2.24,2.23,0.56
2020-04-01,26.39,28.29,0.0,7.08,7.06,7.26,0.32,-2.6,2.0,2.18,-8.85
2020-04-02,27.74,28.3,0.0,7.42,7.39,7.43,0.38,-0.16,1.38,1.88,-35.89
2020-04-03,26.75,28.95,0.0,6.25,6.23,6.17,0.29,1.33,3.27,2.98,8.64
2020-04-04,27.25,27.76,8.6,6.55,6.53,6.68,0.27,-2.06,2.36,2.69,-13.96
2020-04-05,26.04,27.54,1.8,6.91,6.88,6.54,0.38,5.32,2.07,2.49,-19.88
2020-04-06,26.6,28.31,0.2,7.26,7.23,7.45,0.33,-2.59,1.4,1.89,-35.53
2020-04-07,27.57,28.25,0.0,7.09,7.07,7.56,0.28,-6.66,1.28,1.64,-28.44
2020-04-08,28.38,28.2,0.0,7.25,7.22,7.49,0.47,-3.2,1.3,1.85,-42.2
2020-04-09,28.37,27.9,0.0,6.52,6.5,6.35,0.43,2.62,2.49,2.61,-4.73
2020-04-10,27.6,28.09,0.4,6.04,6.02,6.15,0.34,-1.81,3.32,3.06,7.9
2020-04-11,27.97,27.61,3.8,6.59,6.58,7.08,0.26,-7.43,1.76,2.3,-30.4
2020-04-12,26.27,27.18,4.2,6.84,6.81,6.74,0.35,1.39,2.45,2.69,-9.45
2020-04-13,24.77,26.94,3.8,5.55,5.53,5.48,0.43,1.39,2.99,2.95,1.31
2020-04-14,25.55,27.86,2.8,6.43,6.41,6.16,0.28,4.27,1.75,2.57,-47.47
2020-04-15,24.82,26.43,0.2,5.62,5.61,5.59,0.19,0.58,2.36,2.76,-17.1
2020-04-16,27.24,27.57,0.0,7.32,7.28,7.17,0.46,1.99,1.24,1.56,-25.42
2020-04-17,26.75,27.22,0.0,6.09,6.08,6.13,0.04,-0.64,2.72,2.57,5.36
2020-04-18,25.48,26.93,0.0,4.4,4.38,3.2,0.32,27.21,3.73,2.76,26.02
2020-04-19,26.73,26.73,0.0,7.07,7.06,6.71,0.24,5.17,1.72,2.21,-27.99
2020-04-20,22.22,23.9,33.4,1.58,1.58,1.28,0.13,18.97,1.58,1.28,19.46
2020-04-21,25.3,25.17,0.2,6.48,6.46,6.2,0.31,4.25,2.43,2.63,-8.28
2020-04-22,24.19,26.13,0.0,3.28,3.27,2.82,0.27,13.91,2.54,2.01,20.81
2020-04-23,26.21,26.78,0.0,6.51,6.5,6.53,0.2,-0.34,2.63,2.6,0.97
2020-04-24,26.68,25.86,0.0,6.98,6.97,6.3,0.17,9.8,2.28,2.45,-7.53
2020-04-25,26.85,26.09,0.0,6.09,6.08,6.43,0.19,-5.53,2.95,2.66,9.75
2020-04-26,26.51,24.02,7.6,6.85,6.84,6.87,0.08,-0.35,1.5,2.2,-47.02
2020-04-27,25.35,25.11,6.8,6.24,6.22,6.31,0.31,-1.08,2.94,2.63,10.42
2020-04-28,23.63,26.6,10.6,5.44,5.42,5.67,0.35,-4.26,2.27,2.54,-11.92
2020-04-29,25.66,25.67,0.2,7.02,7.01,6.99,0.15,0.4,1.48,2.16,-46.6
2020-04-30,25.47,26.9,0.0,5.13,5.11,5.04,0.39,1.74,2.93,2.34,20.04
2020-05-01,25.69,25.93,0.0,5.73,5.71,5.57,0.28,2.81,2.92,2.42,17.3
2020-05-02,23.09,26.27,30.4,3.17,3.17,2.83,0.0,10.88,,,
2020-05-03,24.98,26.8,0.0,5.07,5.07,5.77,0.11,-13.73,3.02,2.18,28.06
2020-05-04,26.39,27.67,0.0,7.27,7.26,7.17,0.16,1.32,0.87,1.31,-50.46
2020-05-05,24.84,28.15,0.0,5.86,5.85,5.83,0.28,0.65,1.79,1.92,-7.14
2020-05-06,26.19,27.59,0.6,6.63,6.62,6.58,0.12,0.79,1.56,1.89,-21.26
2020-05-07,26.28,27.69,0.0,6.88,6.86,6.63,0.34,3.61,1.86,2.21,-18.55
2020-05-08,25.15,26.84,2.8,5.17,5.16,5.3,0.15,-2.65,2.27,2.36,-3.84
2020-05-09,25.35,26.58,2.4,6.36,6.35,6.35,0.17,0.19,1.94,1.87,3.63
2020-05-10,26.17,26.37,0.8,6.55,6.55,6.57,0.07,-0.24,1.65,2.02,-22.27
2020-05-11,25.47,25.08,1.2,6.5,6.49,6.26,0.16,3.65,1.45,1.7,-17.62
2020-05-12,25.68,23.43,4.2,6.2,6.17,6.41,0.36,-3.43,2.47,2.51,-1.74
2020-05-13,25.78,26.42,0.2,6.54,6.53,6.57,0.09,-0.45,1.89,2.01,-6.43
2020-05-14,25.74,27.59,0.6,5.71,5.69,5.8,0.26,-1.66,2.45,2.92,-19.24
2020-05-15,24.87,28.13,4.2,5.57,5.57,5.52,0.02,0.88,1.64,1.86,-13.33
2020-05-16,25.99,27.95,0.0,6.07,6.06,6.17,0.21,-1.56,2.28,2.47,-8.5
2020-05-17,26.57,27.87,0.2,7.02,7.01,6.79,0.1,3.28,1.47,1.78,-20.88
2020-05-18,25.64,27.94,2.2,4.79,4.78,4.82,0.12,-0.62,3.36,2.69,20.1
2020-05-19,26.05,26.77,0.0,6.8,6.79,6.69,0.14,1.56,1.81,2.05,-13.68
2020-05-20,26.53,26.73,0.0,5.99,5.99,6.03,-0.05,-0.55,2.0,2.21,-10.2
2020-05-21,25.91,27.2,0.0,5.71,5.7,5.3,0.06,7.14,1.58,2.32,-47.03
2020-05-22,22.72,26.42,10.0,0.98,0.98,0.87,0.12,10.97,,,
2020-05-23,24.88,27.03,0.0,6.75,6.75,6.53,-0.02,3.28,1.63,1.97,-20.64
2020-05-24,26.01,27.0,0.0,6.74,6.74,6.67,-0.01,1.08,1.46,1.74,-19.53
2020-05-25,26.35,27.48,0.0,7.06,7.05,6.77,0.14,4.15,1.06,2.02,-90.24
2020-05-26,26.62,27.58,0.0,6.55,6.53,6.25,0.37,4.62,1.86,2.62,-40.5
2020-05-27,27.24,27.69,0.0,6.68,6.67,6.62,0.08,0.84,1.47,2.12,-44.49
2020-05-28,27.24,26.89,2.0,6.56,6.56,6.49,0.15,1.09,1.6,2.23,-39.12
2020-05-29,25.22,27.36,9.2,5.89,5.88,5.27,0.24,10.6,2.32,2.37,-2.19
2020-05-30,26.07,26.36,2.0,6.09,6.09,5.43,0.12,10.96,2.68,2.3,13.95
2020-05-31,23.83,26.51,8.8,3.36,3.35,3.03,0.3,9.6,3.05,2.28,25.12
2020-06-01,25.4,26.2,0.0,6.63,6.63,6.8,0.07,-2.53,1.47,1.72,-17.01
2020-06-02,26.49,27.43,0.2,6.25,6.25,6.54,0.02,-4.68,1.97,2.05,-3.95
2020-06-03,26.26,25.2,0.2,6.24,6.24,6.15,0.06,1.53,2.04,2.31,-12.76
2020-06-04,25.48,25.15,0.2,5.35,5.35,5.51,0.04,-2.97,2.82,2.67,5.3
2020-06-05,26.49,25.99,0.0,6.17,6.17,6.16,-0.02,0.26,1.95,2.45,-25.85
2020-06-06,25.87,27.35,0.0,5.14,5.13,5.55,0.01,-8.12,2.5,2.7,-7.89
2020-06-07,25.39,26.27,0.0,5.54,5.53,5.48,0.17,1.0,2.4,2.6,-8.65
2020-06-08,25.08,27.12,0.0,5.28,5.27,4.7,0.3,11.03,2.65,2.51,5.44
2020-06-09,25.78,26.67,0.6,6.34,6.34,5.92,0.04,6.7,1.69,2.69,-59.39
2020-06-10,23.95,27.01,5.6,4.87,4.86,4.51,0.15,7.47,1.65,2.1,-27.75
2020-06-11,25.04,27.19,0.0,5.48,5.47,5.75,0.25,-4.89,2.55,2.78,-9.1
2020-06-12,25.39,26.48,3.4,5.96,5.95,6.25,0.19,-4.86,2.43,2.43,0.0
2020-06-13,25.09,25.65,11.2,6.23,6.22,6.46,0.21,-3.69,1.76,2.23,-26.5
2020-06-14,24.4,26.41,0.2,6.35,6.34,6.26,0.05,1.42,1.67,2.47,-48.07
2020-06-15,25.34,25.88,0.6,6.2,6.21,6.02,-0.04,2.94,1.98,2.31,-17.06
2020-06-16,26.01,26.76,0.2,6.36,6.35,6.08,0.02,4.41,2.2,2.43,-10.74
2020-06-17,25.5,26.6,0.0,4.97,4.96,4.42,0.14,11.13,2.7,2.7,-0.11
2020-06-18,25.09,26.54,20.8,5.49,5.47,5.79,0.31,-5.5,2.53,2.81,-11.01
2020-06-19,23.14,27.25,24.2,3.48,3.49,3.24,-0.12,7.06,2.25,2.26,-0.65
2020-06-20,23.43,26.58,0.0,2.65,2.64,2.26,0.33,14.73,,,
2020-06-21,23.69,25.7,0.0,4.77,4.76,4.82,0.23,-1.15,,,
2020-06-22,24.8,26.3,0.0,5.7,5.69,5.54,0.17,2.83,2.45,2.91,-18.58
2020-06-23,24.84,27.24,0.0,5.61,5.6,5.91,0.21,-5.29,1.9,2.65,-39.55
2020-06-24,25.54,26.54,0.0,5.91,5.9,5.8,0.2,1.77,2.34,2.74,-17.26
2020-06-25,24.98,26.44,0.0,5.52,5.52,5.37,-0.02,2.74,1.6,2.07,-29.34
2020-06-26,24.36,26.97,0.0,5.22,5.21,5.14,0.14,1.52,2.8,2.6,7.14
2020-06-27,25.43,27.26,0.0,6.04,6.04,6.17,0.05,-2.08,2.15,2.34,-8.76
2020-06-28,24.22,26.9,0.2,5.48,5.47,5.65,0.12,-3.16,1.55,2.2,-41.46
2020-06-29,25.05,26.56,3.4,6.12,6.12,6.01,0.04,1.79,1.96,2.51,-27.65
2020-06-30,24.55,26.25,0.0,5.01,5.0,5.14,0.33,-2.45,2.06,2.31,-11.99
2020-07-01,25.04,26.34,0.0,4.17,4.17,4.4,0.15,-5.41,2.49,2.77,-11.5
2020-07-02,25.64,25.26,0.0,5.31,5.3,5.78,0.11,-8.87,3.08,2.77,10.12
2020-07-03,25.66,26.48,0.0,6.06,6.06,6.37,0.06,-5.03,2.13,2.53,-18.76
2020-07-04,25.53,26.42,0.0,5.65,5.65,5.8,-0.02,-2.74,2.06,2.54,-23.53
2020-07-05,25.4,26.68,0.0,5.68,5.68,5.89,0.12,-3.61,2.38,2.91,-22.41
2020-07-06,22.69,26.25,3.6,1.58,1.58,1.6,0.18,-1.08,1.55,1.57,-1.33
2020-07-07,23.55,26.6,0.0,3.83,3.83,3.69,0.17,3.6,2.36,2.33,1.07
2020-07-08,22.99,26.32,11.4,3.06,3.05,3.05,0.17,0.2,2.83,2.52,10.78
2020-07-09,24.78,26.08,0.0,5.16,5.14,5.69,0.22,-10.33,,,
2020-07-10,25.66,26.28,1.0,5.73,5.72,5.76,0.25,-0.57,2.14,2.4,-12.19
2020-07-11,23.8,25.47,8.6,4.94,4.93,5.54,0.14,-12.19,2.3,2.49,-7.9
2020-07-12,24.34,26.53,19.0,6.17,6.16,6.51,0.1,-5.51,1.83,2.12,-15.32
2020-07-13,24.23,26.53,0.2,5.72,5.71,5.88,0.12,-2.91,2.15,2.42,-12.68
2020-07-14,24.12,26.88,24.2,5.49,5.49,5.86,0.02,-6.81,2.87,2.51,12.35
2020-07-15,23.36,26.55,0.2,4.83,4.82,5.14,0.34,-6.29,2.83,2.49,12.11
2020-07-16,23.03,24.99,2.2,4.63,4.62,4.46,0.17,3.56,3.0,2.68,10.55
2020-07-17,24.48,25.41,0.0,,,,,,2.11,3.0,-41.91
2020-07-18,22.11,24.93,26.6,2.6,3.26,3.07,-25.24,-17.69,2.19,2.3,-5.08
2020-07-19,23.8,25.54,0.0,4.86,4.86,5.87,0.12,-20.75,3.4,3.01,11.28
2020-07-20,24.53,26.21,0.0,6.17,6.16,6.26,0.17,-1.46,1.93,2.93,-51.94
2020-07-21,23.09,26.48,0.0,4.6,4.59,4.98,0.17,-8.29,2.54,2.71,-6.57
2020-07-22,22.22,26.33,8.4,1.88,1.87,1.9,0.28,-1.23,1.85,1.83,0.84
2020-07-23,23.96,26.23,0.0,4.17,4.17,4.79,0.07,-14.78,2.89,3.31,-14.22
2020-07-24,24.38,26.6,0.2,4.85,4.85,4.9,0.11,-1.01,2.96,2.8,5.48
2020-07-25,22.68,24.92,12.6,3.31,3.3,3.43,0.08,-3.74,2.32,2.36,-1.7
2020-07-26,23.47,26.78,1.6,3.2,3.2,3.59,-0.01,-12.15,2.18,2.21,-1.69
2020-07-27,22.82,26.45,0.4,3.03,3.02,3.48,0.36,-14.82,2.2,2.31,-4.85
2020-07-28,20.91,25.84,7.2,1.0,1.0,1.23,0.24,-22.89,0.94,1.21,-29.08
2020-07-29,23.7,26.53,0.2,5.8,5.79,6.09,0.07,-5.0,2.16,2.9,-34.37
2020-07-30,23.79,26.37,2.8,5.67,5.66,5.64,0.23,0.53,2.72,2.93,-7.73
2020-07-31,25.01,26.72,0.0,6.34,6.33,6.24,0.1,1.47,2.08,2.84,-36.74
2020-08-01,25.98,26.87,0.0,5.92,5.92,6.69,0.09,-13.04,1.7,2.46,-44.83
2020-08-02,24.15,26.14,10.2,6.13,6.11,6.6,0.22,-7.64,1.59,2.18,-37.13
2020-08-03,23.64,26.54,0.0,4.42,4.42,4.46,0.0,-1.04,2.28,2.18,4.29
2020-08-04,24.57,26.72,0.4,4.7,4.7,5.05,0.13,-7.37,3.14,2.8,10.85
2020-08-05,24.14,26.13,3.4,5.32,5.32,5.83,0.04,-9.54,2.1,2.72,-29.41
2020-08-06,24.14,26.18,2.4,5.78,5.77,6.22,0.15,-7.6,2.58,2.89,-12.05
2020-08-07,25.42,25.61,0.2,6.19,6.18,6.55,0.15,-5.88,2.56,2.48,3.28
2020-08-08,24.36,26.12,0.0,5.11,5.1,5.19,0.15,-1.64,2.93,2.48,15.48
2020-08-09,23.47,25.0,1.6,3.42,3.41,3.74,0.27,-9.17,2.68,2.54,5.07
2020-08-10,21.86,25.56,10.2,3.75,3.74,4.14,0.38,-10.4,2.29,2.33,-1.61
2020-08-11,24.34,26.13,0.2,6.41,6.41,6.66,0.05,-3.93,1.73,2.29,-32.49
2020-08-12,24.92,25.76,0.4,6.66,6.64,6.91,0.16,-3.89,2.0,1.89,5.5
2020-08-13,25.3,25.67,0.0,6.35,6.34,6.72,0.09,-5.84,2.22,2.12,4.78
2020-08-14,25.52,25.91,0.0,6.84,6.82,6.89,0.21,-0.75,2.15,2.0,7.14
2020-08-15,25.03,26.95,0.0,6.07,6.06,6.25,0.2,-2.96,2.69,2.53,5.9
2020-08-16,24.16,26.09,0.8,4.8,4.78,4.75,0.33,1.04,2.13,2.18,-2.36
2020-08-17,24.84,25.9,17.8,5.56,5.55,5.95,0.19,-7.07,2.63,2.9,-10.31
2020-08-18,24.21,24.65,0.0,4.5,4.49,4.91,0.15,-9.11,3.63,3.2,11.9
2020-08-19,24.24,25.61,4.6,5.39,5.38,5.83,0.15,-8.16,3.23,2.69,16.83
2020-08-20,23.19,25.04,11.2,4.11,4.09,4.89,0.31,-19.04,2.22,2.16,3.02
2020-08-21,24.59,26.16,0.8,6.55,6.54,6.42,0.15,2.01,2.41,2.16,10.32
2020-08-22,23.76,25.38,2.6,4.61,4.6,5.03,0.26,-9.06,1.87,2.12,-13.38
2020-08-23,24.68,25.32,1.8,6.21,6.2,6.6,0.14,-6.27,2.02,2.75,-35.88
2020-08-24,24.44,25.12,6.6,5.2,5.2,4.82,-0.01,7.25,2.72,2.73,-0.44
2020-08-25,23.46,25.32,0.2,5.28,5.26,5.75,0.31,-8.94,2.03,2.31,-13.42
2020-08-26,23.72,23.97,0.2,6.43,6.42,6.76,0.16,-5.11,1.91,2.31,-20.98
2020-08-27,23.79,22.29,2.8,6.15,6.13,6.41,0.32,-4.18,1.97,1.93,2.19
2020-08-28,24.51,21.97,0.0,6.48,6.46,6.67,0.21,-3.03,1.75,2.05,-17.22
2020-08-29,23.6,21.32,24.6,6.55,6.53,6.34,0.27,3.15,3.03,2.44,19.57
2020-08-30,24.05,21.39,0.0,6.1,6.09,6.66,0.09,-9.26,2.05,2.18,-6.56
2020-08-31,23.64,21.36,0.4,3.48,3.47,3.46,0.18,0.5,3.03,2.54,16.13
2020-09-01,23.04,25.49,0.0,4.44,4.43,4.79,0.26,-8.03,2.34,2.3,1.65
2020-09-02,24.02,26.38,1.2,4.32,4.31,5.13,0.12,-18.83,2.54,2.6,-2.07
2020-09-03,24.08,26.55,0.2,6.66,6.64,6.7,0.22,-0.7,1.95,2.22,-13.58
2020-09-04,24.48,26.81,0.0,6.82,6.8,6.79,0.29,0.42,1.42,2.17,-52.52
2020-09-05,24.68,26.0,0.0,6.66,6.65,6.75,0.13,-1.35,2.02,2.43,-20.22
2020-09-06,23.58,23.83,0.0,5.19,5.18,4.74,0.32,8.7,2.75,2.57,6.31
2020-09-07,22.79,25.69,0.0,2.56,2.55,2.48,0.19,3.05,2.48,2.17,12.51
2020-09-08,23.78,24.61,0.0,6.34,6.33,6.68,0.24,-5.38,2.12,2.02,4.62
2020-09-09,23.75,25.67,16.6,5.6,5.59,5.52,0.06,1.44,2.21,2.33,-5.26
2020-09-10,25.17,25.5,0.0,6.94,6.93,7.07,0.16,-1.84,1.6,2.43,-51.43
2020-09-11,23.43,27.16,0.4,3.93,3.92,4.27,0.46,-8.59,1.68,2.12,-25.76
2020-09-12,23.04,26.36,0.4,5.01,5.0,5.6,0.19,-11.67,2.02,2.29,-13.01
2020-09-13,24.19,26.55,21.2,6.39,6.37,6.16,0.26,3.47,2.59,2.56,1.1
2020-09-14,24.78,26.53,0.2,6.36,6.34,7.03,0.2,-10.62,2.19,2.39,-8.68
2020-09-15,24.22,26.36,3.6,4.96,4.95,5.06,0.26,-1.92,1.96,1.85,5.52
2020-09-16,24.2,26.34,0.0,6.84,6.82,6.74,0.24,1.48,1.91,1.95,-2.29
2020-09-17,25.02,27.21,0.0,6.39,6.38,7.28,0.15,-13.95,1.89,1.79,4.94
2020-09-18,25.24,26.4,22.4,5.93,5.91,5.94,0.32,-0.12,2.17,2.12,2.21
2020-09-19,24.21,27.19,1.6,6.25,6.23,6.23,0.37,0.33,3.12,2.78,10.94
2020-09-20,24.44,26.17,0.0,6.63,6.61,6.94,0.33,-4.61,1.57,2.2,-40.27
2020-09-21,24.54,25.75,4.8,7.5,7.48,7.22,0.23,3.66,1.45,1.7,-17.13
2020-09-22,24.74,26.47,0.0,7.43,7.41,7.37,0.28,0.87,1.03,1.66,-60.21
2020-09-23,24.14,26.17,0.8,3.95,3.94,4.74,0.33,-19.86,2.35,2.47,-4.7
2020-09-24,23.5,26.35,1.8,6.08,6.07,6.4,0.23,-5.19,2.64,2.34,11.22
2020-09-25,24.15,26.02,0.2,5.11,5.1,5.18,0.12,-1.48,2.65,2.51,5.24
2020-09-26,23.98,25.16,1.6,5.41,5.41,5.22,0.11,3.62,3.69,2.88,21.9
2020-09-27,24.57,27.06,4.6,7.05,7.02,7.04,0.42,0.24,1.58,2.15,-36.02
2020-09-28,24.33,27.07,12.6,6.92,6.91,6.72,0.21,2.9,1.81,2.43,-34.22
2020-09-29,23.7,27.37,1.0,6.48,6.45,6.61,0.32,-2.04,2.99,2.73,8.72
2020-09-30,23.77,26.49,0.0,5.74,5.73,6.12,0.1,-6.59,2.96,2.64,10.93
2020-10-01,22.3,26.26,0.6,4.2,4.19,5.05,0.34,-20.19,2.01,2.08,-3.4
2020-10-02,22.65,26.62,15.2,7.02,6.98,6.65,0.47,5.21,1.14,1.98,-73.23
2020-10-03,23.68,26.3,3.2,5.47,5.46,5.47,0.24,0.08,2.82,2.55,9.82
2020-10-04,23.52,26.43,0.6,5.28,5.26,5.45,0.36,-3.18,2.0,2.28,-13.6
2020-10-05,25.48,27.37,0.0,7.11,7.08,7.11,0.34,-0.01,1.56,1.79,-15.1
2020-10-06,24.13,27.21,4.8,6.23,6.2,6.46,0.46,-3.68,1.4,1.48,-6.0
2020-10-07,25.05,27.18,0.2,5.9,5.87,6.16,0.41,-4.51,2.51,2.29,8.95
2020-10-08,25.24,26.24,0.0,6.87,6.85,6.43,0.37,6.45,2.21,2.29,-3.69
2020-10-09,24.46,27.32,1.2,6.73,6.7,6.49,0.41,3.49,2.43,2.32,4.66
2020-10-10,24.09,25.67,0.2,5.41,5.4,5.36,0.14,0.84,3.71,2.77,25.37
2020-10-11,25.74,26.23,0.0,7.35,7.34,7.35,0.24,0.12,1.2,1.65,-37.76
2020-10-12,24.43,26.26,37.6,5.47,5.46,5.46,0.18,0.28,2.08,2.12,-1.92
2020-10-13,22.75,26.1,1.6,5.01,5.0,4.45,0.17,11.24,3.51,2.78,20.58
2020-10-14,23.04,26.29,0.0,4.58,4.56,4.19,0.44,8.63,2.41,2.07,14.28
2020-10-15,24.75,26.05,0.2,7.2,7.19,6.98,0.24,3.06,1.46,2.07,-42.1
2020-10-16,24.42,27.2,0.0,6.05,6.04,6.4,0.2,-5.7,3.06,2.58,15.92
2020-10-17,24.4,26.98,0.0,4.68,4.66,4.85,0.27,-3.77,3.37,3.15,6.52
2020-10-18,24.27,23.45,0.0,5.91,5.9,5.53,0.26,6.43,2.78,2.98,-7.21
2020-10-19,24.47,25.86,0.0,6.95,6.92,6.25,0.36,9.97,1.99,2.19,-9.96
